aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19880102005509I,02-JAN-88,LANCASTER,CA,GENERAL WM J FOX AIRFIELD,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,CE-210-P210N,GOLDEN EAGLE ENTERPRISES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,4774K,0,0,CONT  ,TSIO520P     ,O520  ,1,COMMERCIAL PILOT,1500,150,22,22
19880102005589I,02-JAN-88,PEORIA,IL,GENERAL DOWNING - PEORIA INTL,INCIDENT,MINOR,TOUCH AND GO LANDING,BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3108W,0,0,CONT  ,IO470L       ,O470  ,2,PRIVATE PILOT,625,25,25,25
19880102006249I,02-JAN-88,TIFFIN,OH,SENECA COUNTY,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-172,CE-172-N,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,4802G,0,0,LYC   ,O320H2AD     ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2400,1500,80,80
19880102007119I,02-JAN-88,NASHVILLE,TN,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,24432,0,0,LYC   ,O235L2C      ,O235  ,1,COMMERCIAL PILOT,4400,2000,6,6
19880102007169I,02-JAN-88,WATERLOO,IL,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-175,NULL,NULL,OTHER,GENERAL OPERATING RULES,NONE,7037M,0,0,CONT  ,GO300E       ,O300  ,1,PRIVATE PILOT,400,300,NULL,NULL
19880102007949I,02-JAN-88,CHARLOTTE,MI,FITCH H BEACH,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,24457,0,0,LYC   ,O235L2C      ,O235  ,1,STUDENT,45,45,23,23
19880102010949I,02-JAN-88,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,737,300,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,302UA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880102012109I,02-JAN-88,WALTERBORO,SC,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7293W,0,0,LYC   ,O360A4A      ,O360  ,1,COMMERCIAL PILOT,3232,1725,32,32
19880102012189I,02-JAN-88,DENVER,CO,DENVER INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,727,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,782AL,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,7800,4400,100,100
19880102044039I,02-JAN-88,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,300,PIEDMONT AVIATION INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,348P ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6238,1076,69,69
19880103002899I,03-JAN-88,EUREKA,AK,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),TCRAFT,19,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3668T,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,800,800,100,100
19880103002919I,03-JAN-88,PORTERVILLE,CA,NULL,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4418J,0,0,LYC   ,O320E2A      ,O320  ,1,STUDENT,90,90,45,45
19880103003249I,03-JAN-88,CONCORD,CA,BUCHANAN FIELD,INCIDENT,MINOR,FINAL APPROACH- INSTRUMENT FLIGHT RULES,PIPER,PA-28,PA-28-181,NULL,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,25017,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2480,1197,100,100
19880103003449I,03-JAN-88,HAZLETON,PA,HAZLETON MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-22,PA-22-150,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8636D,0,0,LYC   ,O320A1A      ,O320  ,1,PRIVATE PILOT,220,200,30,30
19880103003659I,03-JAN-88,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-17,BL-17-30A,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,24CS ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2500,155,15,15
19880103004059I,03-JAN-88,BLOOMINGTON,IN,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-150,CE-150-H,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,91R  ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,78,78,78,78
19880103006319I,03-JAN-88,MESA,AZ,FALCON FLD,INCIDENT,NULL,TOUCH AND GO LANDING,GULSTM,GA-AA,GA-AA-1B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9996L,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1500,25,25,25
19880103006329I,03-JAN-88,HONOLULU,HI,HONOLULU INTL,INCIDENT,NULL,DESCENT,LEARJET-BOMBARDIER,LEARJET 36,A,PHOENIX AIR GROUP INC,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,79SF ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4800,350,100,100
19880103009729I,03-JAN-88,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-76,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6701C,0,0,LYC   ,O360A1G      ,O360  ,2,COMMERCIAL PILOT,1225,20,10,10
19880103010599I,03-JAN-88,LINCOLN,MT,LINCOLN,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,64794,0,0,LYC   ,O320E2A      ,O320  ,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
19880103010929I,03-JAN-88,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,IDLING ENGINES,MCDONNELL-DOUGLAS-BOEING,DC-8,71,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8087U,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880104001279I,04-JAN-88,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8918E,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880104001869I,04-JAN-88,BELMAR,NJ,MONMOUTH EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LEARJET-BOMBARDIER,LEARJET 25,B,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,2138T,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,15000,3800,45,45
19880104002889I,04-JAN-88,ROCK HILL,SC,ROCK HILL/YORK CO/BRYANT FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,32312,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,200,75,25,25
19880104004189I,04-JAN-88,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,NULL,CLIMB,FAIRCHILD,F-27,NULL,BRITT AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,385BA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3500,1400,200,200
19880104004239I,04-JAN-88,WESTFIELD,MA,BARNES MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LEARJET-BOMBARDIER,LEARJET 35,A,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,120MB,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,17000,2000,100,100
19880104007149I,04-JAN-88,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7445X,0,0,CONT  ,O300D        ,O300  ,1,COMMERCIAL PILOT,969,300,37,37
19880104017519I,04-JAN-88,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,PSA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,836JS,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,4460,946,208,208
19880104023479I,04-JAN-88,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,NULL,FINAL APPROACH,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,ANDERSON AVIATION INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,837JS,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,5800,700,150,150
19880105002909I,05-JAN-88,MARSHALL,AK,MARSHALL MEMORIAL MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-207,CE-207-A,MARKAIR EXPRESS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,9957M,0,0,CONT  ,IO520F       ,O520  ,1,AIRLINE TRANSPORT,9300,300,240,240
19880105003239I,05-JAN-88,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,14,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,655TX,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880105003559I,05-JAN-88,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,737,200,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,74SW ,0,0,PWA   ,JT8D1        ,JT8   ,2,AIRLINE TRANSPORT,10000,8000,250,250
19880105003669I,05-JAN-88,SOLDOTNA,AK,SOLDOTNA,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-31,PA-31-350,SOUTHCENTRAL AIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),GENERAL OPERATING RULES,VISUAL FLIGHT RULES,494SC,0,0,LYC   ,TIO540J2BD   ,O540  ,2,AIRLINE TRANSPORT,4800,1200,225,225
19880105004209I,05-JAN-88,PERRY,IA,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-210,CE-210-L,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,732DZ,0,0,CONT  ,IO520L       ,O520  ,1,PRIVATE PILOT,3028,2028,28,28
19880105004259I,05-JAN-88,WHARTON,TX,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-22,PA-22-150,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9830D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,100,20,20
19880105004339I,05-JAN-88,EL PASO,TX,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-182,CE-182-H,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8505S,0,0,CONT  ,O470R        ,O470  ,1,PRIVATE PILOT,584,280,63,63
19880105004639I,05-JAN-88,GREAT FALLS,MT,GREAT FALLS INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,912RW,0,0,PWA   ,JT8D9        ,JT8   ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880105004759I,05-JAN-88,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,VARGA,VARGA-2150A,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8354J,0,0,LYC   ,O320A2C      ,O320  ,1,STUDENT,39,20,20,20
19880105007279I,05-JAN-88,DENVER,CO,DENVER INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,727,NULL,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR692,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880105008509I,05-JAN-88,PROVO,UT,PROVO MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-340,CE-340-A,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,82GB ,0,0,CONT  ,TSIO520N     ,O520  ,2,COMMERCIAL PILOT,1520,325,100,100
19880105010479I,05-JAN-88,MESA,AZ,FALCON FLD,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-95,BE-95-B55,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,24175,0,0,CONT  ,IO520C       ,O520  ,2,PRIVATE PILOT,3000,1300,25,25
19880105011399I,05-JAN-88,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,NULL,UNKNOWN,CESSNA,CE-182,CE-182-A,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,3810D,0,0,CONT  ,O470L        ,O470  ,1,PRIVATE PILOT,4000,3000,NULL,NULL
19880105012829I,05-JAN-88,STATE COLLEGE,PA,UNIVERSITY PARK,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",SHORTS-BOMBARDIER,360,NULL,ALLEGHENY AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,151CA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8173,1473,153,153
19880105014489I,05-JAN-88,COLUMBUS,OH,PORT COLUMBUS INTL,INCIDENT,MINOR,ENGINE RUN-UP,SKRSKY,S-76,S-76-A,PHI INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,3122G,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,6500,300,50,50
19880106001939I,06-JAN-88,BECKLEY,WV,RALEIGH COUNTY MEMORIAL,INCIDENT,NULL,ROLL-OUT (FIXED WING),JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,CCAIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,170PC,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,3800,1600,250,250
19880106002839I,06-JAN-88,SULPHUR SPRINGS,TX,SULPHUR SPRINGS MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),COMWTH,COMWTH-185,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,34117,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,190,40,15,15
19880106003259I,06-JAN-88,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-100,BE-100-B100,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,20FL ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8500,450,120,120
19880106004119I,06-JAN-88,NORTH PLATTE,NE,NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-260,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,8891P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,600,500,100,100
19880106004359I,06-JAN-88,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8931E,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880106007919I,06-JAN-88,SANTA BARBARA,CA,SANTA BARBARA MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7138P,0,0,LYC   ,O540A1A5     ,O540  ,1,COMMERCIAL PILOT,10000,300,1,1
19880106008619I,06-JAN-88,TORRANCE,CA,ZAMPERINI FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-18,M-18-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,329M ,0,0,CONT  ,A658         ,A65   ,1,PRIVATE PILOT,3580,880,10,10
19880106010699I,06-JAN-88,BROWNSVILLE,TX,BROWNSVILLE/SOUTH PADRE ISLAND INTL,INCIDENT,SUBSTANTIAL,STARTING ENGINES,DOUG,DC-3,NULL,"HARTLEY, HERBERT A",ALL CARGO CARRIERS,PART 125 OPERATOR,VISUAL FLIGHT RULES,23WT ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,12000,5000,110,110
19880106011959I,06-JAN-88,HENDERSON,NC,NULL,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-24,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,5136P,0,0,LYC   ,O360A1A      ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4174,55,8,8
19880106012029I,06-JAN-88,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,NULL,DESCENT,SHORTS-BOMBARDIER,330,NULL,ALLEGHENY AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,304CA,0,0,PWA   ,PT6A45R      ,PT6   ,2,AIRLINE TRANSPORT,10538,3685,31,31
19880106012119I,06-JAN-88,WEEMS,VA,NULL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-8,NULL,WORLDWAYS CANADA LTD,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,CFCPS,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,15000,3000,NULL,NULL
19880107000239I,07-JAN-88,AUSTIN,TX,AUSTIN-BERGSTROM INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LEARJET-BOMBARDIER,LEARJET 25,D,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,16GT ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,9000,750,270,270
19880107002869I,07-JAN-88,NULL,AK,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-185,CE-185-A,YUKON AIR SERVICE,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,1650Z,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4500,750,30,30
19880107003299I,07-JAN-88,RICHMOND,VA,RICHMOND INTL,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,SHORTS-BOMBARDIER,360,NULL,AIR WISCONSIN INC,SCHEDULED AIR CARRIER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,347MV,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19880107003569I,07-JAN-88,RAMONA,CA,NULL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,QAC,QUICKIE,Q2,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,43EC ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1000,4,2,2
19880107003589I,07-JAN-88,LA CROSSE,WI,LA CROSSE MUNI,INCIDENT,NULL,CLIMB,SHORTS-BOMBARDIER,360,NULL,AMERICAN EAGLE AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,374MQ,0,0,PWA   ,PT6A65R      ,PT6   ,2,AIRLINE TRANSPORT,4400,2400,270,270
19880107003649I,07-JAN-88,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,737,200,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,57SW ,0,0,PWA   ,JT8D1        ,JT8   ,2,AIRLINE TRANSPORT,14500,9500,240,240
19880107004649I,07-JAN-88,OAKLAND,CA,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,TO ABORTED (FIXED WING),GULSTM,GA-500,GA-500-B,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6212X,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2304,16,1,1
19880107007969I,07-JAN-88,LAKE IN THE HILLS,IL,LAKE IN THE HILLS,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,93188,0,0,LYC   ,O235L2C      ,O235  ,1,STUDENT,19,19,19,19
19880107054179I,07-JAN-88,CHESTER,CT,CHESTER,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-150,CE-150-M,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,7673U,0,0,CONT  ,O200A        ,O200  ,1,PRIVATE PILOT,250,250,20,20
