aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19870102001449I,02-JAN-87,JUNEAU,AK,JUNEAU INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,727,100,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,766AS,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870102003609I,02-JAN-87,SILVER CITY,NM,WHISKEY CREEK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-310,CE-310-Q,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,69751,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,32275,8000,10,10
19870102004179I,02-JAN-87,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,NULL,CLIMB,PIPER,PA-28,PA-28-236,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,81531,0,0,LYC   ,O540J3A5     ,O540  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5200,10,0,0
19870102006139I,02-JAN-87,SAN ANTONIO,TX,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,CE-210-T210L,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,93285,0,0,CONT  ,TSIO520H     ,O520  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19870102006559I,02-JAN-87,REDLANDS,CA,REDLANDS MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MAULE,M-5,M-5-235C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,56347,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,970,60,20,20
19870102008039I,02-JAN-87,AKRON,OH,AKRON-CANTON RGNL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7642U,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,11670,6817,215,215
19870102013249I,02-JAN-87,AKRON,OH,AKRON-CANTON RGNL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7640U,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,11204,3876,178,178
19870102014819I,02-JAN-87,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,TAKEOFF GROUND ROLL,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,980Z ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870102026979I,02-JAN-87,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,MINOR,NORMAL CRUISE,LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,8012D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1600,90,50,50
19870102039029I,02-JAN-87,MIDWAY,FM,NULL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,747,100,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,610US,0,4,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,299,210,210
19870103003739I,03-JAN-87,ANCHORAGE,AK,LAKE HOOD,INCIDENT,MINOR,TAKEOFF GROUND ROLL,PIPER,PA-18,PA-18-150,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3896Z,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,5000,4500,15,15
19870103004969I,03-JAN-87,PORTLAND,ME,PORTLAND INTL JETPORT,INCIDENT,NULL,TO ABORTED (FIXED WING),BOEING,727,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR537,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,12500,7200,210,210
19870103005749I,03-JAN-87,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,100,PEOPLE EXPRESS AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,409PE,0,9,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5031,2370,190,190
19870103006109I,03-JAN-87,TRUTH OR CONSEQUENCES,NM,TRUTH OR CONSEQ MUNI,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-206,CE-206-U206G,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,735MW,0,0,CONT  ,IO520F       ,O520  ,1,COMMERCIAL PILOT,2005,450,120,120
19870103006219I,03-JAN-87,LEBANON,NH,LEBANON MUNI,INCIDENT,NULL,FINAL APPROACH,FAIRCHILD-DORNIER,228,200,PRECISION VALLEY AVIATION INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,236RP,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6200,1500,220,220
19870103024919I,03-JAN-87,SAINT AUGUSTINE,FL,NORTHEAST FLORIDA RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GRTLKS,GRTLKS-2T1,GRTLKS-2T1-A2,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3707F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,451,51,3,3
19870104001359I,04-JAN-87,LATROBE,PA,ARNOLD PALMER RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LEARJET-BOMBARDIER,LEARJET 25,D,VEE NEAL AIRLINES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,211JC,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,14500,1500,92,92
19870104001469I,04-JAN-87,MACON,GA,MACON DOWNTOWN,INCIDENT,MINOR,TAKEOFF GROUND ROLL,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,4560H,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,450,10,10,10
19870104004069I,04-JAN-87,FARMINGDALE,NY,REPUBLIC,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-337,CE-337-P337H,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5HN  ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,NULL,300,15,15
19870104004309I,04-JAN-87,GERMANTOWN,WI,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,ERCO,ERCO-415,ERCO-415-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9383E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3000,432,40,40
19870104004829I,04-JAN-87,MONTGOMERY,NY,ORANGE COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-182,CE-182-TR,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,736DZ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,575,40,NULL,NULL
19870104005659I,04-JAN-87,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,54325,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870104006519I,04-JAN-87,HUDSON,NY,COLUMBIA COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LEARJET-BOMBARDIER,LEARJET 55,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7260J,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4723,160,60,60
19870104009409I,04-JAN-87,YUMA,AZ,YUMA MCAS/YUMA INTL,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7056T,0,0,NULL,NULL,NULL,1,STUDENT,39,39,11,11
19870104013319I,04-JAN-87,CLAUDE,TX,FINLEY RANCH,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-172,CE-172-F,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5718R,0,0,CONT  ,O300D        ,O300  ,1,STUDENT,30,10,10,10
19870104026189I,04-JAN-87,NORWOOD,MA,NORWOOD MEMORIAL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-30,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,458MD,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19870104026689I,04-JAN-87,PLYMOUTH,NC,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-150,CE-150-G,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,2998S,0,0,CONT  ,O200A        ,O200  ,1,STUDENT,56,56,48,48
19870104076059I,04-JAN-87,MIAMI,FL,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-185,CE-185-F,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5425E,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,NULL,50,4,4
19870105000139I,05-JAN-87,ROANOKE,VA,ROANOKE RGNL/WOODRUM FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-23,BE-23-C23,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6591A,0,0,NULL,NULL,NULL,1,STUDENT,19,19,19,19
19870105000159I,05-JAN-87,READING,MI,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-172,CE-172-K,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7354V,0,0,CONT  ,IO360K       ,O360  ,1,COMMERCIAL PILOT,662,70,39,39
19870105001429I,05-JAN-87,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,200,ALASKA AIRLINES INC,OTHER,GENERAL OPERATING RULES,NONE,309AS,0,0,NULL,NULL,NULL,3,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19870105004239I,05-JAN-87,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,NORMAL CRUISE,DOUG,DC-3,DC-3-C,RHOADES AVIATION INC,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,139JR,0,0,PWA   ,R183092      ,R1830 ,2,AIRLINE TRANSPORT,13350,780,20,20
19870105004259I,05-JAN-87,WATSONVILLE,CA,NULL,INCIDENT,MINOR,NORMAL CRUISE,BLANCA,BL-17,BL-17-30A,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,8267R,0,0,CONT  ,IO520K       ,O520  ,1,PRIVATE PILOT,160,80,20,20
19870105005669I,05-JAN-87,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,CLIMB,LOCKHEED,L-1011 TRISTAR,NULL,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,81027,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870105006439I,05-JAN-87,LEBANON,NH,LEBANON MUNI,INCIDENT,NULL,ROLL-OUT (FIXED WING),LEARJET-BOMBARDIER,LEARJET 35,A,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,87AT ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3500,1270,100,100
19870105016929I,05-JAN-87,BERLIN,NJ,CAMDEN COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,72016,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,760,NULL,NULL,NULL
19870105027729I,05-JAN-87,MILWAUKEE,WI,GENERAL MITCHELL INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,14,MIDWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,600ME,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7993,2197,207,207
19870106001379I,06-JAN-87,LOS LUNAS,NM,MID VALLEY AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4068N,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3062,75,10,10
19870106003639I,06-JAN-87,BOUNTIFUL,UT,SKYPARK,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-152,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6392Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1563,182,182,182
19870106005649I,06-JAN-87,TAMPA,FL,TAMPA INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,727,200,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6819 ,0,0,PWA   ,JT8D1A       ,JT8   ,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870106024979I,06-JAN-87,MOLINE,IL,QUAD-CITY,INCIDENT,MINOR,CLIMB,CESSNA,CE-340,CE-340-A,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,340BC,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,4304,78,47,47
19870106028469I,06-JAN-87,PITTSBURGH,PA,NULL,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-31,PA-31-350,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,3588C,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,12000,75,70,70
19870106028669I,06-JAN-87,FARMINGDALE,NY,REPUBLIC,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4635J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,495,5,5
19870107001459I,07-JAN-87,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),PIPER,PA-31,PA-31-350,SOUTHCENTRAL AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,594SC,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4400,1500,300,300
19870107003729I,07-JAN-87,SOUTH LAKE TAHOE,CA,LAKE TAHOE,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,CESSNA,CE-402,CE-402-C,NORTHSTAR AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,3189M,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4400,250,25,25
19870107004249I,07-JAN-87,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,WESTERN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,831L ,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870107004689I,07-JAN-87,RICHMOND,VA,RICHMOND INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BBAVIA,BBAVIA-7,BBAVIA-7-GCBC,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,UNKNOWN,9004L,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,622,300,45,45
19870107005689I,07-JAN-87,CHESTER,CA,ROGERS FIELD,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,PIPER,PA-32,PA-32-R300,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8992E,0,0,LYC   ,IO540K1G5    ,O540  ,1,COMMERCIAL PILOT,1800,1200,200,200
19870107006199I,07-JAN-87,HILTON HEAD ISLAND,SC,HILTON HEAD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5020L,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,350,10,10,10
19870107025779I,07-JAN-87,COLUMBIA,SC,JIM HAMILTON L.B. OWENS,INCIDENT,NULL,FINAL APPROACH,BOEING,737,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9016U,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,13116,3780,219,219
19870108002079I,08-JAN-87,HELENA,MT,HELENA RGNL,INCIDENT,NULL,ROLL-OUT (FIXED WING),SWEARINGEN-FAIRCHILD,SA-226,SA-226-TC,BIG SKY TRANSPORTATION CO,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,115BS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19870108003439I,08-JAN-87,MONTICELLO,NY,NULL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,99,NULL,MALL AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,299CA,0,0,PWA   ,PT6A20       ,PT6   ,2,AIRLINE TRANSPORT,19000,2500,200,200
19870108003599I,08-JAN-87,SANTA MONICA,CA,SANTA MONICA MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8554B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,6000,1500,25,25
19870108004279I,08-JAN-87,TORRANCE,CA,ZAMPERINI FIELD,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7818V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,122,55,8,8
19870108005739I,08-JAN-87,KANSAS CITY,MO,CHARLES B. WHEELER DOWNTOWN,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-402,CE-402-B,AIR CARE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,402AC,0,0,CONT  ,TSIO520E     ,O520  ,2,AIRLINE TRANSPORT,7400,650,245,245
19870108005789I,08-JAN-87,POMPANO BEACH,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,MINOR,CLIMB,PIPER,PA-32,PA-32-300,FLIGHT EXPRESS INC,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,4219R,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1454,80,12,12
19870108006149I,08-JAN-87,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-340,CE-340-A,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,8689G,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,124,12,12
19870108015439I,08-JAN-87,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,NULL,ALITALIA LINEE AEREE ITALIANE SPA,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,IDMEC,0,0,NULL,NULL,NULL,4,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19870108026959I,08-JAN-87,SANTA MONICA,CA,SANTA MONICA MUNI,INCIDENT,MINOR,TAKEOFF GROUND ROLL,MRCHTI,SF-260,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,1375P,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,10500,25,25,25
19870109004209I,09-JAN-87,BLOOMINGTON,IL,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),RAYTHEON,1900,C-1,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,34GT ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11000,800,150,150
19870109004819I,09-JAN-87,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200C,EXPRESS ONE INTERNATIONAL INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,426EX,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,11400,8600,115,115
