aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19830103002519I,03-JAN-83,COFFEYVILLE,KS,COFFEYVILLE MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),NOORDN,HARVARD,MK4,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,777BT,0,0,PWA   ,R1340*       ,R1340 ,1,COMMERCIAL PILOT,3750,12,4,4
19830103003449I,03-JAN-83,MERIDIAN,MS,NULL,INCIDENT,MINOR,NORMAL CRUISE,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,5778P,0,0,LYC   ,IO540A1A5    ,O540  ,1,COMMERCIAL PILOT,684,178,20,20
19830104000749I,04-JAN-83,ENGLEWOOD,CO,DENVER INTL,INCIDENT,MINOR,TOUCH AND GO LANDING,BLANCA,BL-7,BL-7-FC,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,781VY,0,0,CONT  ,C90*         ,C90   ,1,PRIVATE PILOT,140,25,7,7
19830104001959I,04-JAN-83,FARMINGDALE,NY,REPUBLIC,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-31,PA-31-350,ASTEC AIR EAST INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,27477,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2600,297,42,42
19830104002409I,04-JAN-83,EASTON,MD,EASTON/NEWNAM FIELD,INCIDENT,MINOR,TO ABORTED (FIXED WING),CESSNA,CE-340,CE-340-A,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,68704,0,0,CONT  ,TSIO520N     ,O520  ,2,COMMERCIAL PILOT,2500,40,40,40
19830104002449I,04-JAN-83,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),MCDONNELL-DOUGLAS-BOEING,DC-10,10,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1812U,0,0,GE    ,CF6*         ,CF6   ,3,AIRLINE TRANSPORT,NULL,0,0,0
19830104003349I,04-JAN-83,EAST HARTFORD,CT,NULL,INCIDENT,NULL,NORMAL CRUISE,ROBSIN,R-22,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,9017Y,0,0,LYC   ,O320A2B      ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1400,1000,200,200
19830104003959I,04-JAN-83,PACOLET,SC,SPARTANBURG DOWNTOWN MEMORIAL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-152,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,UNKNOWN,757LZ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,202,160,30,30
19830104006999I,04-JAN-83,SAN JOSE,CA,NORMAN Y. MINETA SAN JOSE INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,HANDLEY PAGE,HP-137,HP-137-MK1,APOLLO AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,229  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6100,2730,180,180
19830105001339I,05-JAN-83,COLUMBUS,OH,PORT COLUMBUS INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-690,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,515AR,0,0,ARSRCH,TPE3315      ,TPE331,2,AIRLINE TRANSPORT,6000,360,75,75
19830105002339I,05-JAN-83,LUBBOCK,TX,LUBBOCK PRESTON SMITH INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BEECH,BE-18,BE-18-E18S,COKER AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,44N  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2300,250,100,100
19830105002619I,05-JAN-83,FORT WAYNE,IN,SMITH,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,739AZ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3299,227,17,17
19830105002629I,05-JAN-83,PONCA CITY,OK,PONCA CITY RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,SPECIAL VISUAL FLIGHT RULES,55024,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,438,157,39,39
19830105003459I,05-JAN-83,NEW IBERIA,LA,ACADIANA RGNL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),CONVAIR-GENERAL DYNAMICS,CV-340,CV-340-580STC,GULF AIR INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7528U,0,0,ALLSN ,501D13       ,501D  ,2,AIRLINE TRANSPORT,NULL,0,0,0
19830105004829I,05-JAN-83,NEW CUMBERLAND,PA,CAPITAL CITY,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-402,NULL,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,7932Q,0,0,CONT  ,TSIO520*     ,O520  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1859,100,33,33
19830105012309I,05-JAN-83,PENSACOLA,FL,PENSACOLA GULF COAST RGNL,INCIDENT,MINOR,ENGINE RUN-UP,CESSNA,CE-210,NULL,NULL,OTHER,GENERAL OPERATING RULES,NONE,3363Y,0,0,CONT  ,IO520*       ,O520  ,1,AIRLINE TRANSPORT,14812,448,6,6
19830105020119I,05-JAN-83,COMPTON,CA,COMPTON/WOODLEY,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-24,PA-24-260,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8834P,0,0,LYC   ,O540E4A5     ,O540  ,1,PRIVATE PILOT,217,67,24,24
19830106001309I,06-JAN-83,DALLAS,TX,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-58,NULL,ALPHA AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8WM  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2818,256,10,10
19830106002639I,06-JAN-83,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4975S,0,0,LYC   ,IO360C1C     ,O360  ,1,PRIVATE PILOT,233,40,15,15
19830106017699I,06-JAN-83,BOISE,ID,BOISE AIR TERMINAL/GOWEN FLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-12,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4248M,0,0,LYC   ,O290         ,O290  ,1,PRIVATE PILOT,1855,1,1,1
19830106023849I,06-JAN-83,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,MCDONNELL-DOUGLAS-BOEING,MD-80,81,PACIFIC SOUTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,932PS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19830107002459I,07-JAN-83,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,727,200,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8828E,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19830107003309I,07-JAN-83,ANNAPOLIS,MD,LEE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,19499,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,7000,164,16,16
19830107003339I,07-JAN-83,SAN JUAN,PR,LUIS MUNOZ MARIN INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,2872C,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,700,71,15,15
19830107006769I,07-JAN-83,SOUTH LAKE TAHOE,CA,LAKE TAHOE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-17,BL-17-31,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,93690,0,0,LYC   ,IO540*       ,O540  ,1,STUDENT,242,35,6,6
19830107010339I,07-JAN-83,COLUMBIA,CA,COLUMBIA,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULSTM,GA-112,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1039J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,450,450,3,3
19830107014969I,07-JAN-83,NAPLES,FL,NAPLES MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-95,BE-95-B95,NULL,OTHER,GENERAL OPERATING RULES,NONE,2709Y,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,6000,300,6,6
19830108001979I,08-JAN-83,GRENADA,MS,GREENWOOD-LEFLORE,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,SKYBOLT,A-1,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8483C,0,0,LYC   ,O290G        ,O290  ,1,COMMERCIAL PILOT,2500,50,20,20
19830108002419I,08-JAN-83,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULSTM,GA-680,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6348U,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4200,300,15,15
19830108002509I,08-JAN-83,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,27RR ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1900,200,20,20
19830108002529I,08-JAN-83,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BEECH,BE-35,BE-35-P35,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,9685Y,0,0,CONT  ,IO470N       ,O470  ,NULL,PRIVATE PILOT,1100,150,30,30
19830108002559I,08-JAN-83,RICHMOND,VA,RICHMOND INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-150,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,3549J,0,0,LYC   ,O320*        ,O320  ,1,STUDENT,33,33,13,13
19830108002589I,08-JAN-83,HAVERHILL,MA,LAWRENCE MUNI,INCIDENT,NULL,FINAL APPROACH,CESSNA,CE-150,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,61135,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,180,10,10,10
19830108002599I,08-JAN-83,DAYTON,WY,NULL,INCIDENT,NULL,FINAL APPROACH,PICARD,PICARD-AX6,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,106BP,0,2,NULL,NULL,NULL,0,COMMERCIAL PILOT,112,112,5,5
19830108003059I,08-JAN-83,ELIZABETH CITY,NC,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CONAER,CONAER-C2,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,269B ,0,0,LYC   ,O360A1A      ,O360  ,1,COMMERCIAL PILOT,3400,118,45,45
19830108006039I,08-JAN-83,FULLERTON,CA,LOS ALAMITOS AAF,INCIDENT,MINOR,OTHER GROUND OPERATIONS,GULSTM,GA-500,GA-500-S,NULL,OTHER,GENERAL OPERATING RULES,NONE,80PG ,0,0,NULL,NULL,NULL,2,NULL,NULL,0,0,0
19830108006809I,08-JAN-83,RUSHMORE,MN,WORTHINGTON MUNI,INCIDENT,NULL,MISSED APPROACH INSTRUMENT FLIGHT RULES,MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,9224M,0,0,LYC   ,IO360A1A     ,O360  ,1,COMMERCIAL PILOT,1100,250,27,27
19830108007319I,08-JAN-83,SANDUSKY,OH,GRIFFING SANDUSKY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-38,PA-38-112,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,2426C,0,0,LYC   ,O235L2C      ,O235  ,1,STUDENT,36,36,12,12
19830109001579I,09-JAN-83,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,707,320B,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,773TW,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,0,0,0
19830109002399I,09-JAN-83,MORGAN HILL,CA,NORMAN Y. MINETA SAN JOSE INTL,INCIDENT,MINOR,UNAUTHORIZED LOW LEVEL OPERATIONS,DOUG,A4,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,80RG ,0,0,CONT  ,C8512        ,C85   ,1,PRIVATE PILOT,600,129,5,5
19830109004849I,09-JAN-83,PLAINFIELD,IL,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6112Q,0,0,LYC   ,O235L2C      ,O235  ,1,STUDENT,32,32,12,12
19830109004879I,09-JAN-83,YUCAIPA,CA,NULL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),SKYBOLT,A-1,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,130BB,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8000,11,11,11
19830109010999I,09-JAN-83,LANCASTER,CA,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-210,CE-210-T210N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6606Y,0,0,CONT  ,TSIO520R     ,O520  ,1,PRIVATE PILOT,1600,250,25,25
19830109012969I,09-JAN-83,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5102 ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,196,33,6,6
19830110002389I,10-JAN-83,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,NULL,CLIMB,BOEING,727,NULL,WESTERN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,296WA,0,0,PWA   ,JT8*         ,JT8   ,3,AIRLINE TRANSPORT,NULL,0,0,0
19830110004319I,10-JAN-83,BULVERDE,TX,SAN ANTONIO INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULSTM,GA-AA,GA-AA-5B,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,74060,0,0,LYC   ,O360A4K      ,O360  ,1,COMMERCIAL PILOT,1200,15,15,15
19830110005319I,10-JAN-83,SANTA ROSA,CA,CHARLES M. SCHULZ - SONOMA COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-170,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,2710D,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,645,6,6,6
19830110017729I,10-JAN-83,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,MINOR,STARTING ENGINES,CESSNA,CE-402,CE-402-B,TRANS MO AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8200Q,0,0,CONT  ,TSIO520E     ,O520  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8557,2992,83,83
19830111002499I,11-JAN-83,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,NULL,NORMAL CRUISE,BELL,BHT-222,NULL,AIR LINK AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,23021,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5511,450,205,205
19830111006009I,11-JAN-83,WEST HELENA,AR,MEMPHIS INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-23,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,1388P,0,0,LYC   ,O320*        ,O320  ,2,PRIVATE PILOT,110,6,6,6
19830111008579I,11-JAN-83,KALISPELL,MT,GLACIER PARK INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-38,PA-38-112,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4461E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,550,200,5,5
19830111067049I,11-JAN-83,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BEECH,BE-18,BE-18-H18,EXECUTIVE AVIATION INC OF DETROIT,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8217 ,0,0,PWA   ,R985AN14B    ,R985  ,2,COMMERCIAL PILOT,2200,800,240,240
19830112002329I,12-JAN-83,GLENDIVE,MT,GLENDIVE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-185,CE-185-F,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6361E,0,0,CONT  ,IO520D       ,O520  ,1,AIRLINE TRANSPORT,4290,65,40,40
19830112007719I,12-JAN-83,HURRICANE,WV,GENERAL DICK STOUT FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-77,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6043T,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,205,23,3,3
19830113002439I,13-JAN-83,TULSA,OK,TULSA INTL,INCIDENT,MINOR,DESCENT,BOEING,B-75,B-75-B75N1,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,52584,0,0,CONT  ,W6706N       ,R670  ,1,COMMERCIAL PILOT,13000,250,6,6
19830113002469I,13-JAN-83,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,24728,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19830113002479I,13-JAN-83,DETROIT,MI,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,REPUBLIC AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,933  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19830113003379I,13-JAN-83,CHARLESTON,WV,CHARLESTON AFB/INTL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-421,CE-421-C,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,67907,0,0,CONT  ,GTSIO520*    ,O520  ,2,AIRLINE TRANSPORT,6000,550,10,10
19830113003399I,13-JAN-83,SPOKANE,WA,SPOKANE INTL,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-182,CE-182-A,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5155D,0,0,CONT  ,O470L        ,O470  ,1,COMMERCIAL PILOT,500,100,10,10
19830113005329I,13-JAN-83,SPOKANE,WA,SPOKANE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-210,CE-210-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4942U,0,0,CONT  ,IO520A       ,O520  ,1,COMMERCIAL PILOT,540,350,3,3
19830113013569I,13-JAN-83,CORDOVA,AK,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-185,NULL,KENNEDY AIR SERVICE,OTHER,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,2660S,0,0,CONT  ,IO520*       ,O520  ,1,COMMERCIAL PILOT,9473,4200,118,118
19830114002369I,14-JAN-83,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,NULL,CLIMB,CESSNA,CE-172,CE-172-RG,DESERT SOUTHWEST AIRLINES,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,9427B,0,0,LYC   ,O360*        ,O360  ,1,COMMERCIAL PILOT,2600,50,50,50
19830114002489I,14-JAN-83,LIVERMORE,CA,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),GULSTM,GA-690,NULL,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,SPECIAL VISUAL FLIGHT RULES,81470,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5220,400,50,50
19830114002539I,14-JAN-83,NEWARK VALLEY,NY,GREATER BINGHAMTON/EDWIN A LINK FIELD,INCIDENT,NULL,POWER OFF RUN LAND (AUTOROTATION),HUGHES,HU-369,HU-369-D,UTILITY HELICOPTER SERVICE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,500NC,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,5400,850,120,120
19830114002549I,14-JAN-83,OAKLAND,CA,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-172,CE-172-RG,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,4802R,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,215,21,6,6
19830114003069I,14-JAN-83,FORT SILL,OK,LAWTON-FORT SILL RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,69017,0,0,LYC   ,O235*        ,O235  ,1,PRIVATE PILOT,85,61,5,5
