aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20070105000579I,05-JAN-07,GENEVA,FL,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,SEAREY,SEAREY,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2155A,0,1,NULL,NULL,NULL,1,PRIVATE PILOT,2800,68,NULL,NULL
20070106000199I,06-JAN-07,EMMETT,ID,NULL,INCIDENT,NULL,NORMAL CRUISE,BELL,BHT-430,NULL,IDAHO HELICOPTERS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,431SL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6645,179,NULL,NULL
20070106000299I,06-JAN-07,BAKERSFIELD,CA,BAKERSFIELD MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-44,PA-44-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,205ER,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1200,20,NULL,NULL
20070106000649I,06-JAN-07,DENVER,CO,ROCKY MOUNTAIN METROPOLITAN,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-M,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,5138R,0,0,LYC   ,O320D2G      ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1500,300,NULL,NULL
20070106001159I,06-JAN-07,MADERA,CA,MADERA MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-F,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7018V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,270,145,NULL,NULL
20070106001179I,06-JAN-07,MILLINGTON,TN,CHARLES W. BAKER,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7563J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1031,980,NULL,NULL
20070107000039I,07-JAN-07,SHERIDAN,WY,SHERIDAN COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,201JF,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,475,240,NULL,NULL
20070108000029I,08-JAN-07,DENVER,CO,CENTENNIAL,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),BEECH,BE-300,BE-300-B300,CENTRAL MISSOURI AVIATION INC,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,945SH,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6700,75,NULL,NULL
20070108001019I,08-JAN-07,SALINA,KS,SALINA MUNI,INCIDENT,NULL,CLIMB,PIPER,PA-32,PA-32-R300,SAFEWING AVIATION COMPANY INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,88RH ,0,0,LYC   ,IO540K1A5D   ,IO540 ,1,NULL,0,0,NULL,NULL
20070109001029I,09-JAN-07,VERO BEACH,FL,VERO BEACH MUNI,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,PIPER,PA-28,PA-28-161,FLIGHT SAFETY INTERNATIONAL INC,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,9226R,0,0,LYC   ,O320*        ,O320  ,1,STUDENT,30,30,30,30
20070109003269I,09-JAN-07,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MCDONNELL-DOUGLAS-BOEING,MD-11,FREIGHTER,ALITALIA LINEE AEREE ITALIANE SPA,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,EIUPU,0,0,GE    ,CF6*         ,CF6   ,3,NULL,NULL,NULL,NULL,NULL
20070109831079I,09-JAN-07,NULL,IL,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-200,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,551JL,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2100,160,NULL,NULL
20070110000179I,10-JAN-07,BOISE,ID,BOISE AIR TERMINAL/GOWEN FLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-320,CE-320-D,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,320MF,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,520,8,NULL,NULL
20070110000409I,10-JAN-07,WAHOO,NE,WAHOO MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-S35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,860T ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,4730,4600,NULL,NULL
20070110008499I,10-JAN-07,EAU CLAIRE,WI,NULL,INCIDENT,NONE,NORMAL CRUISE,SAAB,340,B,MESABA AVIATION INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,449XJ,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070111000209I,11-JAN-07,NULL,AR,THOMPSON-ROBBINS,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,750TL,0,0,WALTER,M601E        ,M601  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,11000,154,NULL,NULL
20070111006839I,11-JAN-07,DAYTON,OH,DAYTON-WRIGHT BROTHERS,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-28R,PA-28R-201,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,62FC ,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20070112000169I,12-JAN-07,DENVER,CO,DENVER INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,KEY LIME AIR CORPORATION,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,31171,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5000,300,NULL,NULL
20070112000699I,12-JAN-07,NULL,WA,METHOW VALLEY STATE,INCIDENT,MINOR,UNAUTHORIZED LOW LEVEL OPERATIONS,CESSNA,CE-150,CE-150-H,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6572S,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,100,NULL,NULL,NULL
20070112007229I,12-JAN-07,FERGUS FALLS,MN,FERGUS FALLS MUNI-EINAR MICKELSON FLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,738CZ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,39,2,NULL,NULL
20070112007749I,12-JAN-07,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,MINOR,FINAL APPROACH,MITSUBISHI,MU-2B,MU-2B-36,FLIGHT LINE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,950MA,0,0,GARRTT,TPE3316252M  ,TPE331,2,NULL,NULL,NULL,NULL,NULL
20070113000189I,13-JAN-07,LARAMIE,WY,LARAMIE RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,SWEARINGEN-FAIRCHILD,SA-226,SA-226-TC,KEY LIME AIR CORPORATION,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,326BA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5000,300,NULL,NULL
20070113000559I,13-JAN-07,RENO,NV,RENO/TAHOE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-560,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,191VF,0,0,PWA   ,PW535A       ,530   ,2,AIRLINE TRANSPORT,5500,2000,NULL,NULL
20070113000719I,13-JAN-07,ZEPHYRHILLS,FL,ZEPHYRHILLS MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6755V,0,0,LYC   ,O360A1D      ,O360  ,1,PRIVATE PILOT,560,400,NULL,NULL
20070113001379I,13-JAN-07,BLYTHE,CA,BLYTHE,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,PIPER,PA-28,PA-28-180,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,9641J,0,0,NULL,NULL,NULL,1,STUDENT,40,40,9,9
20070114000809I,14-JAN-07,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,767,400ER,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,826MH,0,0,GE    ,CF680        ,CF6   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11305,3086,NULL,NULL
20070115000289I,15-JAN-07,PLACERVILLE,CA,PLACERVILLE,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BEECH,BE-95,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,13131,0,0,LYC   ,O360A1A      ,O360  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6150,278,NULL,NULL
20070115000339I,15-JAN-07,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,OTHER GROUND OPERATIONS,PIPER,PA-23,PA-23-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,58KM ,0,0,LYC   ,TIO540*      ,O540  ,2,COMMERCIAL PILOT,2400,950,NULL,NULL
20070115000679I,15-JAN-07,WICHITA,KS,WICHITA MID-CONTINENT,INCIDENT,NULL,NORMAL CRUISE,EMBRAER,170,SE,SHUTTLE AMERICA CORPORATION,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,637RW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20070115001719I,15-JAN-07,CARLSBAD,NM,CAVERN CITY AIR TRML,INCIDENT,MINOR,FORCED LANDING,CESSNA,CE-402,CE-402-B,AERO CHARTER AND TRANSPORT INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,593DM,0,0,CONT  ,TSIO520*     ,O520  ,2,COMMERCIAL PILOT,2050,350,NULL,NULL
20070116002519I,16-JAN-07,EL CAJON,CA,GILLESPIE FIELD,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,NAVION,NAVION,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3374G,0,0,CONT  ,E185*        ,E185  ,1,NULL,NULL,NULL,NULL,NULL
20070116831959I,16-JAN-07,EAGLE,CO,EAGLE COUNTY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIAGIO,P-180,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,17PA ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4000,800,NULL,NULL
20070117000479I,17-JAN-07,PRESCOTT,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",AMERICAN LEGEND,AL-3,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1115 ,0,0,CONT  ,O200*        ,O200  ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,25000,140,NULL,NULL
20070117001389I,17-JAN-07,SANTA BARBARA,CA,NULL,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-44,PA-44-180,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,357DA,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,310,126,NULL,NULL
20070118000329I,18-JAN-07,SNYDER,TX,WINSTON FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-560,CE-560-560XL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,560PD,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070118000589I,18-JAN-07,DES MOINES,IA,DES MOINES INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-303,CE-303-T303,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,303TL,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6000,990,NULL,NULL
20070118000989I,18-JAN-07,OKLAHOMA CITY,OK,WILL ROGERS WORLD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-200,BE-200-B200,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,844MP,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,10000,3000,NULL,NULL
20070118001419I,18-JAN-07,CHARLOTTESVILLE,VA,CHARLOTTESVILLE-ALBEMARLE,INCIDENT,MINOR,NORMAL CRUISE,DE HAVILLAND-BOMBARDIER,DASH 8,300,PIEDMONT AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,336EN,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,21593,NULL,NULL,NULL
20070119000729I,19-JAN-07,ARLINGTON,TX,ARLINGTON MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,13AW ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3000,300,NULL,NULL
20070119001349I,19-JAN-07,WALNUT RIDGE,AR,WALNUT RIDGE RGNL,INCIDENT,NULL,NORMAL CRUISE,NULL,NULL,NULL,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,UNKNOWN,1MIL ,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20070119001779I,19-JAN-07,RICHMOND,VA,RICHMOND INTL,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,712CA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070120000749I,20-JAN-07,FRIDAY HARBOR,WA,FRIDAY HARBOR,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-208,NULL,KENMORE AIR HARBOR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,426KM,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20070120003009I,20-JAN-07,KWIGILLINGOK,AK,KWIGILLINGOK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-207,CE-207-A,GRANT AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,9728M,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1100,300,NULL,NULL
20070120007349I,20-JAN-07,SALEM,OH,SALEM AIRPARK INC,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,8165Y,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2323,997,NULL,NULL
20070121001479I,21-JAN-07,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,PINNACLE AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8409N,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070121001759I,21-JAN-07,TORRANCE,CA,ZAMPERINI FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,SOCATA,TB-20,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,711RP,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,686,244,NULL,NULL
20070122000619I,22-JAN-07,MIAMI,FL,MIAMI INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,737,400,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,417US,0,0,GE    ,CFM56*       ,CFM56 ,2,NULL,NULL,NULL,NULL,NULL
20070122001729I,22-JAN-07,MELBOURNE,FL,MELBOURNE INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,605FT,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2650,2300,NULL,NULL
20070122002459I,22-JAN-07,CONROE,TX,LONE STAR EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEAGLE,BEAGLE-206,BEAGLE-206-2,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,150DC,0,0,CONT  ,GTSIO520C    ,O520  ,2,PRIVATE PILOT,1100,NULL,NULL,NULL
20070122002499I,22-JAN-07,EL CAJON,CA,GILLESPIE FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-E35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3236C,0,0,CONT  ,E225*        ,E225  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20070123000629I,23-JAN-07,FALLBROOK,CA,FALLBROOK COMMUNITY AIRPARK,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,PITTS,PITTS-S1,PITTS-S1-SE,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,431ED,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,263,18,NULL,NULL
20070123000789I,23-JAN-07,WESTERLY,RI,WESTERLY STATE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,80964,0,0,NULL,NULL,NULL,1,STUDENT,20,20,10,10
20070124000489I,24-JAN-07,DERMOTT,AR,DERMOTT MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-P,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1427M,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,820,0,NULL,NULL
20070124001119I,24-JAN-07,SANTA ROSA,CA,CHARLES M. SCHULZ - SONOMA COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),YAKOVLEV,YAK-52,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4437F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,300,195,NULL,NULL
20070124001169I,24-JAN-07,LODI,CA,KINGDON AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7344P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,195,82,NULL,NULL
20070124010009I,24-JAN-07,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,NONE,NORMAL CRUISE,LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1059L,0,0,LYC   ,IO360LYC*    ,O360  ,1,PRIVATE PILOT,1200,85,NULL,NULL
20070124016899I,24-JAN-07,REEDLEY,CA,REEDLEY MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6741P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,855,450,NULL,NULL
20070125000609I,25-JAN-07,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,VELOCITY,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,246RR,0,0,LYC   ,IO360C1E6    ,O360  ,NULL,PRIVATE PILOT,1565,200,NULL,NULL
20070125000689I,25-JAN-07,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-23,PA-23-250,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,63983,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070125001359I,25-JAN-07,MEXICO CITY,NULL,MEXICO MEMORIAL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,800,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,33289,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,25000,14288,NULL,NULL
20070125001819I,25-JAN-07,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,MCDONNELL-DOUGLAS-BOEING,MD-80,88,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,900DE,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070125003229I,25-JAN-07,RENO,NV,RENO/TAHOE INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,MCDONNELL-DOUGLAS-BOEING,MD-80,83,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,968AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20070125006379I,25-JAN-07,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,NULL,FINAL APPROACH,BEECH,BE-200,BE-200-B200,OHIO MEDICAL TRANSPORTATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,200EW,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
