aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19920102007279I,02-JAN-92,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,757,200,ATA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,750AT,0,0,PWA   ,PW2037       ,2037  ,2,AIRLINE TRANSPORT,13533,749,142,142
19920103001469I,03-JAN-92,SPOKANE,WA,SPOKANE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR868,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,13000,7200,125,125
19920103001799I,03-JAN-92,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,AERO COMMANDER,JET COMMANDER 1121,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,60CD ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,3700,NULL,NULL,NULL
19920103002499I,03-JAN-92,ATLANTA,GA,DEKALB-PEACHTREE,INCIDENT,NULL,POWER OFF VERTICAL LANDING/AUTOROTATE,ROBSIN,R-22,R-22-BETA,NULL,BUSINESS,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,2313D,0,0,LYC   ,IO320*       ,O320  ,1,AIRLINE TRANSPORT,5800,20,20,20
19920103002519I,03-JAN-92,DENVER,CO,DENVER INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BOEING,737,300,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,343UA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,12000,1298,138,138
19920103003589I,03-JAN-92,INDEPENDENCE,MO,INDEPENDENCE MEMORIAL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-N35,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,953T ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,830,126,27,27
19920103004019I,03-JAN-92,HARLINGEN,TX,VALLEY INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,BEECH,BE-19,BE-19-B,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9293S,0,0,LYC   ,O320E3D      ,O320  ,1,PRIVATE PILOT,63,8,8,8
19920103007689I,03-JAN-92,SAN JUAN,PR,LUIS MUNOZ MARIN INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-73,NULL,SEA AIR SHUTTLE CORP,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,653SS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4592,1096,206,206
19920104000189I,04-JAN-92,IRONWOOD,MI,GOGEBIC-IRON COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-421,CE-421-C,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,781TC,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,850,75,40,40
19920104000929I,04-JAN-92,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,NULL,CLIMB,BOEING,767,NULL,TRANSBRAZIL,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,NR872,0,10,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19920104000939I,04-JAN-92,MASON CITY,IA,MASON CITY MUNI,INCIDENT,NULL,FINAL APPROACH,CESSNA,CE-182,CE-182-P,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,222CG,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,802,170,10,10
19920104001259I,04-JAN-92,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,CGETR,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,903,320,100,100
19920104011349I,04-JAN-92,GREENSBORO,NC,PIEDMONT TRIAD INTL,INCIDENT,NULL,DESCENT,EMBRAER,EMB-120 BRASILIA,NULL,ATLANTIC SOUTHEAST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,238AS,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,14000,NULL,NULL,NULL
19920105000949I,05-JAN-92,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULSTM,GA-AA,GA-AA-5B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,211JA,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,79,9,9,9
19920105000959I,05-JAN-92,JACKSON,MS,JACKSON-EVERS INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BUSHBY,MUSTANG II,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,38BT ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1600,0,0,0
19920105001739I,05-JAN-92,BILLINGS,MT,BILLINGS LOGAN INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,DOUG,DC-3,DC-3-C,MAJESTIC AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,305SF,0,0,PWA   ,R1830*       ,R1830 ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19920105002089I,05-JAN-92,KAILUA KONA,HI,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-181,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8342N,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,5,5,5,5
19920105002109I,05-JAN-92,BANGOR,ME,BANGOR INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MCDONNELL-DOUGLAS-BOEING,MD-80,88,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,919DL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6000,140,111,111
19920105002159I,05-JAN-92,LYNCHBURG,VA,LYNCHBURG RGNL/PRESTON GLENN FLD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",SAAB,340,B,CHAUTAUQUA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,233CH,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5967,397,250,250
19920105002539I,05-JAN-92,LEXINGTON,GA,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BUETHE,BARRACUDA,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,48DS ,0,0,LYC   ,IO360A1A     ,O360  ,1,PRIVATE PILOT,NULL,1000,NULL,NULL
19920105003599I,05-JAN-92,CENTERVILLE,UT,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-22,PA-22-160,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9732D,0,0,LYC   ,O320B2A      ,O320  ,1,PRIVATE PILOT,145,135,12,12
19920105003629I,05-JAN-92,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,SKYWEST AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,2725D,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,9447,3625,190,190
19920106001149I,06-JAN-92,NETTLETON,MS,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-180,CE-180-J,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,52016,0,0,CONT  ,O470S        ,O470  ,1,AIRLINE TRANSPORT,10000,500,NULL,NULL
19920106001159I,06-JAN-92,KENANSVILLE,FL,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,CE-150-M,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,714MA,0,0,CONT  ,O200A        ,O200  ,1,COMMERCIAL PILOT,10000,6000,50,50
19920106001169I,06-JAN-92,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,727,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,93738,0,0,PWA   ,JT8D9A       ,JT8   ,3,NULL,NULL,NULL,NULL,NULL
19920106001209I,06-JAN-92,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,BOEING,767,300,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,137DL,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19920106001249I,06-JAN-92,DES MOINES,IA,DES MOINES INTL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-8,71,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,744UP,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,8800,1000,110,110
19920106001309I,06-JAN-92,HOLLAND,MI,PARK TOWNSHIP,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-182,CE-182-P,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1575M,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,70,15,10,10
19920106001959I,06-JAN-92,RENO,NV,RENO/TAHOE INTL,INCIDENT,NULL,DESCENT,HS-BAE SYSTEMS,146,200,WESTAIR COMMUTER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,290UE,0,0,LYC   ,ALF502R      ,ALF502,4,AIRLINE TRANSPORT,6500,2500,150,150
19920106012469I,06-JAN-92,ALLEGAN,MI,PADGHAM FIELD,INCIDENT,NULL,DESCENT,CESSNA,CE-172,CE-172-G,NULL,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,1352F,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,1806,70,30,30
19920106017779I,06-JAN-92,SALEM,OR,MCNARY FLD,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-172,CE-172-N,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,738DT,0,1,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,450,150,30,30
19920107000289I,07-JAN-92,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,322DL,0,0,PWA   ,JT8D15A      ,JT8   ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19920107001179I,07-JAN-92,HUNTINGTON,WV,TRI-STATE/MILTON J. FERGUSON FIELD,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-34,PA-34-200T,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7003C,0,0,CONT  ,TSIO360E     ,O360  ,2,AIRLINE TRANSPORT,4900,400,70,70
19920107001189I,07-JAN-92,KANSAS CITY,MO,CHARLES B. WHEELER DOWNTOWN,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-46,PA-46-310P,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,637LH,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1500,250,20,20
19920107001679I,07-JAN-92,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,32,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1272L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6750,1250,110,110
19920107001709I,07-JAN-92,WAHIAWA,HI,WHEELER AAF,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,67420,0,0,NULL,NULL,NULL,1,STUDENT,52,52,21,21
19920107001759I,07-JAN-92,MERCED,CA,MERCED RGNL//MACREADY FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LANCAIR,LC-320,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,471S ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,9220,213,NULL,NULL
19920107002099I,07-JAN-92,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,GULSTM,GA-500,GA-500-B,CIRRUSAIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,86RP ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2650,60,60,60
19920107002589I,07-JAN-92,PIERRE,SD,PIERRE RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),SWEARINGEN-FAIRCHILD,SA-227,SA-227-AT,ASPEN EXECUTIVE AIR LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,566UP,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,7736,1564,166,166
19920107002839I,07-JAN-92,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,TO ABORTED (FIXED WING),BOEING,737,300,AMERICA WEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,315AW,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,15000,NULL,NULL,NULL
19920107003639I,07-JAN-92,CHARLOTTE,NC,CHARLOTTE/DOUGLAS INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,737,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,248US,0,0,PWA   ,JT8D15A      ,JT8   ,2,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19920108001239I,08-JAN-92,LOUISVILLE,KY,LOUISVILLE INTL-STANDIFORD FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200C,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,937UP,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,9860,290,71,71
19920108001619I,08-JAN-92,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,533DA,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
19920108001719I,08-JAN-92,LEWISTON,ID,LEWISTON-NEZ PERCE COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULSTM,GA-690,GA-690-A,REGIONAL EXPRESS CO,ALL CARGO CARRIERS,AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,690MF,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,20000,2000,120,120
19920108002649I,08-JAN-92,ALMA,GA,BACON COUNTY,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-172,CE-172-K,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,7122G,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,49,11,25,25
19920108002709I,08-JAN-92,CONCORD,NH,CONCORD MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,8182A,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,8500,1000,60,60
19920108003559I,08-JAN-92,SHREVEPORT,LA,SHREVEPORT RGNL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,SAAB,340,A,PINNACLE AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,344AM,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8500,1650,240,240
19920108003799I,08-JAN-92,BETHANY,OK,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,GULSTM,GA-114,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,114XX,0,0,LYC   ,IO540T4B5    ,O540  ,1,COMMERCIAL PILOT,9500,50,50,50
19920108003949I,08-JAN-92,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,NULL,DESCENT,HS-BAE SYSTEMS,ATP,NULL,AIR WISCONSIN INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,852AW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3028,447,226,226
19920108004459I,08-JAN-92,DENVER,CO,DENVER INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,737,300,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,343UA,0,0,CFMINT,CFM563B2     ,CFM56 ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19920108005529I,08-JAN-92,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BEECH,BE-18,BE-18-H18,PIEDMONT HAWTHORN SYRACUSE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,22XL ,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,3500,700,40,40
19920109001229I,09-JAN-92,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,NULL,OTHER GROUND OPERATIONS,BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7457U,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19920109001279I,09-JAN-92,ROSSVILLE,TN,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-22,PA-22-108,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5930Z,0,0,LYC   ,O235C1B      ,O235  ,1,PRIVATE PILOT,79,79,NULL,NULL
19920109001699I,09-JAN-92,SEVEN SPRINGS,PA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,6373H,0,0,LYC   ,O235L2C      ,O235  ,1,COMMERCIAL PILOT,340,70,30,30
19920109002509I,09-JAN-92,MILWAUKEE,WI,GENERAL MITCHELL INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,ATR,ATR 72,NULL,AMERICAN EAGLE AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,263MQ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7242,1623,120,120
19920109002859I,09-JAN-92,KAHULUI,HI,KAHULUI,INCIDENT,MINOR,OTHER GROUND OPERATIONS,WACO,WACO-YMF,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,33KD ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3400,530,100,100
19920109002879I,09-JAN-92,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),BEECH,BE-65,BE-65-A90,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,8180 ,0,0,PWA   ,PT6A20       ,PT6   ,2,AIRLINE TRANSPORT,8725,300,41,41
19920109004399I,09-JAN-92,MILWAUKEE,WI,GENERAL MITCHELL INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-10,10,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,146AA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,194,NULL,NULL
19920109040689I,09-JAN-92,TOKYO,NULL,NARITA INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,747,100,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4729U,0,1,PWA   ,JT9D7A       ,JT9   ,4,AIRLINE TRANSPORT,16887,NULL,152,152
