aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20040102034239I,02-JAN-04,DENVER,CO,CENTENNIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-17,BL-17-30A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,93582,0,0,CONT  ,IO520*       ,O520  ,1,PRIVATE PILOT,220,6,NULL,NULL
20040103000189I,03-JAN-04,MINOCQUA,WI,LAKELAND/NOBLE F. LEE MEMORIAL FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CITATION 500 I,NULL,DB AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,72DJ ,0,0,PWA   ,JT15D1A      ,JD15  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4250,475,NULL,NULL
20040103000409I,03-JAN-04,ROSHARON,TX,NULL,INCIDENT,NULL,PARACHUTE JUMPING,NULL,NULL,NULL,NULL,OTHER,PARACHUTE JUMPING,UNKNOWN,UNKNO,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20040103001059I,03-JAN-04,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2186Q,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1800,200,NULL,NULL
20040104000049I,04-JAN-04,COLUMBIA,MO,COLUMBIA RGNL,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,AIR WISCONSIN AIRLINES CORPORATION,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,401AW,0,0,GE    ,CF34*        ,CF34  ,2,NULL,NULL,NULL,NULL,NULL
20040104000179I,04-JAN-04,SOUTH BEND,IN,SOUTH BEND,INCIDENT,NULL,CLIMB,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,436CA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040104005629I,04-JAN-04,PORTSMOUTH,VA,NULL,INCIDENT,NULL,CLIMB,PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,121FT,0,0,LYC   ,O320*        ,O320  ,1,COMMERCIAL PILOT,1100,4,NULL,NULL
20040105000069I,05-JAN-04,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,MD-80,82,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,497AA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20040105000079I,05-JAN-04,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",AIRBUS,A319,130,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,801UA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20040105000089I,05-JAN-04,IMPERIAL,CA,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-P210N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4864K,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,800,500,NULL,NULL
20040105000199I,05-JAN-04,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,737,700,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,790SW,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040105002709I,05-JAN-04,STURGEON BAY,WI,DOOR COUNTY CHERRYLAND,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-210,CE-210-P210N,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,84ND ,0,0,CONT  ,TSIO520AF    ,O520  ,1,PRIVATE PILOT,2346,1060,NULL,NULL
20040106000209I,06-JAN-04,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,1900,D,CHAMPLAIN ENTERPRISES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,840CA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040106002179I,06-JAN-04,SUTHERLAND,VA,NULL,INCIDENT,NULL,PRACTICE TRAINING MENEUVERS,PIPER,PA-28,PA-28-140,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,32285,0,0,NULL,NULL,NULL,1,STUDENT,6,6,6,6
20040106005519I,06-JAN-04,ANCHORAGE,AK,NULL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-11,FREIGHTER,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,270UP,0,0,PWA   ,PW4460       ,4460  ,3,NULL,NULL,NULL,NULL,NULL
20040107000729I,07-JAN-04,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",EMBRAER,ERJ-135,LR,EXPRESSJET AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,UNKNOWN,14514,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040107002279I,07-JAN-04,INDIANAPOLIS,IN,INDIANAPOLIS EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-337,CE-337-T337G,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,110RL,0,0,CONT  ,TSIO360*     ,O360  ,2,COMMERCIAL PILOT,1510,1057,NULL,NULL
20040108000379I,08-JAN-04,SAN DIEGO,CA,SAN DIEGO INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-200,BE-200-B200,SHANAIR LLC,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,170S ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,19100,10000,NULL,NULL
20040108000709I,08-JAN-04,NULL,NULL,NULL,INCIDENT,NULL,CLIMB,AIRBUS,A318,100,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,801FR,0,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040108001139I,08-JAN-04,TUCSON,AZ,TUCSON INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),BEECH,BE-58,NULL,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,58MW ,0,0,CONT  ,O520*        ,O520  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6950,400,NULL,NULL
20040108001619I,08-JAN-04,WARRENSBURG,MO,SKYHAVEN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,9084F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1399,80,NULL,NULL
20040109000279I,09-JAN-04,GREELEY,CO,GREELEY-WELD COUNTY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",GULSTM,GA-112,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1160J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1547,1300,NULL,NULL
20040109000299I,09-JAN-04,GAINESVILLE,TX,GAINESVILLE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7156P,0,0,LYC   ,O540*        ,O540  ,1,COMMERCIAL PILOT,1700,700,NULL,NULL
20040109001209I,09-JAN-04,LITTLE ROCK,AR,ADAMS FIELD,INCIDENT,NULL,FINAL APPROACH,RAYTHEON,1900,D,AIR MIDWEST INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,126YV,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040109002169I,09-JAN-04,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,JETSTREAM-BAE SYSTEMS,JETSTREAM 41,NULL,INDEPENDENCE AIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,305UE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,1298,NULL,NULL
20040109002209I,09-JAN-04,TETERBORO,NJ,TETERBORO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CANADAIR-BOMBARDIER,CHALLENGER,601,PRIVATE JET CHARTERS LLC,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,UNKNOWN,601JE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6300,4000,NULL,NULL
20040109002219I,09-JAN-04,FAIRFIELD,NJ,NULL,INCIDENT,NULL,NORMAL CRUISE,GULSTM,GA-AA,GA-AA-1B,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,6291L,0,0,LYC   ,O235C2C      ,O235  ,1,STUDENT,91,89,NULL,NULL
20040109002929I,09-JAN-04,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,FINAL APPROACH,CESSNA,CE-560,NULL,NETJETS AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,353QS,0,0,PWA   ,JT15D5       ,JT15  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20040109014729I,09-JAN-04,MINNEAPOLIS,MN,CRYSTAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-J3C,PA-J3C-65,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,25WF ,0,0,CONT  ,C85*         ,C85   ,1,PRIVATE PILOT,600,575,NULL,NULL
20040110000059I,10-JAN-04,CHINO,CA,CHINO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,337DS,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2370,50,NULL,NULL
20040110000119I,10-JAN-04,MINDEN,NV,MINDEN-TAHOE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-180,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,7046W,0,0,NULL,NULL,NULL,1,STUDENT,24,24,NULL,NULL
20040110000229I,10-JAN-04,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,NORMAL CRUISE,FAIRCHILD-DORNIER,328,100,PSA AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,459PS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040110000289I,10-JAN-04,DALLAS,TX,DALLAS EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MAULE,MXT-7,MXT-7-180A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,327PF,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2600,2600,NULL,NULL
20040110000669I,10-JAN-04,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,MINOR,FINAL APPROACH,PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2171D,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20040111000099I,11-JAN-04,NULL,NULL,NULL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,767,300,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1201P,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040111000219I,11-JAN-04,RAPID CITY,SD,RAPID CITY RGNL,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,962SW,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040111000389I,11-JAN-04,CHINO,CA,CHINO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-175,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7165M,0,0,CONT  ,GO300A       ,O300  ,1,PRIVATE PILOT,210,85,NULL,NULL
20040111001909I,11-JAN-04,COLUMBUS,GA,COLUMBUS METROPOLITAN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,DIAMOND,DIAMOND-20,DIAMOND-20-C1,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,270MA,0,0,CONT  ,IO240B       ,O240  ,1,STUDENT,39,34,NULL,NULL
20040111010819I,11-JAN-04,CAPE CORAL,FL,NULL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-19,BE-19-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6549R,0,0,LYC   ,O320E3D      ,O320  ,1,PRIVATE PILOT,300,100,NULL,NULL
20040111010919I,11-JAN-04,FRANKLIN,TN,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-182,CE-182-P,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9989E,0,0,CONT  ,O470S        ,O470  ,1,PRIVATE PILOT,950,675,NULL,NULL
20040112000129I,12-JAN-04,MINDEN,NV,MINDEN-TAHOE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-T210N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,726SS,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2000,1700,NULL,NULL
20040112000699I,12-JAN-04,DES MOINES,IA,DES MOINES INTL,INCIDENT,NULL,NORMAL CRUISE,MITSUBISHI,MU-2B,MU-2B-60,FLIGHT LINE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,60FL ,0,0,GARRTT,TPE331*      ,TPE331,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5500,3000,NULL,NULL
20040112000739I,12-JAN-04,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FINAL APPROACH,RAYTHEON,1900,D,AIR MIDWEST INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,155ZV,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4100,3300,NULL,NULL
20040112002199I,12-JAN-04,CHARLESTON,WV,NULL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-200,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,5LE  ,0,0,PWA   ,PT6A41       ,PT6   ,2,NULL,NULL,NULL,NULL,NULL
20040112002249I,12-JAN-04,STATE COLLEGE,PA,NULL,INCIDENT,NULL,CLIMB,DE HAVILLAND-BOMBARDIER,DASH 8,100,ALLEGHENY AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,828EX,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040113001419I,13-JAN-04,LINCOLN,NE,LINCOLN,INCIDENT,NULL,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,4758G,0,0,NULL,NULL,NULL,1,STUDENT,28,28,NULL,NULL
20040113002099I,13-JAN-04,LATHAM,NY,NULL,INCIDENT,NULL,NORMAL CRUISE,AIRBUS,A320,210,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,107US,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,22800,NULL,NULL,NULL
20040114000419I,14-JAN-04,POST,TX,POST-GARZA COUNTY MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-23,PA-23-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,58RJ ,0,0,LYC   ,O540*        ,O540  ,2,AIRLINE TRANSPORT,35000,250,NULL,NULL
20040114000989I,14-JAN-04,BEAUFORT,SC,BEAUFORT COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),ZENAIR,Z-CH2000,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,23ZA ,0,0,LYC   ,O235N2C      ,O235  ,1,STUDENT,14,14,14,14
20040114000999I,14-JAN-04,BEAUFORT,SC,BEAUFORT COUNTY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3639H,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,150,20,NULL,NULL
20040114001959I,14-JAN-04,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,MCDONNELL-DOUGLAS-BOEING,MD-80,82,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,577AA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11500,2367,NULL,NULL
20040114002129I,14-JAN-04,ITHACA,NY,ITHACA TOMPKINS RGNL,INCIDENT,NULL,FINAL APPROACH,RAYTHEON,1900,D,COLGAN AIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,172MJ,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20040114002139I,14-JAN-04,CHAMBERSBURG,PA,FRANKLIN COUNTY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MONNETT,MONI,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,191RS,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1500,45,NULL,NULL
20040114002769I,14-JAN-04,FREEPORT,NULL,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-18,BE-18-E18S,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,911E ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,30000,3500,NULL,NULL
20040114002919I,14-JAN-04,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,FINAL APPROACH,RAYTHEON,1900,C-1,COLGAN AIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,32017,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20040114006999I,14-JAN-04,TOLEDO,OH,TOLEDO EXPRESS,INCIDENT,NULL,DESCENT,CESSNA,CE-182,CE-182-L,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,42875,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,770,500,NULL,NULL
20040114007479I,14-JAN-04,SAINT LOUIS,MO,SPIRIT OF ST LOUIS,INCIDENT,NULL,ROLL-OUT (FIXED WING),DASSAULT AVIATION,FALCON 10-100,NULL,TRICOASTAL AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,258PE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13000,11000,NULL,NULL
20040115000749I,15-JAN-04,RENO,NV,RENO/STEAD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-18,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,1891A,0,0,LYC   ,O320*        ,O320  ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2683,116,NULL,NULL
20040115002109I,15-JAN-04,CHARLESTON,WV,YEAGER,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,122MW,0,0,LYC   ,O540*        ,O540  ,1,PRIVATE PILOT,650,425,NULL,NULL
20040115003359I,15-JAN-04,SHOW LOW,AZ,SHOW LOW RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-L,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7612G,0,0,LYC   ,O320E2D      ,O320  ,1,PRIVATE PILOT,800,400,NULL,NULL
20040115012499I,15-JAN-04,ORLANDO,FL,EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,19MC ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,3000,300,NULL,NULL
20040116000509I,16-JAN-04,PALO ALTO,CA,PALO ALTO ARPT OF SANTA CLARA CO,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6190R,0,0,LYC   ,O360*        ,O360  ,1,PRIVATE PILOT,1822,696,NULL,NULL
20040116001089I,16-JAN-04,FORT LAUDERDALE,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LAKE,LA-4,LA-4-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,4GS  ,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,25000,2500,NULL,NULL
20040116002679I,16-JAN-04,WEST PALM BEACH,FL,NULL,INCIDENT,NULL,NORMAL CRUISE,NULL,NULL,NULL,JETBLUE AIRWAYS CORPORATION,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,UNKNO,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
