aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19790101000579I,01-JAN-79,BUFFALO,NY,BUFFALO INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BAC-BAE SYSTEMS,ONE-ELEVEN,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1117J,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790101000609I,01-JAN-79,DETROIT,MI,METRO FLD,INCIDENT,NULL,CLIMB,CONVAIR-GENERAL DYNAMICS,CV-340,CV-340-580STC,NULL,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,90855,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790101000629I,01-JAN-79,FORT WAYNE,IN,FT WAYNE MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,490  ,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19790102000649I,02-JAN-79,SANTA BARBARA,CA,SANTA BARBARA MUNI,INCIDENT,MINOR,CLIMB,HUGHES,HU-269,HU-269-A,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8707F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4100,81,0,0
19790102000679I,02-JAN-79,PEORIA,IL,NULL,INCIDENT,MINOR,CLIMB,PIPER,PA-28,PA-28-151,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,32425,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,121,119,0,0
19790102000709I,02-JAN-79,MUD LAKE,ID,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-12,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4018H,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,850,800,0,0
19790102000729I,02-JAN-79,ROCHESTER,NY,MONROE COUNTY,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),PIPER,PA-31,NULL,NAVIK AIR,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,145K ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1750,500,0,0
19790102000749I,02-JAN-79,TETERBORO,NJ,TETERBORO MUNI,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-23,PA-23-250,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6888Y,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7500,0,0,0
19790102000769I,02-JAN-79,GOODYEAR,AZ,PHOENIX GOODYEAR,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-95,BE-95-B55,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,7348R,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000,2000,0,0
19790102000799I,02-JAN-79,NEW ORLEANS,LA,NEW ORLEANS INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),DOUG,DC-3,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,3VB  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1800,400,0,0
19790102000859I,02-JAN-79,VANCOUVER,WA,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-150,CE-150-F,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7745F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,708,533,0,0
19790102000879I,02-JAN-79,MOUNTAIN VILLAGE,AK,MOUNTAIN VILLAG MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-170,CE-170-B,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,3520C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,400,275,0,0
19790102000919I,02-JAN-79,EAGLE,CO,COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-421,CE-421-C,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,98489,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1400,350,0,0
19790102000939I,02-JAN-79,BUFFALO,NY,BUFFALO INTL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-402,NULL,KOKOMO AVIATION INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,3128K,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3500,350,0,0
19790102000959I,02-JAN-79,CLAY CENTER,KS,CLAY CENTER MUNI,INCIDENT,MINOR,TAKEOFF GROUND ROLL,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6843U,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,310,175,0,0
19790102000989I,02-JAN-79,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,CLIMB,CONVAIR-GENERAL DYNAMICS,CV-340,CV-340-580STC,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,73160,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790102000999I,02-JAN-79,RIALTO,CA,RIALTO MUNI /MIRO FLD/,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-22,PA-22-135,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3670A,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,400,150,0,0
19790102001039I,02-JAN-79,HOUSTON,TX,WILLIAM P HOBBY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-402,NULL,CURRENT AIRCRAFT INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,3253Q,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,10000,1500,0,0
19790102001059I,02-JAN-79,BOWLING GREEN,KY,WARREN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-310,CE-310-Q,AIR TRAVEL CHARTERS,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8051Q,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2200,300,0,0
19790102001079I,02-JAN-79,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,NULL,OTHER GROUND OPERATIONS,BOEING,727,NULL,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,734  ,0,1,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19790102001099I,02-JAN-79,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,747,100,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,93108,0,0,PWA   ,JT9D7A       ,JT9   ,4,AIRLINE TRANSPORT,NULL,0,0,0
19790102001129I,02-JAN-79,DETROIT,MI,METRO FLD,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,NULL,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,860AA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19790103001469I,03-JAN-79,BUFFALO,NY,BUFFALO INTL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-18,BE-18-E18S,ROYAL AIR FREIGHT,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,152JB,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5000,1400,0,0
19790103001479I,03-JAN-79,NEW YORK,NY,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BELL,BHT-47,BHT-47-G2,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,1775 ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,10000,5000,0,0
19790103001489I,03-JAN-79,GARY,IN,GARY MUNI,INCIDENT,MINOR,TAKEOFF GROUND ROLL,GULSTM,GA-112,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1076J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,766,350,0,0
19790103001499I,03-JAN-79,NULL,GA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,7851E,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1500,250,0,0
19790103001509I,03-JAN-79,DANSVILLE,NY,DANSVILLE MUNI,INCIDENT,NULL,CLIMB,CESSNA,CE-421,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,NONE,2248Q,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3300,700,0,0
19790103001519I,03-JAN-79,LA VERNE,CA,BRACKETT FIELD,INCIDENT,MINOR,SIMULATED FORCED LANDING AUTOROTATION,ENSTRM,ENSTRM-280,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,280HW,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1567,77,0,0
19790103001859I,03-JAN-79,HARDIN,MT,FAIRGROUNDS AIRPARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,7625F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,55,55,0,0
19790103001879I,03-JAN-79,MAYSVILLE,KY,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1503X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,100,80,0,0
19790103001899I,03-JAN-79,BAKERSFIELD,CA,MEADOWS FIELD,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-210,CE-210-T210M,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,761RL,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,5600,400,0,0
19790103001919I,03-JAN-79,BURLINGTON,VT,BURLINGTON INTL,INCIDENT,NULL,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,FAIRCHILD,FH-227,NULL,AIR NEW ENGLAND INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,379NE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790103002059I,03-JAN-79,DETROIT,MI,METRO FLD,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-8,63C,THE FLYING TIGER LINE INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,791FT,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,0,0,0
19790103002069I,03-JAN-79,SALISBURY,MD,SALISBURY-OCEAN CITY WICOMICO RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,SHORTS-BOMBARDIER,330,NULL,PIEDMONT AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,696HA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8000,1200,0,0
19790103002079I,03-JAN-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BAC-BAE SYSTEMS,ONE-ELEVEN,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1134J,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790103002109I,03-JAN-79,POUGHKEEPSIE,NY,NULL,INCIDENT,NULL,DESCENT,SHORTS-BOMBARDIER,330,NULL,COMMAND AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,51DD ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790103002129I,03-JAN-79,SPRINGFIELD,IL,SPRINGFIELD MUNI,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,32F,OZARK AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,934F ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790103002419I,03-JAN-79,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,OTHER GROUND OPERATIONS,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,940VJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002489I,04-JAN-79,WINDSOR LOCKS,CT,WINDSOR LOCKS INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,FAIRCHILD,FH-227,NULL,AIR NEW ENGLAND INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,379NE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002519I,04-JAN-79,CHICAGO,IL,CHICAGO INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-18,BE-18-E18S,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,138JR,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1500,200,0,0
19790104002549I,04-JAN-79,GRANGEVILLE,ID,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,CE-210-T210M,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6997B,0,0,CONT  ,TSIO520R     ,O520  ,1,PRIVATE PILOT,205,130,0,0
19790104002599I,04-JAN-79,OTTAWA,IL,OTTAWA MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-32,NULL,"GARDNER, DAVID E",AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,3884W,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,520,120,0,0
19790104002629I,04-JAN-79,AGUADILLA,PR,RAFAEL HERNANDEZ,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-337,CE-337-E,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,1308M,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5255,2250,0,0
19790104002669I,04-JAN-79,MINDEN,NE,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-206,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,2679X,0,0,CONT  ,IO520A       ,O520  ,1,PRIVATE PILOT,650,250,0,0
19790104002699I,04-JAN-79,JONESBORO,AR,JONESBORO MUNI,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-182,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,42907,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2300,300,0,0
19790104002759I,04-JAN-79,SACRAMENTO,CA,METRO FLD,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,HUGHES AIR WEST,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,937  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002799I,04-JAN-79,ATLANTA,GA,ATLANTA INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,MCDONNELL-DOUGLAS-BOEING,DC-9,32,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1285L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002829I,04-JAN-79,WHITE PLAINS,NY,NULL,INCIDENT,NULL,CLIMB,BAC-BAE SYSTEMS,ONE-ELEVEN,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1114J,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002859I,04-JAN-79,CHICAGO,IL,CHICAGO INTL,INCIDENT,NULL,CLIMB,BOEING,727,NULL,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,722  ,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19790104002889I,04-JAN-79,BUFFALO,NY,BUFFALO MUNI,INCIDENT,NULL,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,971VJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104002909I,04-JAN-79,DES MOINES,IA,DES MOINES INTL,INCIDENT,NULL,NORMAL CRUISE,LEARJET-BOMBARDIER,LEARJET 35,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,135TX,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11000,3500,0,0
19790104002979I,04-JAN-79,ONTARIO,CA,ONTARIO INTL,INCIDENT,MINOR,NORMAL CRUISE,DOUG,DC-3,DC-3-C,AIR SPECIALTIES CORP,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,1346 ,0,0,PWA   ,R183092      ,R1830 ,2,AIRLINE TRANSPORT,2910,1650,0,0
19790104003019I,04-JAN-79,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),LEARJET-BOMBARDIER,LEARJET 24,D,ERA AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,455JA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7239,468,0,0
19790104003069I,04-JAN-79,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),RAYTHEON,99,NULL,CHAUTAUQUA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,99CH ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3800,2500,0,0
19790104003089I,04-JAN-79,JAMAICA,NY,JAMAICA INTL,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-31,NULL,ASTEC AIR EAST INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,62994,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5000,300,0,0
19790104003099I,04-JAN-79,CHICAGO,IL,MERRILL C MEIGS,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-310,CE-310-G,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8919Z,0,0,NULL,NULL,NULL,2,PILOT NOT CERTIFICATED,5000,500,0,0
19790104003119I,04-JAN-79,CHICAGO,IL,CHICAGO INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,32,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,5341L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790104003169I,04-JAN-79,CHICAGO,IL,CHICAGO INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,MCDONNELL-DOUGLAS-BOEING,DC-9,32,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1295L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19790105000449I,05-JAN-79,INTRACOASTAL CITY,LA,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BELL,BHT-205,BHT-205-A1,NULL,OTHER,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,26AL ,0,0,LYC   ,T5313B       ,T53   ,1,COMMERCIAL PILOT,9166,426,0,0
19790105000469I,05-JAN-79,CHICAGO,IL,CHICAGO INTL,INCIDENT,MINOR,STARTING ENGINES,MCDONNELL-DOUGLAS-BOEING,DC-10,NULL,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,3415 ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19790105000499I,05-JAN-79,BOSTON,MA,BOSTON INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-10,10,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,125AA,0,0,GE    ,CF6*         ,CF6   ,3,AIRLINE TRANSPORT,NULL,0,0,0
19790105000529I,05-JAN-79,BEEDEVILLE,AR,NULL,INCIDENT,DESTROYED,STARTING ENGINES,GRUMAN,G-164,G-164-C,NULL,OTHER,GENERAL OPERATING RULES,NONE,6626K,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,NULL,0,0,0
19790105000569I,05-JAN-79,ROLLA,ND,ROLLA MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),STNSON,SR-108,SR-108-3,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,4111C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,258,39,0,0
19790105000599I,05-JAN-79,WASHINGTON,DC,RONALD REAGAN WASHINGTON NATIONAL,INCIDENT,NULL,CLIMB,PIPER,PA-23,PA-23-250,SAFAIR FLYING SERVICE,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,14294,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3980,890,0,0
