aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19780102000359I,02-JAN-78,LANGDON,ND,LANGDON MUNI,INCIDENT,MINOR,TOUCH AND GO LANDING,GULSTM,GA-AA,GA-AA-1,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6335L,0,0,NULL,NULL,NULL,1,STUDENT,29,21,0,0
19780102000369I,02-JAN-78,WHEELING,IL,CHICAGO EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-30,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8586Y,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2300,500,0,0
19780102000399I,02-JAN-78,RAEFORD,NC,RAEFORD MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8164P,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2300,125,0,0
19780102000409I,02-JAN-78,MIDLAND,TX,MIDLAND INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-28,PA-28-181,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8969C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,100,50,0,0
19780102000429I,02-JAN-78,ARNETT,OK,ARNETT MUNI,INCIDENT,MINOR,TO ABORTED (FIXED WING),PIPER,PA-28,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5454S,0,0,NULL,NULL,NULL,NULL,PRIVATE PILOT,120,25,0,0
19780102000439I,02-JAN-78,INDIANOLA,IA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-32,PA-32-R300,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,7299C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,565,275,0,0
19780102000459I,02-JAN-78,SANTEE,CA,GILLESPIE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,56055,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,115,103,0,0
19780102000479I,02-JAN-78,DERBY,KS,COOK AIRFIELD INC,INCIDENT,SUBSTANTIAL,FORCED LANDING,CESSNA,CE-210,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7436E,0,0,CONT  ,IO470E       ,O470  ,1,COMMERCIAL PILOT,865,8,0,0
19780102000499I,02-JAN-78,SANTEE,CA,GILLESPIE FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-18,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9926D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,200,170,0,0
19780102000509I,02-JAN-78,WATERTOWN,WI,WATERTOWN MUNI,INCIDENT,MINOR,ENGINE RUN-UP,CESSNA,CE-195,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1032D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,0,0,0
19780102000519I,02-JAN-78,MINOT,ND,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4020V,0,0,CONT  ,O200A        ,O200  ,1,PRIVATE PILOT,600,100,0,0
19780102000529I,02-JAN-78,SPRINGFIELD,MO,SPRINGFIELD MUNI,INCIDENT,NULL,TAKEOFF GROUND ROLL,MARTIN,M-404,NULL,NULL,TRAVEL CLUBS,TRAVEL CLUB,INSTRUMENT FLIGHT RULES,40436,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780102000539I,02-JAN-78,DALLAS,TX,MIDLAND INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,TEXAS INTERNATIONAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,3504T,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780102000559I,02-JAN-78,NULL,NULL,SAN ANDROS MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-401,CE-401-B,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,7992Q,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4400,280,0,0
19780102000569I,02-JAN-78,SUFFOLK,VA,SUFFOLK EXECUTIVE,INCIDENT,NULL,DESCENT,NULL,NULL,NULL,NULL,OTHER,PARACHUTE JUMPING,NONE,5464B,0,0,NULL,NULL,NULL,NULL,COMMERCIAL PILOT,NULL,0,0,0
19780103000669I,03-JAN-78,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-402,NULL,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,3266Q,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2800,150,0,0
19780103000689I,03-JAN-78,HARLAN,IA,HARLAN MUNI,INCIDENT,MINOR,CLIMB,CESSNA,CE-177,CE-177-RG,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,8022G,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1900,1500,0,0
19780103000719I,03-JAN-78,CAMERON,LA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BELL,BHT-206,BHT-206-L,PETROLEUM HELICOPTERS,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,9979K,0,0,ALLSN ,250C20B      ,250C  ,1,COMMERCIAL PILOT,3650,1564,0,0
19780103000739I,03-JAN-78,AMARILLO,TX,RICK HUSBAND AMARILLO INTL,INCIDENT,NULL,CLIMB,MITSUBISHI,MU-2B,MU-2B-20,NULL,EXECUTIVE,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,573MA,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2400,2200,0,0
19780103000759I,03-JAN-78,WHITE LAKE,LA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BELL,BHT-206,BHT-206-B,AIR LOGISTICS,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,59516,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3978,516,0,0
19780103000769I,03-JAN-78,PARKERSBURG,WV,WOOD COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-18,BE-18-E18S,MOUNTAIN AIR CARGO,ALL CARGO CARRIERS,AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,703M ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5500,1500,0,0
19780103000789I,03-JAN-78,ELY,MN,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BLANCA,BL-7,BL-7-AC,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,85248,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,170,155,0,0
19780103001019I,03-JAN-78,BUFFALO,NY,MARCHMONT PLANTATION AIRPARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7670J,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,260,70,0,0
19780103001029I,03-JAN-78,COLUMBUS,OH,COLUMBUS INTL,INCIDENT,NULL,CLIMB,PIPER,PA-28R,PA-28R-201,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5964V,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,125,100,0,0
19780103001039I,03-JAN-78,WALLA WALLA,WA,FRANKFORT DOW MEMORIAL FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-310,NULL,SKYCRAFT INC,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8240Q,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,4000,500,0,0
19780103001049I,03-JAN-78,PONTIAC,MI,METROPOLITAN OAKLAND INTL,INCIDENT,NULL,DESCENT,DOUG,DC-3,NULL,CENTURY AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,25666,0,0,PWA   ,R183092      ,R1830 ,2,AIRLINE TRANSPORT,NULL,0,0,0
19780103001059I,03-JAN-78,MIAMI,FL,MIAMI INTL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-8,51,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,809E ,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,0,0,0
19780103001069I,03-JAN-78,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",LOCKHEED,L-1011 TRISTAR,NULL,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,335EA,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19780103001079I,03-JAN-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-8,63,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8071U,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,0,0,0
19780103001089I,03-JAN-78,PULLMAN,WA,MIDLAND INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",RAYTHEON,99,B99,NULL,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,1049C,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6562,1012,0,0
19780103050589I,03-JAN-78,CHICAGO,IL,CHICAGO INTL,INCIDENT,NULL,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1263L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780103050599I,03-JAN-78,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,TO ABORTED (FIXED WING),MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1283L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780104001099I,04-JAN-78,ROME,GA,RICHARD B RUSSELL,INCIDENT,NULL,STARTING ENGINES,CESSNA,CE-182,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6074B,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1846,1505,0,0
19780104001109I,04-JAN-78,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,CESSNA,CE-140,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,3745V,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,NULL,0,0,0
19780104001119I,04-JAN-78,CAPE GIRARDEAU,MO,CAPE GIRARDEAU RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-23,BE-23-C23,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,2236L,0,0,NULL,NULL,NULL,1,STUDENT,52,14,0,0
19780104001129I,04-JAN-78,DUBUQUE,IA,DUBUQUE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,4968T,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1250,50,0,0
19780104001139I,04-JAN-78,KENAI,AK,KENAI MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-34,PA-34-200,SOLDOTNA AIR SERVICE,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,41960,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,2400,900,0,0
19780104001149I,04-JAN-78,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,PIPER,PA-34,PA-34-200,NULL,OTHER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,54453,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3300,20,0,0
19780104001159I,04-JAN-78,FLINT,MI,BISHOP INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1817H,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2100,1850,0,0
19780104001169I,04-JAN-78,WELLSVILLE,NY,WELLSVILLE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-K35,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6041E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1800,1300,0,0
19780104001179I,04-JAN-78,BUFFALO,NY,BUFFALO MUNI,INCIDENT,NULL,CLIMB,PIPER,PA-23,PA-23-250,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,5498Y,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2000,200,0,0
19780104001189I,04-JAN-78,SEATTLE,WA,BAYVIEW,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BNORM,BN-2A,BN-2A-8,HARBOR AIRLINES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,69HA ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,14750,3000,0,0
19780104001199I,04-JAN-78,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-32,PA-32-260,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3861W,0,0,LYC   ,O540E4B5     ,O540  ,1,COMMERCIAL PILOT,1000,400,0,0
19780104001209I,04-JAN-78,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-12,NULL,NULL,INDUSTRIAL/SPECIAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,7586H,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1200,100,0,0
19780104001219I,04-JAN-78,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-210,NULL,NULL,OTHER,GENERAL OPERATING RULES,NONE,2722T,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,350,100,0,0
19780104001229I,04-JAN-78,LOUISVILLE,KY,LOUISVILLE INTL-STANDIFORD FIELD,INCIDENT,MINOR,TAKEOFF GROUND ROLL,MOONEY,M-20,M-20-F,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4024N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,317,10,0,0
19780104001239I,04-JAN-78,MIDDLETOWN,CT,NULL,INCIDENT,MINOR,DESCENT,PIPER,PA-28,PA-28-180,HYANNIS AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,5354L,0,0,LYC   ,O360A2A      ,O360  ,1,COMMERCIAL PILOT,8000,300,0,0
19780104001249I,04-JAN-78,LONG BEACH,CA,LONG BEACH /DAUGHERTY FIELD/,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7929K,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,5050,800,0,0
19780104001259I,04-JAN-78,OKLAHOMA CITY,OK,WILL ROGERS WORLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-65,BE-65-80,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,100H ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8600,2000,0,0
19780104001269I,04-JAN-78,DETROIT,MI,DETROIT MUNI,INCIDENT,NULL,NORMAL CRUISE,BOEING,727,NULL,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,493US,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19780105001279I,05-JAN-78,SWEETWATER,TX,SWEETWATER MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-H35,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,5413D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,96,31,0,0
19780105001289I,05-JAN-78,EDEN PRAIRIE,MN,FLYING CLOUD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,52017,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,120,8,0,0
19780105001299I,05-JAN-78,JEFFERSON,OH,ASHTABULA COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LEARJET-BOMBARDIER,LEARJET 23,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,NONE,315  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11955,410,0,0
19780105001319I,05-JAN-78,GAITHERSBURG,MD,MONTGOMERY COUNTY AIRPARK,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,PIPER,PA-22,PA-22-160,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1643P,0,0,LYC   ,O320B2B      ,O320  ,1,AIRLINE TRANSPORT,14000,100,0,0
19780105001329I,05-JAN-78,SEBASTIAN,FL,NULL,INCIDENT,MINOR,NORMAL CRUISE,PIPER,PA-28R,PA-28R-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5003S,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,800,200,0,0
19780105001339I,05-JAN-78,INDIANAPOLIS,IN,INDIANAPOLIS MUNI,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,954VJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780105001349I,05-JAN-78,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,707,NULL,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7579 ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19780105001359I,05-JAN-78,COLUMBUS,OH,COLUMBUS MUNI,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1066T,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780105001369I,05-JAN-78,LAS VEGAS,NV,NULL,INCIDENT,SUBSTANTIAL,CLIMB,BOEING,707,320,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,768TW,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,14000,7000,0,0
19780105001379I,05-JAN-78,BUFFALO,NY,BUFFALO MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,942VJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19780105001389I,05-JAN-78,EDEN PRAIRIE,MN,FLYING CLOUD,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-25,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7634P,0,0,NULL,NULL,NULL,1,NULL,NULL,0,0,0
19780105050569I,05-JAN-78,BOSTON,MA,BOSTON INTL,INCIDENT,NULL,TO ABORTED (FIXED WING),BOEING,707,120B,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7512 ,0,0,NULL,NULL,NULL,4,NULL,NULL,0,0,0
19780106001399I,06-JAN-78,SAN DIEGO,CA,MONTGOMERY FIELD,INCIDENT,NULL,MISSED APPROACH INSTRUMENT FLIGHT RULES,BEECH,BE-35,BE-35-33,NULL,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7639R,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,740,10,0,0
19780106001409I,06-JAN-78,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-34,PA-34-200T,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,1063X,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,6000,300,0,0
19780106001419I,06-JAN-78,PROVO,UT,PROVO MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,41767,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,691,68,0,0
19780106001429I,06-JAN-78,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7134P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,800,200,0,0
19780106001439I,06-JAN-78,ENID,OK,BRECKENRIDGE,INCIDENT,MINOR,POWER ON VERTICAL LANDING/ROTORCRAFT,ENSTRM,ENSTRM-F28,ENSTRM-F28-A,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,9556 ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,14000,34,0,0
19780106001449I,06-JAN-78,MORRISTOWN,NJ,MORRISTOWN MUNI,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-172,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,738FE,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1800,500,0,0
19780106001459I,06-JAN-78,WICHITA FALLS,TX,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,9EB  ,0,0,CONT  ,O200A        ,O200  ,1,STUDENT,45,45,0,0
