aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19910102001169I,02-JAN-91,DES MOINES,IA,DES MOINES INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,GULSTM,GA-500,GA-500-B,AIRVANTAGE LLC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,6324U,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19910102001179I,02-JAN-91,DEL RIO,TX,DEL RIO INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MOONEY,M-20,M-20-F,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,3535X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,900,450,50,50
19910102001329I,02-JAN-91,KNOXVILLE,TN,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,33075,0,0,LYC   ,IO360C1C     ,O360  ,1,COMMERCIAL PILOT,1250,150,30,30
19910102002359I,02-JAN-91,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,AIRBUS,A320,210,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,311US,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,20000,700,NULL,NULL
19910102002469I,02-JAN-91,SAINT PETERSBURG,FL,ST PETERSBURG-CLEARWATER INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-24,PA-24-260,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8548P,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2010,2,2,2
19910102002709I,02-JAN-91,SALT LAKE CITY,UT,SOUTH VALLEY RGNL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-200,BE-200-B200,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,1845S,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11000,1850,90,90
19910102004349I,02-JAN-91,PORTLAND,OR,PORTLAND-TROUTDALE,INCIDENT,NULL,IN TRAFFIC PATTERN-CIRCLING,CESSNA,CE-206,CE-206-P206D,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8758Z,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1400,125,6,6
19910102012549I,02-JAN-91,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",EMBRAER,EMB-120 BRASILIA,NULL,BRITT AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,15732,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4000,82,82,82
19910103001239I,03-JAN-91,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-58,NULL,NULL,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,444SB,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1800,30,20,20
19910103001549I,03-JAN-91,BELLINGHAM,WA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-177,CE-177-B,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,30662,0,0,LYC   ,IO360B1F6    ,O360  ,1,COMMERCIAL PILOT,3200,350,15,15
19910103001569I,03-JAN-91,BALTIMORE,MD,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-60,PA-60-600A,CHESAPEAKE AIR SERVICES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,8208J,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5200,NULL,100,100
19910103001819I,03-JAN-91,DES MOINES,IA,DES MOINES INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6821 ,0,2,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19910103002149I,03-JAN-91,GLENDALE,AZ,GLENDALE MUNI,INCIDENT,MINOR,SIMULATED FORCED LANDING/TAKEOFF,BEECH,BE-33,BE-33-F33A,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,5519A,0,0,CONT  ,IO520BB      ,O520  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3176,528,27,27
19910103002159I,03-JAN-91,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,SHORTS-BOMBARDIER,330,NULL,CROWN AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,58AN ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2991,1676,259,259
19910103003269I,03-JAN-91,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,NULL,TO ABORTED (FIXED WING),RAYTHEON,99,C99,HORIZON AIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,6724D,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2500,1000,150,150
19910103008389I,03-JAN-91,INDIANAPOLIS,IN,INDIANAPOLIS RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-200,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9464N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,910,208,2,2
19910104002059I,04-JAN-91,BILLINGS,MT,BILLINGS LOGAN INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,727,200,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,270US,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
19910104002699I,04-JAN-91,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,PSA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,102XV,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5950,2700,100,100
19910104002819I,04-JAN-91,LAYTONVILLE,CA,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7145W,0,0,LYC   ,O360*        ,O360  ,1,PRIVATE PILOT,1450,400,14,14
19910104003119I,04-JAN-91,PORTLAND,ME,PORTLAND INTL JETPORT,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,2203T,0,0,NULL,NULL,NULL,1,STUDENT,53,53,18,18
19910104005299I,04-JAN-91,PAGE,AZ,PAGE MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,SKYWEST AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,164SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,19665,4861,220,220
19910104007559I,04-JAN-91,ALBANY,GA,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,9482J,0,0,LYC   ,O360A1A      ,O360  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19910104008669I,04-JAN-91,TAMPA,FL,TAMPA INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,CESSNA,CE-210,CE-210-M,CHEROKEE LEASING INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,823AR,0,0,CONT  ,IO520L       ,O520  ,1,COMMERCIAL PILOT,3300,1700,300,300
19910104012029I,04-JAN-91,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BOEING,757,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,613DL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10100,600,NULL,NULL
19910104017899I,04-JAN-91,EVERGLADES CITY,FL,NULL,INCIDENT,NULL,UNAUTHORIZED LOW LEVEL OPERATIONS,CESSNA,CE-150,CE-150-M,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6131K,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
19910105001769I,05-JAN-91,LAKEVILLE,MN,AIRLAKE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-177,CE-177-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,52762,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,350,38,22,22
19910105002369I,05-JAN-91,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,FOKKER,F.28,NULL,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,854US,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19910105003259I,05-JAN-91,WAUNAKEE,WI,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,SCOOTER,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2899 ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1100,23,14,14
19910105004189I,05-JAN-91,TOMS RIVER,NJ,ROBERT J. MILLER AIR PARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-23,BE-23-C23,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6509R,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,140,35,3,3
19910105004549I,05-JAN-91,SPARKS,NV,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,CE-150-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7338X,0,0,CONT  ,O200A        ,O200  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1200,200,4,4
19910105006099I,05-JAN-91,LOUISVILLE,KY,LOUISVILLE INTL-STANDIFORD FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-18,BE-18-C45H,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,231SK,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2500,500,80,80
19910105006299I,05-JAN-91,BILLINGS,MT,BILLINGS LOGAN INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,CESSNA,CE-402,CE-402-C,BIG SKY TRANSPORTATION CO,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,3146M,0,0,CONT  ,TSIO520VB    ,O520  ,2,AIRLINE TRANSPORT,11000,3000,60,60
19910105015869I,05-JAN-91,FORT MYERS,FL,PAGE FIELD,INCIDENT,MINOR,TOUCH AND GO LANDING,NAVION,NAV-A,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2995C,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,345,224,20,20
19910106001789I,06-JAN-91,ROCHESTER,NH,SKYHAVEN,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3243F,0,0,LYC   ,IO360A1A     ,O360  ,1,PRIVATE PILOT,835,16,16,16
19910106003329I,06-JAN-91,EL PASO,TX,EL PASO INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-402,CE-402-B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,22WE ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7000,50,50,50
19910106004269I,06-JAN-91,TORONTO,NULL,LESTER B. PEARSON INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,727,NULL,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR841,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19910106004459I,06-JAN-91,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,24986,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,124,59,2,2
19910106004539I,06-JAN-91,LINCOLN PARK,NJ,LINCOLN PARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),SOCATA,TB-20,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2521H,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2360,80,3,3
19910106006279I,06-JAN-91,CORAL SPRINGS,FL,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-172,CE-172-N,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6380F,0,0,LYC   ,O320H2AD     ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,460,400,50,50
19910106008539I,06-JAN-91,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,MD-80,82,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,77421,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,885,NULL,NULL
19910107002739I,07-JAN-91,TRACY,CA,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5501P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,4050,2400,17,17
19910107002829I,07-JAN-91,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AT,ASPEN EXECUTIVE AIR LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,565UP,0,0,GARRTT,TPE331*      ,TPE331,2,AIRLINE TRANSPORT,NULL,3500,75,75
19910107002939I,07-JAN-91,ROCKAWAY,NJ,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8376L,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,116,45,1,1
19910107002969I,07-JAN-91,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,TAKEOFF GROUND ROLL,BOEING,737,300,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,396UA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,5000,200,200
19910107006539I,07-JAN-91,WILLIAMSPORT,PA,NULL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,81,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,805US,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,20909,765,102,102
19910107014729I,07-JAN-91,BLOOMINGTON,IN,MONROE COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-60,PA-60-601P,NULL,BUSINESS,GENERAL OPERATING RULES,NONE,3645S,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,3150,15,15,15
19910107062429I,07-JAN-91,WISCASSET,ME,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,CE-150-H,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,50197,0,0,CONT  ,O200A        ,O200  ,1,COMMERCIAL PILOT,NULL,20,20,20
19910108002039I,08-JAN-91,IRONWOOD,MI,GOGEBIC-IRON COUNTY,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,RAYTHEON,1900,C-1,GREAT LAKES AVIATION LTD,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,193GL,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4258,2056,213,213
19910108002189I,08-JAN-91,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FINAL APPROACH,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,NULL,WESTAIR COMMUTER AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,476UE,0,0,GARRTT,TPE331*      ,TPE331,2,NULL,NULL,NULL,NULL,NULL
19910108002929I,08-JAN-91,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,BOEING,757,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,631DL,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19910108003169I,08-JAN-91,WILLIAMSON,NY,WILLIAMSON-SODUS,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6279P,0,0,LYC   ,O235L2C      ,O235  ,1,STUDENT,40,40,10,10
19910108004389I,08-JAN-91,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,GULFSTREAM AEROSPACE,GULFSTREAM IV,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,7776 ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,15000,225,73,73
19910108004479I,08-JAN-91,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",DE HAVILLAND-BOMBARDIER,DASH 8,100,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,912HA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5766,2957,193,193
19910108005069I,08-JAN-91,BISMARCK,ND,BISMARCK MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,SWEARINGEN-FAIRCHILD,SA-226,SA-226-TC,AIRVANTAGE LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,329BA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3650,1300,270,270
19910108009689I,08-JAN-91,NULL,FL,NULL,INCIDENT,NULL,DESCENT,PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,41431,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19910108061029I,08-JAN-91,READING,PA,READING RGNL/CARL A SPAATZ FIELD,INCIDENT,NULL,TO ABORTED (FIXED WING),SHORTS-BOMBARDIER,360,NULL,ALLEGHENY COMMUTER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,360SA,0,0,PWA   ,PT6A65R      ,PT6   ,2,AIRLINE TRANSPORT,18470,1370,201,201
19910109001799I,09-JAN-91,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,BOEING,737,300,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,17316,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10000,1500,120,120
19910109002169I,09-JAN-91,ROLETTE,ND,ROLETTE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-30,NULL,FALCON AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,7849Y,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,1875,540,30,30
19910109002179I,09-JAN-91,APPLE VALLEY,CA,APPLE VALLEY,INCIDENT,MINOR,FINAL APPROACH,PIPER,PA-32,PA-32-R300,AMERIFLIGHT LLC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,8456F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1400,NULL,262,262
19910109002679I,09-JAN-91,BAKERSFIELD,CA,MEADOWS FIELD,INCIDENT,MINOR,FINAL APPROACH- INSTRUMENT FLIGHT RULES,RAYTHEON,99,B99,AMERIFLIGHT LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,4299A,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3197,700,150,150
19910109002759I,09-JAN-91,DUBUQUE,IA,DUBUQUE RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-152,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6617M,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,86,75,3,3
19910109002919I,09-JAN-91,GREAT FALLS,MT,GREAT FALLS INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,HORIZON AIR INDUSTRIES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,378PH,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
