aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19900102004359I,02-JAN-90,LEXINGTON,KY,BLUE GRASS,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3221F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,212,81,30,30
19900102005829I,02-JAN-90,GALENA,OH,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-150,CE-150-M,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,63116,0,0,CONT  ,O200A        ,O200  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1410,350,20,20
19900102008189I,02-JAN-90,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,NULL,"AERIAL TAXI, OTHER HELICOPTER",MCDONNELL-DOUGLAS-BOEING,MD-80,87,MIDWAY AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,807ML,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19900102008259I,02-JAN-90,KOTZEBUE,AK,RALPH WIEN MEMORIAL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-31,PA-31-350,BERING AIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,35164,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4100,650,270,270
19900103002819I,03-JAN-90,CEDAR RAPIDS,IA,THE EASTERN IOWA,INCIDENT,NULL,NORMAL CRUISE,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AT,ASTAR AIR CARGO INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,240DH,0,0,GARRTT,TPE33111U    ,TPE331,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19900103002989I,03-JAN-90,MAYVILLE,NY,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-150,CE-150-L,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,19531,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,251,251,5,5
19900103003219I,03-JAN-90,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,MINOR,TOUCH AND GO LANDING,MCDONNELL-DOUGLAS-BOEING,DC-8,73AF,FLAGSHIP EXPRESS SERVICES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,UNKNOWN,795FT,0,0,NULL,NULL,NULL,4,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19900103003229I,03-JAN-90,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,601SR,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10800,800,125,125
19900103004009I,03-JAN-90,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,PIPER,PA-30,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8338Y,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1000,550,15,15
19900103005369I,03-JAN-90,LAKE CHARLES,LA,LAKE CHARLES RGNL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-18,BE-18-H18,AIRLIFT TRANSPORT INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,117ME,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,7250,1500,150,150
19900103005879I,03-JAN-90,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,RAYTHEON,1900,C-1,METRO AIR NORTHEAST INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,3068M,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4050,2350,230,230
19900103013429I,03-JAN-90,MOKULEIA,HI,DILLINGHAM AIRFIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-305,CE-305-A,NULL,OTHER,GENERAL OPERATING RULES,NONE,5074B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,25400,750,93,93
19900103020289I,03-JAN-90,MILWAUKEE,WI,GENERAL MITCHELL INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,PINNACLE AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,311PX,0,0,GARRTT,TPE33110U    ,TPE331,2,AIRLINE TRANSPORT,4000,2300,180,180
19900103044979I,03-JAN-90,JACKSONVILLE,FL,JACKSONVILLE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,249US,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5500,600,127,127
19900103049219I,03-JAN-90,BECKLEY,WV,RALEIGH COUNTY MEMORIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-320,CE-320-D,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4137T,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1800,900,60,60
19900104003159I,04-JAN-90,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,MINOR,ENGINE RUN-UP,LOCKHEED,L-1011 TRISTAR,NULL,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,330EA,0,0,RROYCE,RB21122*     ,RB211 ,3,NULL,NULL,NULL,NULL,NULL
19900104003169I,04-JAN-90,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,200,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,8859E,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
19900104003179I,04-JAN-90,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,8979E,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19900104003359I,04-JAN-90,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,NULL,FINAL APPROACH,BEECH,BE-23,BE-23-C24R,NULL,INSTRUCTION,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6720L,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,900,15,15,15
19900104003369I,04-JAN-90,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BOEING,727,200,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,255US,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,13000,6000,175,175
19900104003379I,04-JAN-90,HAGERSTOWN,MD,HAGERSTOWN RGNL-RICHARD A HENSON FLD,INCIDENT,DESTROYED,OTHER GROUND OPERATIONS,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,CHAUTAUQUA AIRLINES INC,"ILLEGAL DRUG, STOLEN AIRCRAFT, ETC.",AIR TAXI/COMMUTER,NONE,31138,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19900104005909I,04-JAN-90,LOOP,TX,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-172,CE-172-K,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,46315,0,0,LYC   ,O320E2D      ,O320  ,1,PRIVATE PILOT,180,80,12,12
19900104006849I,04-JAN-90,TAMPA,FL,TAMPA INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BOEING,727,200,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,280US,0,0,PWA   ,JT8D15A      ,JT8   ,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19900104031609I,04-JAN-90,CARACAS,NULL,NULL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,NULL,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8877Z,0,0,NULL,NULL,NULL,3,UNKNOWN/FOREIGN,14789,6754,NULL,NULL
19900105003239I,05-JAN-90,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEDE,BD5,B,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,811Q ,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,20000,42,42,42
19900105003289I,05-JAN-90,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,MOONEY,M-20,M-20-E,RAM AIR FREIGHT INC,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,9283M,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19900105003389I,05-JAN-90,FAIRBANKS,AK,FAIRBANKS INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-201,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,38565,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,251,10,10,10
19900105003939I,05-JAN-90,TORRANCE,CA,NULL,INCIDENT,NULL,POWER OFF VERTICAL LANDING/AUTOROTATE,ROBSIN,R-22,R-22-ALPHA,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8557Z,0,0,LYC   ,O320*        ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2500,2000,270,270
19900105004019I,05-JAN-90,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7442U,0,0,PWA   ,JT8D15       ,JT8   ,3,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19900105004099I,05-JAN-90,SUSANVILLE,CA,SUSANVILLE MUNI,INCIDENT,MINOR,GO ROUND (ABORTED VISUAL FLIGHT RULES),LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,39386,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,770,50,50,50
19900105005839I,05-JAN-90,GRAND FORKS,ND,GRAND FORKS INTL,INCIDENT,MINOR,FINAL APPROACH,PIPER,PA-28R,PA-28R-201,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,813ND,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1850,70,60,60
19900105006159I,05-JAN-90,ROMEOVILLE,IL,LEWIS UNIVERSITY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,674FL,0,0,NULL,NULL,NULL,1,STUDENT,27,27,13,13
19900105006209I,05-JAN-90,HAILEY,ID,FRIEDMAN MEMORIAL,INCIDENT,MINOR,TOUCH AND GO LANDING,PIPER,PA-20,PA-22-22,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7707K,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,320,300,40,40
19900105006379I,05-JAN-90,LAKELAND,FL,LAKELAND LINDER RGNL,INCIDENT,MINOR,ENGINE RUN-UP,PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9263N,0,0,LYC   ,O320D3G      ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3421,300,47,47
19900105006659I,05-JAN-90,BARTOW,FL,NULL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,HELIO,HELIO-295,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,5387G,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,600,200,15,15
19900105007999I,05-JAN-90,CHARLOTTE AMALIE,VI,CYRIL E KING,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-23,PA-23-250,VIRGIN AIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,711AT,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3800,950,300,300
19900105008369I,05-JAN-90,PADUCAH,KY,BARKLEY RGNL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,DOUG,DC-3,DC-3-CS1C3G,SOUTHWIND AIRLINES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,890P ,0,0,PWA   ,R183094      ,R1830 ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,24000,2000,50,50
19900106002999I,06-JAN-90,MANVILLE,NJ,CENTRAL JERSEY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,4671V,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,420,36,10,10
19900106003339I,06-JAN-90,DENVER,CO,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,621BD,0,0,CONT  ,TSIO520R     ,O520  ,1,PRIVATE PILOT,75,10,10,10
19900106004399I,06-JAN-90,COALINGA,CA,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-28,PA-28-181,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,82557,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,600,400,6,6
19900106024359I,06-JAN-90,MESA,AZ,FALCON FLD,INCIDENT,NULL,TOUCH AND GO LANDING,CESSNA,CE-150,CE-150-K,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,8410M,0,0,NULL,NULL,NULL,1,STUDENT,30,30,30,30
19900106027029I,06-JAN-90,LAWRENCE,MA,LAWRENCE MUNI,INCIDENT,NULL,TOUCH AND GO LANDING,CESSNA,CE-150,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7884E,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
19900107000219I,07-JAN-90,CLINTON,AR,CLINTON MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-23,BE-23-C23,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9757L,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,129,7,3,3
19900107000249I,07-JAN-90,MARENGO,IN,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-172,CE-172-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1316Y,0,0,CONT  ,O300D        ,O300  ,1,PRIVATE PILOT,245,240,80,80
19900107003349I,07-JAN-90,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,SWEARINGEN-FAIRCHILD,SA-226,SA-226-TC,AIR MIDWEST INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,224AM,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19900107003929I,07-JAN-90,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,TO ABORTED (FIXED WING),FOKKER,F.28,1000C,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,469US,0,0,RROYCE,SPEY555*     ,SPEY  ,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
19900107004469I,07-JAN-90,CORVALLIS,OR,CORVALLIS MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,31610,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,300,20,20,20
19900107005409I,07-JAN-90,PHILADELPHIA,PA,PHILADELPHIA INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",SHORTS-BOMBARDIER,330,NULL,COMMAND AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2678G,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19900107005639I,07-JAN-90,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,MCDONNELL-DOUGLAS-BOEING,MD-80,82,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,916TW,0,0,NULL,NULL,NULL,2,UNKNOWN/FOREIGN,NULL,NULL,NULL,NULL
19900107006419I,07-JAN-90,LEROY,NY,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-M,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6869H,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1600,NULL,3,3
19900107006449I,07-JAN-90,KIOWA,CO,NULL,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,AERSTR,AERSTR-RX,AERSTR-RX-7,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3557C,0,0,NULL,NULL,NULL,0,PRIVATE PILOT,27,27,3,3
19900107007019I,07-JAN-90,DOTHAN,AL,DOTHAN RGNL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,DE HAVILLAND-BOMBARDIER,DASH 8,NULL,METRO EXPRESS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,804MX,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10800,2200,250,250
19900107007079I,07-JAN-90,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,NULL,NORMAL CRUISE,GULSTM,GA-500,GA-500-A,AIR FLIGHT INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,6127X,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,12000,300,90,90
19900107007119I,07-JAN-90,PEKIN,IL,PEKIN MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-150,CE-150-J,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,60811,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,150,6,6,6
19900108003999I,08-JAN-90,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,MINOR,TO ABORTED (FIXED WING),BOEING,727,200,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,752US,0,0,PWA   ,JT8D7A       ,JT8   ,3,AIRLINE TRANSPORT,15000,NULL,150,150
19900108004109I,08-JAN-90,KAILUA KONA,HI,KONA INTL AT KEAHOLE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PARTEN,P-68,P-68-B,HAWAII AIRVENTURES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,53695,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,12000,350,50,50
19900108005239I,08-JAN-90,NOME,AK,NOME,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-18,BE-18-H18,BERING AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,228A ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,10000,311,90,90
19900108005859I,08-JAN-90,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,SAAB,340,A,BUSINESS EXPRESS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,341BE,0,0,GE    ,CT75A        ,CT7TP ,2,AIRLINE TRANSPORT,11500,1500,190,190
19900108006789I,08-JAN-90,FORT WAYNE,IN,NULL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-206,CE-206-P206A,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4697F,0,0,CONT  ,IO520A       ,O520  ,1,COMMERCIAL PILOT,422,22,19,19
19900108018789I,08-JAN-90,DENVER,CO,NULL,INCIDENT,NULL,NORMAL CRUISE,DE HAVILLAND-BOMBARDIER,DASH 7,100,ROCKY MOUNTAIN AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,926RM,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,4105,672,114,114
19900108062699I,08-JAN-90,PORTLAND,OR,PORTLAND INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,82,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,216AA,0,0,PWA   ,JT8D217A     ,JT8   ,2,NULL,NULL,NULL,NULL,NULL
19900109003199I,09-JAN-90,DUBUQUE,IA,DUBUQUE RGNL,INCIDENT,NULL,FORCED/PRECAUTIONARY LANDING,EMBRAER,EMB-110 BANDEIRANTE,P1,IOWA AIRWAYS INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,710NH,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
