aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20000114000079I,14-JAN-00,REDMOND,OR,ROBERTS FIELD,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,LANCAIR,LC-360,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,362L ,0,0,LYC   ,IO360B1E     ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2240,800,NULL,NULL
20000114000149I,14-JAN-00,PORTLAND,OR,NULL,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-200,BE-200-B200,NULL,BUSINESS,GENERAL OPERATING RULES,UNKNOWN,63791,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000114000369I,14-JAN-00,MANHATTAN,KS,MANHATTAN RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4979M,0,0,CONT  ,IO550B       ,O550  ,1,PRIVATE PILOT,7500,7300,NULL,NULL
20000114000379I,14-JAN-00,CRYSTAL RIVER,FL,CRYSTAL RIVER,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-G,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,5881F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,3000,1180,NULL,NULL
20000114002989I,14-JAN-00,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-R,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,1RF  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1390,25,NULL,NULL
20000114003299I,14-JAN-00,COLUMBIA,SC,COLUMBIA METROPOLITAN,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8051G,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,750,300,NULL,NULL
20000114032259I,14-JAN-00,OVERGAARD,AZ,MOGOLLON AIRPARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-170,CE-170-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2852C,0,0,CONT  ,C1452        ,C145  ,1,AIRLINE TRANSPORT,16243,684,NULL,NULL
20000115000209I,15-JAN-00,EL CAJON,CA,GILLESPIE FIELD,INCIDENT,MINOR,PRACTICE TRAINING MENEUVERS,BELL,BHT-47,BHT-47-G3B1,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,3500P,0,0,LYC   ,VO435*       ,O435  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1000,100,NULL,NULL
20000115001039I,15-JAN-00,WELLSVILLE,NY,"WELLSVILLE MUNI ARPT,TARANTINE FLD",INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,47701,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,150,NULL,NULL,NULL
20000115001209I,15-JAN-00,DENTON,TX,DENTON MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9620B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,329,56,NULL,NULL
20000115002449I,15-JAN-00,MOBILE,AL,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-414,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,2UC  ,0,0,CONT  ,IO520*       ,O520  ,2,AIRLINE TRANSPORT,3500,2000,NULL,NULL
20000115002459I,15-JAN-00,GASPORT,NY,ROYALTON,INCIDENT,MINOR,FORCED LANDING,CESSNA,CE-172,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,CFEVS,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,2500,NULL,NULL,NULL
20000115002899I,15-JAN-00,DES MOINES,IA,DES MOINES INTL,INCIDENT,SUBSTANTIAL,STARTING ENGINES,PIPER,PA-28,PA-28-181,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5858V,0,0,NULL,NULL,NULL,1,RECREATIONAL PILOT,750,200,NULL,NULL
20000115002969I,15-JAN-00,MANSFIELD,MA,MANSFIELD MUNI,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,PIPER,PA-28R,PA-28R-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,913FL,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20000115004329I,15-JAN-00,MINNEAPOLIS,MN,FLYING CLOUD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-R,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,9905F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1075,350,NULL,NULL
20000116001059I,16-JAN-00,POTTSTOWN,PA,HERITAGE FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-L,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,732AV,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2700,2000,NULL,NULL
20000116002419I,16-JAN-00,MAQUOKETA,IA,MAQUOKETA MUNI,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-172,CE-172-H,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1751F,0,0,CONT  ,O300D        ,O300  ,1,PRIVATE PILOT FLIGHT INSTRUCTOR,3500,1000,NULL,NULL
20000116002579I,16-JAN-00,FORT LAUDERDALE,FL,FORT LAUDERDALE EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-C33A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2713T,0,0,CONT  ,IO520BA      ,O520  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1600,700,NULL,NULL
20000116004239I,16-JAN-00,VICKSBURG,MS,VICKSBURG MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GLOBE,GC-1,GC-1-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7824S,0,0,CONT  ,IO360*       ,IO360 ,1,COMMERCIAL PILOT,1500,40,NULL,NULL
20000117001189I,17-JAN-00,SPRINGFIELD,MO,SPRINGFIELD-BRANSON NATIONAL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,32,SOUTHEAST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,930BB,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000117001279I,17-JAN-00,UTICA,MI,BERZ MACOMB,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-R301,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8024A,0,0,LYC   ,IO540K1G5    ,O540  ,1,PRIVATE PILOT,676,564,NULL,NULL
20000117002789I,17-JAN-00,MUSCATINE,IA,MUSCATINE MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-310,CE-310-R,ANDERSON AVIATION CORPORATION,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,333BS,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1204,100,NULL,NULL
20000117003539I,17-JAN-00,SCAPPOOSE,OR,SCAPPOOSE INDUSTRIAL AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3421X,0,0,LYC   ,O360*        ,O360  ,1,PRIVATE PILOT,954,545,NULL,NULL
20000117016359I,17-JAN-00,NULL,NE,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-210,CE-210-G,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,5851F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,NULL,10000,NULL,NULL
20000118014239I,18-JAN-00,SPRINGFIELD,IL,ABRAHAM LINCOLN CAPITAL,INCIDENT,NULL,NORMAL CRUISE,HS-BAE SYSTEMS,125-HAWKER,800A,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,526M ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,9238,2228,NULL,NULL
20000118022149I,18-JAN-00,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,UNKNO,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,16900,14500,NULL,NULL
20000119001049I,19-JAN-00,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7295U,0,0,PWA   ,JT8D15       ,JT8   ,3,NULL,NULL,NULL,NULL,NULL
20000119001179I,19-JAN-00,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,SKY TREK INTERNATIONAL AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,GENERAL OPERATING RULES,NONE,908PG,0,0,NULL,NULL,NULL,3,PILOT NOT CERTIFICATED,NULL,NULL,NULL,NULL
20000119001509I,19-JAN-00,TUCSON,AZ,RYAN FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MARQUART,MA5,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,51RB ,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,315,300,NULL,NULL
20000119022679I,19-JAN-00,GARY,IN,GARY/CHICAGO INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),BOEING,727,200,PAN AMERICAN AIRWAYS CORP,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,365PA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,8700,131,NULL,NULL
20000120000389I,20-JAN-00,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),DASSAULT AVIATION,FALCON 20-200,D,GRAND AIRE EXPRESS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,618GA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000120001009I,20-JAN-00,FAIRBANKS,AK,FAIRBANKS INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-31,PA-31-350,WARBELOWS AIR VENTURES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,3582P,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8500,760,NULL,NULL
20000120022319I,20-JAN-00,MILLERSBURG,OH,HOLMES COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-32,PA-32-RT300T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,22136,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2000,1200,NULL,NULL
20000121000639I,21-JAN-00,ERIE,PA,ERIE INTL/TOM RIDGE FIELD,INCIDENT,NULL,TAKEOFF GROUND ROLL,EMBRAER,EMB-120 BRASILIA,ER,FLIGHT CREW TEMPS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,15730,0,0,PWA   ,PW118        ,118   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4000,NULL,NULL,NULL
20000121000649I,21-JAN-00,OTTUMWA,IA,OTTUMWA RGNL,INCIDENT,NULL,DESCENT,CESSNA,CE-172,CE-172-H,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1643F,0,0,CONT  ,O300*        ,O300  ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14000,1500,NULL,NULL
20000121000689I,21-JAN-00,GAYLORD,MI,GAYLORD RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-J3C,PA-J3C-65,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,30482,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6700,100,NULL,NULL
20000121001139I,21-JAN-00,OAKLAND,CA,METROPOLITAN OAKLAND INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),GULFSTREAM AEROSPACE,GULFSTREAM V,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,740BA,0,0,RROYCE,BR700710A110 ,BR700 ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13240,285,NULL,NULL
20000121001229I,21-JAN-00,LAS CRUCES,NM,LAS CRUCES INTL,INCIDENT,MINOR,TOUCH AND GO LANDING,DIAMOND,DIAMOND-20,DIAMOND-20-C1,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,976CT,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,475,10,NULL,NULL
20000121002019I,21-JAN-00,CENTER ISLAND,WA,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-D,WEST ISLE AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,2404Y,0,1,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20000121002479I,21-JAN-00,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FINAL APPROACH,EMBRAER,EMB-120 BRASILIA,ER,EXPRESSJET AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,15713,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000112000069I,12-JAN-00,CHARLOTTE,NC,CHARLOTTE/DOUGLAS INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,RYAN INTERNATIONAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,356QS,0,0,PWA   ,JT8*         ,JT8   ,3,AIRLINE TRANSPORT,NULL,16500,NULL,NULL
20000112001079I,12-JAN-00,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,CLIMB,DE HAVILLAND-BOMBARDIER,DASH 8,100,ALLEGHENY AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,809EX,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000112002399I,12-JAN-00,NULL,NULL,NULL,INCIDENT,NULL,PARACHUTE JUMPING,NULL,NULL,NULL,NULL,PERSONAL,PARACHUTE JUMPING,NULL,UNKNO,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20000113000029I,13-JAN-00,KONGIGANAK,AK,KONGIGANAK,INCIDENT,MINOR,STARTING ENGINES,CESSNA,CE-207,NULL,GRANT AVIATION INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,1581U,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1400,300,NULL,NULL
20000113000359I,13-JAN-00,TAYLOR,AZ,TAYLOR,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",GLASAIR,GLASAIR-SH2,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,49RV ,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20000113000679I,13-JAN-00,MOBILE,AL,MOBILE DOWNTOWN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,AIR RELDAN INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,304CW,0,0,CONT  ,TSIO360*     ,O360  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,11000,583,NULL,NULL
20000113002299I,13-JAN-00,TERRELL,TX,TERRELL MUNI,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-V35B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4764Y,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,13700,100,NULL,NULL
20000113002409I,13-JAN-00,CHANDLER,AZ,CHANDLER MUNI,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,15120,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,730,40,NULL,NULL
20000113003199I,13-JAN-00,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,MINOR,NORMAL CRUISE,ROCKWELL,SABRELINER,40,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,111AC,0,0,PWA   ,JT12A6A      ,JT12  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13500,300,NULL,NULL
20000113003529I,13-JAN-00,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,34014,0,0,LYC   ,IO360A1B6    ,O360  ,1,PRIVATE PILOT,550,60,NULL,NULL
20000114000079I,14-JAN-00,REDMOND,OR,ROBERTS FIELD,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,LANCAIR,LC-360,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,362L ,0,0,LYC   ,IO360B1E     ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2240,800,NULL,NULL
20000114000149I,14-JAN-00,PORTLAND,OR,NULL,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-200,BE-200-B200,NULL,BUSINESS,GENERAL OPERATING RULES,UNKNOWN,63791,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20000114000369I,14-JAN-00,MANHATTAN,KS,MANHATTAN RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4979M,0,0,CONT  ,IO550B       ,O550  ,1,PRIVATE PILOT,7500,7300,NULL,NULL
20000114000379I,14-JAN-00,CRYSTAL RIVER,FL,CRYSTAL RIVER,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-G,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,5881F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,3000,1180,NULL,NULL
20000114002989I,14-JAN-00,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-R,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,1RF  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1390,25,NULL,NULL
20000114003299I,14-JAN-00,COLUMBIA,SC,COLUMBIA METROPOLITAN,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8051G,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,750,300,NULL,NULL
20000114032259I,14-JAN-00,OVERGAARD,AZ,MOGOLLON AIRPARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-170,CE-170-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2852C,0,0,CONT  ,C1452        ,C145  ,1,AIRLINE TRANSPORT,16243,684,NULL,NULL
20000115000209I,15-JAN-00,EL CAJON,CA,GILLESPIE FIELD,INCIDENT,MINOR,PRACTICE TRAINING MENEUVERS,BELL,BHT-47,BHT-47-G3B1,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,3500P,0,0,LYC   ,VO435*       ,O435  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1000,100,NULL,NULL
20000115001039I,15-JAN-00,WELLSVILLE,NY,"WELLSVILLE MUNI ARPT,TARANTINE FLD",INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,47701,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,150,NULL,NULL,NULL
20000115001209I,15-JAN-00,DENTON,TX,DENTON MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9620B,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,329,56,NULL,NULL
20000115002449I,15-JAN-00,MOBILE,AL,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-414,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,2UC  ,0,0,CONT  ,IO520*       ,O520  ,2,AIRLINE TRANSPORT,3500,2000,NULL,NULL
20000115002459I,15-JAN-00,GASPORT,NY,ROYALTON,INCIDENT,MINOR,FORCED LANDING,CESSNA,CE-172,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,CFEVS,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,2500,NULL,NULL,NULL
20000115002899I,15-JAN-00,DES MOINES,IA,DES MOINES INTL,INCIDENT,SUBSTANTIAL,STARTING ENGINES,PIPER,PA-28,PA-28-181,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5858V,0,0,NULL,NULL,NULL,1,RECREATIONAL PILOT,750,200,NULL,NULL
