aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19800103010259I,03-JAN-80,CANARSIE,NY,NULL,INCIDENT,MINOR,CLIMB,AIRBUS,A300,B4-200,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,207EA,0,0,GE    ,CF650A       ,CF6   ,2,AIRLINE TRANSPORT,NULL,0,0,0
19800103010269I,03-JAN-80,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,TO ABORTED (FIXED WING),BOEING,707,320C,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,7565A,0,0,PWA   ,JT4A9        ,JT4   ,4,NULL,NULL,0,0,0
19800103011099I,03-JAN-80,GRAND RAPIDS,MI,GERALD R. FORD INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,NULL,REPUBLIC AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,3312L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19800103011109I,03-JAN-80,NEW ORLEANS,LA,LOUIS ARMSTRONG NEW ORLEANS INTL,INCIDENT,NULL,CLIMB,BOEING,727,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,416DA,0,0,PWA   ,JT8D1        ,JT8   ,3,AIRLINE TRANSPORT,NULL,0,0,0
19800103012099I,03-JAN-80,HOUSTON,TX,WILLIAM P HOBBY,INCIDENT,NULL,NORMAL CRUISE,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,NULL,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,288Z ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,3800,900,0,0
19800103013299I,03-JAN-80,MINNEAPOLIS,MN,MINNEAPOLIS INTL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-18,BE-18-E18S,VIKING INTERNATIONAL AIRLINES INC,AIR TAXI OPERATOR- LARGE AIRCRAFT,AIR TAXI/COMMUTER,NULL,53S  ,0,0,PWA   ,R985AN14B    ,R985  ,2,AIRLINE TRANSPORT,2899,600,0,0
19800103013379I,03-JAN-80,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,NULL,ROLL-OUT (FIXED WING),PIPER,PA-32,PA-32-R300,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,30371,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,15540,1000,0,0
19800103013889I,03-JAN-80,WINDSOR LOCKS,CT,BRADLEY,INCIDENT,MINOR,FINAL APPROACH,PIPER,PA-31,NULL,CORPORATE AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,407CA,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,8389,961,0,0
19800104011989I,04-JAN-80,SAINT LOUIS,MO,SPIRIT OF ST LOUIS,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-401,CE-401-A,DICKMAN AVIATION,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,8299F,0,0,CONT  ,TSIO520E     ,O520  ,2,AIRLINE TRANSPORT,2125,725,0,0
19800104012019I,04-JAN-80,MIAMI,FL,NULL,INCIDENT,NULL,FINAL APPROACH,PIPER,PA-34,PA-34-200,NULL,INSTRUCTION,PILOT SCHOOLS,NULL,1466T,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1566,74,0,0
19800104012039I,04-JAN-80,TEMPLE,OK,NULL,INCIDENT,NULL,TAKEOFF GROUND ROLL,CESSNA,CE-140,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,2739N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,123,66,0,0
19800104012049I,04-JAN-80,OGDEN,UT,HILL AFB,INCIDENT,NULL,NORMAL CRUISE,BELL,BHT-206,BHT-206-L,KEY AIRLINES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,110LG,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4275,51,0,0
19800104013259I,04-JAN-80,CARACAS,NULL,NULL,INCIDENT,NULL,NORMAL CRUISE,MCDONNELL-DOUGLAS-BOEING,DC-10,30,VIASA,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,NULL,YV137,0,0,NULL,NULL,NULL,3,UNKNOWN/FOREIGN,NULL,0,0,0
19800104013389I,04-JAN-80,SPOKANE,WA,SPOKANE INTL,INCIDENT,NULL,CLIMB,GULSTM,GA-680,GA-680-FL,CHAPARRAL AIRLINES INC,AIR TAXI (SCHEDULED- NOT COMMUTER),AIR TAXI/COMMUTER,NULL,1198Z,0,0,LYC   ,IGSO540B1A   ,O540  ,2,COMMERCIAL PILOT,10000,2000,0,0
19800104013699I,04-JAN-80,HANCOCK,MI,HOUGHTON COUNTY MEMORIAL,INCIDENT,NULL,CLIMB,CESSNA,CE-150,CE-150-H,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,6532S,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,95,95,0,0
19800104013709I,04-JAN-80,PITTSBURGH,PA,NULL,INCIDENT,NULL,OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT,BOEING,707,NULL,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,745TW,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19800104013719I,04-JAN-80,DECKER,WY,NULL,INCIDENT,NULL,TOUCH AND GO LANDING,MAULE,M-5,M-5-210C,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,51563,0,0,NULL,NULL,NULL,1,STUDENT,50,40,0,0
19800105011789I,05-JAN-80,PUEBLO,CO,NULL,INCIDENT,NULL,CLIMB,AERO COMMANDER,JET COMMANDER 1121,NULL,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,100TR,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6700,410,0,0
19800105013409I,05-JAN-80,LAS VEGAS,NV,NULL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,LEARJET-BOMBARDIER,LEARJET 35,NULL,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,959AT,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2400,2400,0,0
19800105013419I,05-JAN-80,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,UNKNOWN,BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,496DA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19800105013439I,05-JAN-80,PORTLAND,ME,PORTLAND INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-18,BE-18-G18S,AEROAMERICA INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,9400Y,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,11000,2000,0,0
19800105013639I,05-JAN-80,RIVERTON,WY,RIVERTON MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-65,BE-65-80,AIR CHAPARRAL INC,BUSINESS,GENERAL OPERATING RULES,NULL,67031,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,9000,350,0,0
19800105013689I,05-JAN-80,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-310,CE-310-B,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,5491A,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,1600,250,0,0
19800106010459I,06-JAN-80,NULL,NULL,CA INTL,INCIDENT,UNKNOWN,NORMAL CRUISE,BOEING,727,200,PACIFIC SOUTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,558PS,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19800106010999I,06-JAN-80,CHAMPAIGN,IL,UNIVERSITY OF ILLINOIS-WILLARD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",FAIRCHILD,FRCHLD-22,FRCHLD-22-C7F,OZARK AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,4219 ,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,NULL,0,0,0
19800106011009I,06-JAN-80,MANSFIELD,OH,MANSFIELD LAHM RGNL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-150,CE-150-M,NULL,INSTRUCTION,GENERAL OPERATING RULES,NULL,8129U,0,0,NULL,NULL,NULL,1,STUDENT,22,22,0,0
19800106011019I,06-JAN-80,AKRON,OH,AKRON MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-150,CE-150-M,NULL,INSTRUCTION,GENERAL OPERATING RULES,NULL,704DZ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1060,510,0,0
19800106011029I,06-JAN-80,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),ISRAEL AIRCRAFT INDUSTRIES,WESTWIND,1124,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,29PC ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,20647,313,0,0
19800106011039I,06-JAN-80,VAN NUYS,CA,VAN NUYS,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BLANCA,BL-8,CHAMP-8-KCAB,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,50521,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,200,35,0,0
19800106011059I,06-JAN-80,BROOKVILLE,OH,BROOKVILLE AIR-PARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-33,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,333EG,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,850,95,0,0
19800106011069I,06-JAN-80,RENO,NV,RENO/STEAD,INCIDENT,NULL,NORMAL CRUISE,DE HAVILLAND-BOMBARDIER,DHC-2,NULL,NULL,OTHER,GENERAL OPERATING RULES,NULL,28378,1,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,7000,300,0,0
19800106011079I,06-JAN-80,BANGOR,ME,BANGOR MUNI,INCIDENT,NULL,NORMAL CRUISE,BOEING,707,NULL,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,28728,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19800107012059I,07-JAN-80,BUFFALO,NY,BUFFALO INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-18,BE-18-TC45J,KALITTA AIR LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,9231 ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,4200,2000,0,0
19800107012269I,07-JAN-80,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,MEXICANA AIRLINES,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,NULL,129NA,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19800107013429I,07-JAN-80,NULL,CA,NULL,INCIDENT,NULL,NORMAL CRUISE,MITSUBISHI,MU-2,NULL,NULL,OTHER,GENERAL OPERATING RULES,NULL,37MU ,0,0,ARSRCH,TPE3316251M  ,TPE331,2,AIRLINE TRANSPORT,10500,60,0,0
19800107013479I,07-JAN-80,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,NULL,FINAL APPROACH,LOCKHEED,L-1011 TRISTAR,NULL,TRANS WORLD AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,31021,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,0,0,0
19800107013489I,07-JAN-80,SHADYSIDE,OH,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-206,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,5EA  ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3200,100,0,0
19800107013659I,07-JAN-80,BLUEFIELD,WV,MERCER COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-23,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,6014Z,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,4174,6,0,0
19800107013669I,07-JAN-80,FORT YUKON,AK,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-170,CE-170-B,ARCTIC CIRCLE AIR SERVICE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,3486C,0,0,CONT  ,C1452        ,C145  ,1,COMMERCIAL PILOT,3500,300,0,0
19800108011949I,08-JAN-80,ROCHESTER,NY,MONROE COUNTY,INCIDENT,MINOR,NORMAL CRUISE,LOCKHEED,JETSTAR,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,NULL,22CH ,0,0,PWA   ,JT12A6       ,JT12  ,NULL,COMMERCIAL PILOT,15000,211,0,0
19800108011959I,08-JAN-80,NEW ORLEANS,LA,NEW ORLEANS INTL,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,DC-9,32,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,1291L,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19800108011969I,08-JAN-80,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,SUBSTANTIAL,STARTING ENGINES,GULSTM,GA-AA,GA-AA-5B,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,28308,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,987,280,0,0
19800108012089I,08-JAN-80,CHARLOTTE,NC,DOUGLAS,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-90,BE-90-C90,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,57JB ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,15000,3000,0,0
19800108013679I,08-JAN-80,GROSSE ILE,MI,GROSSE ILE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,6523P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,579,215,0,0
19800108014369I,08-JAN-80,NORTH RICHLAND HILLS,TX,FRENCH VALLEY,INCIDENT,NULL,IDLING ENGINES,GULSTM,GA-AA,GA-AA-5B,NULL,OTHER,GENERAL OPERATING RULES,NULL,28578,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,275,15,0,0
19800108014379I,08-JAN-80,TERRE HAUTE,IN,TERRE HAUTE INTL-HULMAN FIELD,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",SWEARINGEN-FAIRCHILD,SA-226,SA-226-TC,BRITT AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NULL,325BA,0,1,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6615,490,0,0
19800108014389I,08-JAN-80,PHILADELPHIA,PA,PHILADELPHIA INTL,INCIDENT,SUBSTANTIAL,TAKEOFF GROUND ROLL,CESSNA,CE-210,CE-210-L,NULL,EXECUTIVE,GENERAL OPERATING RULES,NULL,777NT,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2500,400,0,0
19800108014399I,08-JAN-80,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,NULL,MISSED APPROACH INSTRUMENT FLIGHT RULES,DOUG,DC-6,DC-6-B,PROFESSIONAL AIR CHARTER INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,NULL,1304S,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,5787,99,0,0
19800108014409I,08-JAN-80,CHAMBERLAIN,SD,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-310,CE-310-P,NULL,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NULL,5937M,0,0,CONT  ,IO470V       ,O470  ,2,COMMERCIAL PILOT,4000,450,0,0
19800108014419I,08-JAN-80,WORTHINGTON,MN,WORTHINGTON MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-32,PA-32-R300,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,7857F,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,3336,1500,0,0
19800108014429I,08-JAN-80,POMPANO BEACH,FL,POMPANO BEACH AIRPARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-152,NULL,NULL,INSTRUCTION,GENERAL OPERATING RULES,NULL,48785,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,20,16,0,0
19800108014469I,08-JAN-80,CHICAGO,IL,EVELYN SHARP FIELD,INCIDENT,NULL,TO ABORTED (FIXED WING),BOEING,727,NULL,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,131  ,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19800109011879I,09-JAN-80,BINGHAMTON,NY,GREATER BINGHAMTON/EDWIN A LINK FIELD,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-210,CE-210-T210L,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,4648Q,0,0,CONT  ,IO470E       ,O470  ,1,COMMERCIAL PILOT,2400,70,0,0
19800109011889I,09-JAN-80,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NULL,CLIMB,BOEING,727,NULL,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,995  ,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,NULL,0,0,0
19800109011909I,09-JAN-80,CHICAGO,IL,NULL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,31CF,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,8931E,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19800109011929I,09-JAN-80,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,NULL,TAKEOFF GROUND ROLL,CONVAIR-GENERAL DYNAMICS,CV-340,CV-340-580STC,REPUBLIC AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NULL,969N ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,0,0,0
19800109011939I,09-JAN-80,HOMESTEAD,FL,HOMESTEAD GENERAL AVIATION,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,4585J,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,12500,500,0,0
19800109014489I,09-JAN-80,JACKSONVILLE,FL,CRAIG MUNI,INCIDENT,NULL,CLIMB,PIPER,PA-34,PA-34-200T,NULL,BUSINESS,GENERAL OPERATING RULES,NULL,1576X,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,NULL,0,0,0
