aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20150110002369I,10-JAN-15,WACO,TX,WACO RGNL,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-35,BE-35-N35,NULL,NULL,GENERAL OPERATING RULES,NULL,675V ,0,0,CONT M,IO-470-N     ,NULL,1,COMMERCIAL PILOT,6100,3000,NULL,NULL
20150111018759I,11-JAN-15,NULL,NULL,NULL,INCIDENT,MINOR,LANDING: APPROACH,RAYTHEON,99,NULL,AVIATION PARTNERS OF BOYNTON BEACH LLC,NULL,AIR TAXI/COMMUTER,NULL,7994R,0,0,U/A CA,PT6A-20      ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,998,132,NULL,NULL
20150112000419I,12-JAN-15,JUNEAU,AK,JUNEAU INTL,INCIDENT,MINOR,LANDING: APPROACH,DE HAVILLAND-BOMBARDIER,DHC-2,NULL,KALININ AVIATION LLC,NULL,AIR TAXI/COMMUTER,NULL,4794C,0,0,P&W   ,R-985 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150113000679I,13-JAN-15,NULL,IL,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-P,NULL,NULL,GENERAL OPERATING RULES,NULL,62475,0,0,LYCOMI,O-320-D2J    ,320   ,1,PRIVATE PILOT,334,NULL,NULL,NULL
20150113001149I,13-JAN-15,LOUISVILLE,KY,LOUISVILLE INTL-STANDIFORD FIELD,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-90,BE-90-F90,NULL,NULL,GENERAL OPERATING RULES,NULL,98HA ,0,0,P&W CA,PT6A-60A     ,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2300,77,NULL,NULL
20150115000099I,15-JAN-15,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,GROUND-RAMP,CESSNA,CE-152,NULL,DEAN INTERNATIONAL CHARTERS LLC,NULL,GENERAL OPERATING RULES,NULL,25995,0,0,LYCOMI,0-235        ,L2C   ,1,PRIVATE PILOT,160,140,NULL,NULL
20150115000179I,15-JAN-15,EAST TROY,WI,EAST TROY MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,PIPER,PA-30,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,8207Y,0,0,LYCOMI,IO-320 SERIES,NULL,NULL,PRIVATE PILOT,1470,180,NULL,NULL
20150115000559I,15-JAN-15,BATAVIA,OH,CLERMONT COUNTY,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,NULL,GENERAL OPERATING RULES,NULL,33NT ,0,0,LYCOMI,O-360-F1A6   ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20150115000979I,15-JAN-15,MORENO VALLEY,CA,REDLANDS MUNI,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,ROBSIN,R-44,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,363SK,0,0,LYCOMI,O-540-F1B5   ,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7000,2500,NULL,NULL
20150115001549I,15-JAN-15,MINOT,ND,MINOT INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,1991Y,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,450,20,NULL,NULL
20150116000669I,16-JAN-15,PLATTSBURGH,NY,PLATTSBURGH INTL,INCIDENT,MINOR,TAXI,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,7187U,0,0,LYCOMI,I0360 SER    ,A1A   ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1500,1250,NULL,NULL
20150116002329I,16-JAN-15,SEMINOLE,OK,SEMINOLE MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-46,PA-46-350P,NULL,NULL,GENERAL OPERATING RULES,NULL,9250B,0,0,LYCOMI,TI0-540 SER  ,NULL,NULL,PRIVATE PILOT,1289,780,NULL,NULL
20150117000519I,17-JAN-15,WILLIAMSTOWN,WV,MID-OHIO VALLEY RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,BEECH,BE-35,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,4469V,0,0,CONT M,E185 SERIES  ,NULL,NULL,PRIVATE PILOT,662,364,NULL,NULL
20150117000719I,17-JAN-15,SEBRING,FL,SEBRING RGNL,INCIDENT,MINOR,TAXI,GLASAIR,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,991BW,0,0,AEROSP,IO375        ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150117000739I,17-JAN-15,HAMPTON,GA,CLAYTON COUNTY - TARA FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,NULL,GENERAL OPERATING RULES,NULL,1205T,0,0,LYCOMI,0-320 SERIES ,E3D   ,NULL,NULL,NULL,NULL,NULL,NULL
20150117000859I,17-JAN-15,GREENVILLE,SC,PALMETTO,INCIDENT,MINOR,LANDING: TOUCHDOWN,BELL,BHT-407,NULL,MED-TRANS CORPORATION,NULL,AIR TAXI/COMMUTER,NULL,407CR,0,0,ALLISO,250-C47      ,NULL,1,COMMERCIAL PILOT,4032,866,NULL,NULL
20150117001079I,17-JAN-15,PALM SPRINGS,CA,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,BEECH,BE-35,BE-35-B33,NULL,NULL,GENERAL OPERATING RULES,NULL,9710Y,0,0,CONT M,I0-470 SERIES,K     ,NULL,PRIVATE PILOT,1300,800,NULL,NULL
20150117001399I,17-JAN-15,BEDFORD,MA,LAURENCE G HANSCOM FLD,INCIDENT,MINOR,TAXI,CESSNA,CE-172,CE-172-S,EXECUTIVE FLYERS AVIATION,NULL,PILOT SCHOOLS,NULL,3509Q,0,0,LYCOMI,I0-360-B1E   ,NULL,1,PRIVATE PILOT FLIGHT INSTRUCTOR,500,300,NULL,NULL
20150117001899I,17-JAN-15,HAMPTON,GA,CLAYTON COUNTY - TARA FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,BEECH,BE-17,BE-17-D17S,NULL,NULL,GENERAL OPERATING RULES,NULL,59832,0,0,P&W   ,R-985 SERIES ,NULL,1,AIRLINE TRANSPORT,20000,12,NULL,NULL
20150117004509I,17-JAN-15,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,NONE,TAXI,BOEING,737,800,CARIBBEAN AIRLINES LIMITED,NULL,FOREIGN AIR CARRIER,NULL,NONE ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20150118000459I,18-JAN-15,NEWTON,KS,NEWTON-CITY-COUNTY,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-35,BE-35-P35,NULL,NULL,GENERAL OPERATING RULES,NULL,111YB,0,0,CONT M,I0-470 SERIES,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,9608,996,NULL,NULL
20150118001359I,18-JAN-15,TORRANCE,CA,ZAMPERINI FIELD,INCIDENT,MINOR,LANDING: ROLLOUT,YAKOVLEV,YAK-52,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,124YK,0,0,AMA/EX,AEROSTAR M-14,NULL,NULL,PRIVATE PILOT,867,273,NULL,NULL
20150119000139I,19-JAN-15,NULL,MS,OLIVE BRANCH,INCIDENT,MINOR,LANDING: TOUCHDOWN,NULL,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,504WB,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150119000159I,19-JAN-15,MIDLAND,TX,MIDLAND AIRPARK,INCIDENT,MINOR,LANDING: ROLLOUT,CESSNA,CE-210,CE-210-P210N,NULL,NULL,GENERAL OPERATING RULES,NULL,3896P,0,0,CONT M,TSIO-520 SER ,NULL,1,PRIVATE PILOT,500,200,NULL,NULL
20150119000409I,19-JAN-15,BISMARCK,ND,BISMARCK MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-H,NULL,NULL,GENERAL OPERATING RULES,NULL,8065L,0,0,CONT M,0-300 SER    ,NULL,1,STUDENT,64,64,NULL,NULL
20150119000959I,19-JAN-15,INGLIS,FL,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,CESSNA,CE-172,CE-172-H,NULL,NULL,GENERAL OPERATING RULES,NULL,8002L,0,0,CONT M,0-300 SER    ,N/A   ,1,AIRLINE TRANSPORT,10000,NULL,NULL,NULL
20150119002399I,19-JAN-15,LANCASTER,TX,LANCASTER RGNL,INCIDENT,MINOR,TAXI,CESSNA,CE-310,CE-310-L,NULL,NULL,GENERAL OPERATING RULES,NULL,3286X,0,0,CONT M,I0-470 SERIES,NULL,2,PRIVATE PILOT,575,25,NULL,NULL
20150120000209I,20-JAN-15,LOGAN,UT,LOGAN-CACHE,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28R,PA-28R-200,UTAH STATE UNIVERSITY,NULL,PILOT SCHOOLS,NULL,32749,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,184,31,NULL,NULL
20150120000219I,20-JAN-15,BROOMFIELD,CO,ROCKY MOUNTAIN METROPOLITAN,INCIDENT,NONE,LANDING: APPROACH,CESSNA,CE-210,CE-210-T210R,NULL,NULL,GENERAL OPERATING RULES,NULL,6542U,0,0,CONT M,TSIO-520 SER ,NULL,1,NULL,NULL,NULL,NULL,NULL
20150121000329I,21-JAN-15,SHELBY,NC,SHELBY-CLEVELAND COUNTY RGNL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CHAMP,CHAMP-7,CHAMP-7-AC,NULL,NULL,GENERAL OPERATING RULES,NULL,4221E,0,0,CONT M,A&C65 SERIES ,NULL,1,PRIVATE PILOT,1273,386,NULL,NULL
20150121000659I,21-JAN-15,GRANTHAM,NC,COX-GRANTHAM AIRFIELD,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,FLIGHT DESIGN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,2492F,0,0,ROTAX ,UL670BH14    ,UNKNOW,NULL,PRIVATE PILOT,476,180,NULL,NULL
20150121000779I,21-JAN-15,BARTOW,FL,BARTOW MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,LAKE,LA-4,LA-4-200,NULL,NULL,GENERAL OPERATING RULES,NULL,1065L,0,0,LYCOMI,I0360 SER    ,NULL,NULL,PRIVATE PILOT,NULL,NULL,NULL,NULL
20150121001089I,21-JAN-15,ONTARIO,CA,ONTARIO INTL,INCIDENT,NONE,TAXI,RAYTHEON,99,NULL,AMERIFLIGHT LLC,NULL,AIR TAXI/COMMUTER,NULL,1901 ,0,0,NULL,NULL,NULL,NULL,AIRLINE TRANSPORT,2040,358,NULL,NULL
20150122000359I,22-JAN-15,EVERETT,WA,SNOHOMISH COUNTY (PAINE FLD),INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,NULL,GENERAL OPERATING RULES,NULL,9114K,0,0,CONT M,TSIO-360 SER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150122000449I,22-JAN-15,WESTMINSTER,CO,NULL,INCIDENT,MINOR,MANEUVER,CESSNA,CE-206,CE-206-U206G,NULL,NULL,GENERAL OPERATING RULES,NULL,9957R,0,0,ROLLS ,C250         ,C20S  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
20150122000509I,22-JAN-15,CARRINGTON,ND,CARRINGTON MUNI,INCIDENT,MINOR,LANDING: ROLLOUT,BLANCA,BL-7,BL-7-ECA,NULL,NULL,GENERAL OPERATING RULES,NULL,5260 ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,675,86,NULL,NULL
20150122000789I,22-JAN-15,ARCTIC VILLAGE,AK,ARCTIC VILLAGE,INCIDENT,MINOR,TAKEOFF: DEPARTURE,CESSNA,CE-208,CE-208-B,TATONDUK OUTFITTERS LTD,NULL,AIR TAXI/COMMUTER,NULL,575JD,0,0,P&W   ,PT6A SER     ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5655,683,NULL,NULL
20150122001199I,22-JAN-15,NULL,NULL,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,RAYTHEON,1900,D,ERICKSON TRANSPORT INC,NULL,AIR TAXI/COMMUTER,NULL,105EV,0,0,P&W   ,PT6A SER     ,NULL,2,NULL,NULL,NULL,NULL,NULL
20150123000579I,23-JAN-15,AURORA,IL,AURORA MUNI,INCIDENT,MINOR,LANDING: APPROACH,BEECH,BE-300,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,73   ,0,0,P&W   ,PT6A SER     ,NULL,NULL,AIRLINE TRANSPORT,12151,10421,NULL,NULL
20150123000929I,23-JAN-15,OTTAWA,KS,OTTAWA MUNI,INCIDENT,MINOR,LANDING: APPROACH,AERONCA,BL-7,BL-7-BCM,NULL,NULL,GENERAL OPERATING RULES,NULL,2292S,0,0,CONT M,C85 SERIES   ,C85-8F,1,COMMERCIAL PILOT,1654,95,NULL,NULL
20150124000529I,24-JAN-15,CONCORD,NC,CONCORD RGNL,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-28,PA-28-161,NULL,NULL,GENERAL OPERATING RULES,NULL,2485X,0,0,LYCOMI,0-320 SERIES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150124000909I,24-JAN-15,DEKALB,IL,DE KALB TAYLOR MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,2557W,0,0,LYCOMI,I0360 SER    ,NULL,1,COMMERCIAL PILOT,1347,1129,NULL,NULL
20150124001309I,24-JAN-15,WICKENBURG,AZ,WICKENBURG MUNI,INCIDENT,MINOR,LANDING: TOUCHDOWN,PIPER,PA-28,PA-28-181,FLIGHT QUEST AVIATION INC,NULL,PILOT SCHOOLS,NULL,423PA,0,0,LYCOMI,0-360-A1D    ,NULL,NULL,STUDENT,58,48,NULL,NULL
20150124002429I,24-JAN-15,KIRBYVILLE,TX,KIRBYVILLE,INCIDENT,MINOR,TAKEOFF: CLIMB OUT,MOONEY,M-10,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,9522V,0,0,CONT M,C90 SERIES   ,NULL,1,PRIVATE PILOT,108,49,NULL,NULL
20150124003169I,24-JAN-15,HAWTHORNE,CA,JACK NORTHROP FIELD/HAWTHORNE MUNI,INCIDENT,MINOR,TAXI,PIPER,PA-44,PA-44-180,NULL,NULL,GENERAL OPERATING RULES,NULL,238AT,0,0,LYCOMI,O&VO-360 SER ,NULL,NULL,STUDENT,143,43,NULL,NULL
20150124004299I,24-JAN-15,SANFORD,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,CESSNA,CE-172,CE-172-P,AEROSIM FLIGHT ACADEMY,NULL,PILOT SCHOOLS,NULL,51996,0,0,LYCOMI,0-320 SERIES ,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,360,304,NULL,NULL
20150125000569I,25-JAN-15,WATERFORD,MI,OAKLAND COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,LUSCMB,LL-8,LL-8-E,NULL,NULL,GENERAL OPERATING RULES,NULL,1406K,0,0,CONT M,0-200        ,NULL,1,NULL,NULL,NULL,NULL,NULL
20150125000649I,25-JAN-15,SEATTLE,WA,BOEING FIELD/KING COUNTY INTL,INCIDENT,MINOR,LANDING: TOUCHDOWN,FLIGHT DESIGN,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,749CT,0,0,ROTAX ,912ULS       ,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20150126001319I,26-JAN-15,MESA,AZ,FALCON FLD,INCIDENT,NONE,TAKEOFF: CLIMB OUT,CESSNA,CITATION 550 II,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,90Z  ,0,0,P&W CA,JT15D-4      ,NULL,2,AIRLINE TRANSPORT,6800,32,NULL,NULL
20150127001279I,27-JAN-15,SAN DIEGO,CA,GILLESPIE FIELD,INCIDENT,SUBSTANTIAL,LANDING: ROLLOUT,NAVION,NAV-B,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,567K ,0,0,LYCOMI,GO-435C&D SER,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20150128000999I,28-JAN-15,SPARTANBURG,SC,SPARTANBURG DOWNTOWN MEMORIAL,INCIDENT,MINOR,LANDING: TOUCHDOWN,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,39GR ,0,0,AMA/EX,UNKNOWN ENG  ,NULL,NULL,PRIVATE PILOT,14000,600,NULL,NULL
20150128002279I,28-JAN-15,OSHKOSH,NE,GARDEN COUNTY,INCIDENT,MINOR,GROUND-RAMP,MAULE,M-7,M-7-260C,NULL,NULL,GENERAL OPERATING RULES,NULL,753DW,0,0,LYCOMI,IO-540-V4A5D ,NULL,NULL,COMMERCIAL PILOT,3500,600,NULL,NULL
20150129000869I,29-JAN-15,UMATILLA,FL,UMATILLA MUNI,INCIDENT,MINOR,DESCENT,VANS,NULL,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,654PJ,0,0,LYCOMI,O-360-A1A    ,72216 ,NULL,PRIVATE PILOT,1540,NULL,NULL,NULL
20150129000989I,29-JAN-15,WEST MILFORD,NJ,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,CESSNA,CE-150,CE-150-M,NULL,NULL,GENERAL OPERATING RULES,NULL,704HQ,0,0,CONT M,0-200 SERIES ,N/A   ,1,PRIVATE PILOT,258,32,NULL,NULL
20150129002239I,29-JAN-15,ZELIENOPLE,PA,ZELIENOPLE MUNI,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CITATIONJET (C525),B,HOLMAN LEASING SYSTEMS INC,NULL,GENERAL OPERATING RULES,NULL,614B ,0,0,WILLIA,FJ 44 SERIES ,NULL,2,AIRLINE TRANSPORT,18981,3134,NULL,NULL
20150129002559I,29-JAN-15,CLINTON,OK,INTEGRIS CLINTON RGNL HOSPITAL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,BELL,BHT-407,NULL,AIR EVAC EMS INC,NULL,AIR TAXI/COMMUTER,NULL,495AE,0,0,ALLISO,250-C47      ,NULL,1,COMMERCIAL PILOT,3638,311,NULL,NULL
20150130000629I,30-JAN-15,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,MINOR,LANDING: APPROACH,CESSNA,CE-208,CE-208-B,EMPIRE AIRLINES INC,NULL,AIR TAXI/COMMUTER,NULL,720FX,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,16000,12000,NULL,NULL
20150130000759I,30-JAN-15,MINOT,ND,NULL,INCIDENT,MINOR,CRUISE-LEVEL FLIGHT,MOONEY,M-20,M-20-E,NULL,NULL,GENERAL OPERATING RULES,NULL,1991Y,0,0,LYCOMI,I0360 SER    ,NULL,1,PRIVATE PILOT,450,20,NULL,NULL
20150130001389I,30-JAN-15,SCRIBNER,NE,SCRIBNER STATE,INCIDENT,MINOR,LANDING: APPROACH,PIPER,PA-24,PA-24-250,NULL,NULL,GENERAL OPERATING RULES,NULL,6800P,0,0,LYCOMI,0-540 SERIES ,NULL,NULL,COMMERCIAL PILOT,1888,126,NULL,NULL
20150130001909I,30-JAN-15,ATLANTA,GA,FULTON COUNTY AIRPORT-BROWN FIELD,INCIDENT,MINOR,LANDING: TOUCHDOWN,CANADAIR-BOMBARDIER,CRJ REGIONAL JET,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,905MT,0,0,HONEYW,AS907-1-1A   ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7500,800,NULL,NULL
20150201001039I,01-FEB-15,PENN VALLEY,CA,NULL,INCIDENT,NONE,CRUISE-LEVEL FLIGHT,ALON,ALON-415,ALON-415-A2,NULL,NULL,GENERAL OPERATING RULES,NULL,989T ,0,0,CONT M,C90 SERIES   ,NULL,1,NULL,NULL,NULL,NULL,NULL
20150201001329I,01-FEB-15,DEER VALLEY,AZ,PHOENIX DEER VALLEY,INCIDENT,NONE,TAXI,GULFSTREAM AEROSPACE,GULFSTREAM IV,NULL,NULL,NULL,GENERAL OPERATING RULES,NULL,458X ,0,0,ROLLS-,TAY 611-8C   ,NULL,NULL,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
