aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20080220013839I,20-FEB-08,CEDAR KEY,FL,GEORGE T LEWIS,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-320,CE-320-D,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4123T,0,0,CONT  ,GTSIO520C    ,O520  ,2,PRIVATE PILOT,620,27,NULL,NULL
20080221010619I,21-FEB-08,GREENWOOD,MS,GREENWOOD-LEFLORE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-R,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,5008J,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,7000,6500,NULL,NULL
20080221011969I,21-FEB-08,DAVIS,CA,UNIVERSITY,INCIDENT,NONE,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-P,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,64040,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,0,NULL,NULL
20080221012259I,21-FEB-08,NULL,AK,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,DE HAVILLAND-BOMBARDIER,DHC-3,NULL,BALD MOUNTAIN AIR SERVICE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,104BM,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,5400,750,NULL,NULL
20080221012499I,21-FEB-08,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-58,NULL,FLIGHT EXPRESS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,93DF ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3600,1100,NULL,NULL
20080221012919I,21-FEB-08,DELMONT,NJ,NULL,INCIDENT,NONE,NORMAL CRUISE,BUTTERHOF,GINNY B,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,349E ,0,0,AMTR  ,EA81         ,SUBARU,NULL,PRIVATE PILOT,115,115,NULL,NULL
20080222010869I,22-FEB-08,EASTLAND,TX,EASTLAND MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-30,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,8147Y,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2000,1000,NULL,NULL
20080222011359I,22-FEB-08,SEELEY LAKE,MT,SEELEY LAKE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),LANCAIR,LC-41,LC-41-550FG,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1554G,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,185,40,NULL,NULL
20080222011959I,22-FEB-08,HEALDSBURG,CA,NULL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-182,CE-182-T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6230G,0,0,LYC   ,TIO540*      ,O540  ,1,PRIVATE PILOT,301,60,NULL,NULL
20080222012039I,22-FEB-08,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),MCDONNELL-DOUGLAS-BOEING,DC-10,30AF,FEDERAL EXPRESS CORP,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,317FE,0,0,NULL,NULL,NULL,3,AIRLINE TRANSPORT,2600,2250,NULL,NULL
20080222013749I,22-FEB-08,TITUSVILLE,FL,NULL,INCIDENT,NONE,PRACTICE TRAINING MENEUVERS,HUGHES,HU-269,HU-269-C1,BRISTOW ACADEMY,INSTRUCTION,GENERAL OPERATING RULES,NONE,1658X,0,0,LYC   ,HIO360G1A    ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,350,300,NULL,NULL
20080222832319I,22-FEB-08,JUNEAU,WI,DODGE COUNTY,INCIDENT,MINOR,TAKEOFF GROUND ROLL,PIPER,PA-34,PA-34-220T,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,113GD,0,0,CONT  ,TSIO360*     ,O360  ,2,NULL,6100,500,NULL,NULL
20080222839409I,22-FEB-08,ORLANDO,FL,ORLANDO INTL,INCIDENT,NONE,DESCENT,BOEING,737,700,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,551WN,0,1,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080223010529I,23-FEB-08,NEW BERN,NC,COASTAL CAROLINA REGIONAL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-414,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1660T,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,3125,1000,NULL,NULL
20080223011439I,23-FEB-08,DENTON,TX,DENTON MUNI,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,852AT,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,0,0,NULL,NULL
20080223013919I,23-FEB-08,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-90,BE-90-C90A,LIBERTY AIR MANAGEMENT,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,970P ,0,0,PWA   ,PT6*         ,PT6   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,24300,136,NULL,NULL
20080223833139I,23-FEB-08,FOND DU LAC,WI,FOND DU LAC COUNTY,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,952C ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,470,220,NULL,NULL
20080224012649I,24-FEB-08,MELFA,VA,ACCOMACK COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-F,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3546N,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,437,11,NULL,NULL
20080224012929I,24-FEB-08,MORRISVILLE,VT,MORRISVILLE-STOWE STATE,INCIDENT,SUBSTANTIAL,TO INITIAL CLIMB (1ST POWER REDUCTION),PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4133J,0,1,NULL,NULL,NULL,1,PRIVATE PILOT,242,140,NULL,NULL
20080224013329I,24-FEB-08,WORCESTER,MA,WORCESTER RGNL,INCIDENT,NONE,NORMAL CRUISE,CESSNA,CITATIONJET (C525),NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,525WC,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,2450,960,NULL,NULL
20080224013409I,24-FEB-08,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",EMBRAER,170,SE,SHUTTLE AMERICA CORPORATION,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,637RW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5120,1501,NULL,NULL
20080224013419I,24-FEB-08,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,AIRBUS,A319,130,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,837UA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5454,146,NULL,NULL
20080224832219I,24-FEB-08,BOCA RATON,FL,BOCA RATON,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-31,PA-31-T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,68BJ ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,6500,500,NULL,NULL
20080224832619I,24-FEB-08,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,NORMAL CRUISE,HS-BAE SYSTEMS,125-HAWKER,700,SC AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,210RK,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080224833059I,24-FEB-08,COOLIDGE,AZ,COOLIDGE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28R,PA-28R-201,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,889TW,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2424,78,NULL,NULL
20080225013039I,25-FEB-08,GRAND CANYON,AZ,GRAND CANYON NATIONAL PARK,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",FAIRCHILD-DORNIER,328,100,VISION AIRLINES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,330MX,0,0,PWA   ,PW119B       ,119   ,2,AIRLINE TRANSPORT,4245,779,NULL,NULL
20080226012989I,26-FEB-08,NULL,AZ,LAKE HAVASU CITY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LANCAIR,LC-4,P,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,128BM,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2970,200,NULL,NULL
20080226013819I,26-FEB-08,ORLANDO,FL,EXECUTIVE,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,RUTAN,LONGEZ,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2617Z,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,1200,359,NULL,NULL
20080226832919I,26-FEB-08,NARITA,NULL,NULL,INCIDENT,NONE,NORMAL CRUISE,BOEING,747,400,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,671US,0,0,NULL,NULL,NULL,4,NULL,0,0,NULL,NULL
20080227010559I,27-FEB-08,PHOENIX,AZ,PHOENIX DEER VALLEY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CIRRUS,CIRRUS-SR,CIRRUS-SR-22,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,318SV,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,354,0,NULL,NULL
20080227011119I,27-FEB-08,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-76,NULL,RIVERSIDE FLIGHT CENTER INC,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,3812C,0,0,LYC   ,O360*        ,O360  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1030,290,NULL,NULL
20080227012029I,27-FEB-08,ERIE,CO,ERIE MUNI,INCIDENT,NONE,FORCED LANDING,ENSTRM,ENSTRM-280,ENSTRM-280-FX,NULL,OTHER,GENERAL OPERATING RULES,NONE,285SH,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,830,26,NULL,NULL
20080228011429I,28-FEB-08,LEXINGTON,KY,BLUE GRASS,INCIDENT,MINOR,TAKEOFF GROUND ROLL,PIPER,PA-30,NULL,NORTHEAST AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,7656Y,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2100,93,NULL,NULL
20080228013929I,28-FEB-08,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CANADAIR-BOMBARDIER,CHALLENGER,600,SKYWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,979SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3140,2116,NULL,NULL
20080228837159I,28-FEB-08,BIG SANDY,TX,ALERT FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-J,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,3309S,0,0,CONT  ,IO520J       ,O520  ,1,PRIVATE PILOT,270,26,NULL,NULL
20080229011659I,29-FEB-08,LIBERAL,KS,LIBERAL MID-AMERICA RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,95MT ,0,0,CONT  ,IO520*       ,O520  ,NULL,COMMERCIAL PILOT FLIGHT INSTRUCTOR,800,60,NULL,NULL
20080229011689I,29-FEB-08,MIDLAND,TX,MIDLAND INTL,INCIDENT,SUBSTANTIAL,FINAL APPROACH,BLANCA,BL-17,BL-17-30A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9533E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,249,6,NULL,NULL
20080229011869I,29-FEB-08,BEDFORD,MA,LAURENCE G HANSCOM FLD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-44,PA-44-180,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,190ND,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,636,37,NULL,NULL
20080229012049I,29-FEB-08,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-340,CE-340-A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,340KY,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,0,0,NULL,NULL
20080229833889I,29-FEB-08,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-9,32,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,967N ,0,0,PWA   ,JT8D9A       ,JT8   ,2,NULL,0,0,NULL,NULL
20080301011179I,01-MAR-08,ANDREWS,TX,ANDREWS COUNTY,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-182,CE-182-TR,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,73622,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,890,682,NULL,NULL
20080301011389I,01-MAR-08,HAMMOND,LA,HAMMOND NORTHSHORE RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5262F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,400,200,NULL,NULL
20080301011729I,01-MAR-08,LIBERTY,TX,LIBERTY MUNI,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-210,CE-210-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9714X,0,0,CONT  ,IO470*       ,O470  ,1,AIRLINE TRANSPORT,19500,1200,NULL,NULL
20080301012449I,01-MAR-08,SAINT LOUIS,MO,SPIRIT OF ST LOUIS,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-560,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,561JS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,9500,4800,NULL,NULL
20080301012782I,01-MAR-08,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,652SW,0,0,GE    ,CFM56*       ,CFM56 ,2,AIRLINE TRANSPORT,16250,10980,NULL,NULL
20080301012821I,01-MAR-08,DALLAS,TX,DALLAS LOVE FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,700,SOUTHWEST AIRLINES CO,NULL,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,741SA,0,0,GE    ,CFM56*       ,CFM56 ,2,AIRLINE TRANSPORT,23000,14500,NULL,NULL
20080301832059I,01-MAR-08,FORT PIERCE,FL,ST LUCIE COUNTY INTL,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),PIPER,PA-23,PA-23-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,661SC,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,10000,10,NULL,NULL
20080301832669I,01-MAR-08,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NONE,DESCENT,CESSNA,CE-560,NULL,NETJETS AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,312QS,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080301832699I,01-MAR-08,SAVANNA,IL,TRI-TOWNSHIP,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-65,BE-65-80D,NULL,OTHER,GENERAL OPERATING RULES,UNKNOWN,3250Q,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,550,30,NULL,NULL
20080301832719I,01-MAR-08,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,NONE,NORMAL CRUISE,AIRBUS,A320,210,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,331NW,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080301841479I,01-MAR-08,TAMPA,FL,TAMPA EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,117RF,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,3000,60,NULL,NULL
20080302012329I,02-MAR-08,HAYWARD,CA,HAYWARD EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-23,BE-23-C24R,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,60097,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,600,470,NULL,NULL
20080303011109I,03-MAR-08,BAKERSFIELD,CA,MEADOWS FIELD,INCIDENT,NONE,CLIMB,CANADAIR-BOMBARDIER,CHALLENGER,600,MESA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,17231,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10000,4000,NULL,NULL
20080303011639I,03-MAR-08,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NONE,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,CANADAIR-BOMBARDIER,CHALLENGER,600,MESA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,75995,0,0,GE    ,CF34*        ,CF34  ,2,NULL,0,0,NULL,NULL
20080303011899I,03-MAR-08,VAN NUYS,CA,VAN NUYS,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-34,PA-34-200T,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,44730,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5500,100,NULL,NULL
20080303012519I,03-MAR-08,NEW BEDFORD,MA,NEW BEDFORD RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MAULE,M-4,M-4-210,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9807M,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,663,187,NULL,NULL
20080303836449I,03-MAR-08,GEORGETOWN,SC,GEORGETOWN COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-206,CE-206-P206H,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,23207,0,0,LYC   ,TIO540*      ,O540  ,1,AIRLINE TRANSPORT,21310,695,NULL,NULL
20080304011419I,04-MAR-08,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,NONE,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-P,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,66979,0,0,NULL,NULL,NULL,1,STUDENT,27,27,NULL,NULL
20080304013029I,04-MAR-08,MOUNTAIN VIEW,CA,MOFFETT FEDERAL AFLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-V35B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,317CH,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,0,1000,NULL,NULL
20080304832739I,04-MAR-08,NULL,NULL,NULL,INCIDENT,NONE,NORMAL CRUISE,AIRBUS,A319,110,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,333NB,0,6,NULL,NULL,NULL,2,AIRLINE TRANSPORT,0,0,NULL,NULL
20080305011449I,05-MAR-08,EATONVILLE,WA,SWANSON,INCIDENT,SUBSTANTIAL,"GROUND TAXI, OTHER AIRPLANE",KITFOX,KITFOX,SERIES5,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,910MK,0,1,AMTR  ,O200         ,CUSHMN,1,PRIVATE PILOT,136,0,NULL,NULL
20080305012879I,05-MAR-08,MANASSAS,VA,MANASSAS RGNL/HARRY P. DAVIS FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,201HB,0,0,LYC   ,IO360LYC*    ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,3100,60,NULL,NULL
20080305013759I,05-MAR-08,ORLANDO,FL,ORLANDO SANFORD INTL,INCIDENT,MINOR,PRACTICE TRAINING MENEUVERS,PIPER,PA-44,PA-44-180,DELTA CONNECTION,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,167CA,0,0,LYC   ,O360*        ,O360  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1181,399,NULL,NULL
20080305831689I,05-MAR-08,NANTUCKET,MA,NANTUCKET MEMORIAL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,CESSNA,CE-402,CE-402-C,NANTUCKET SHUTTLE INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,810BW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3680,1000,NULL,NULL
20080306011369I,06-MAR-08,SALT LAKE CITY,UT,SOUTH VALLEY RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28RT,PA-28RT-201,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2842T,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,368,12,NULL,NULL
20080306013359I,06-MAR-08,TALLULAH,LA,SCOTT,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),GRUMAN,G-164,G-164-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,54229,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,1121,8,NULL,NULL
20080306013769I,06-MAR-08,LAKE CITY,SC,LAKE CITY MUNI CJ EVANS FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,ARION,LIGHTNING,LS1,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,17EF ,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,35348,215,NULL,NULL
20080306833089I,06-MAR-08,BISMARCK,ND,BISMARCK MUNI,INCIDENT,NONE,NORMAL CRUISE,CESSNA,CE-414,CE-414-A,BISMARCK AIR MEDICAL LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,901BA,0,0,NULL,NULL,NULL,2,NULL,0,0,NULL,NULL
20080307011929I,07-MAR-08,MESA,AZ,FALCON FLD,INCIDENT,MINOR,FINAL APPROACH,DIAMOND,DIAMOND-20,DIAMOND-20-C1,SABENA AIRLINE TRAINING CENTER,INSTRUCTION,GENERAL OPERATING RULES,NONE,523MK,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,385,33,NULL,NULL
20080307012399I,07-MAR-08,COLUMBUS,OH,PORT COLUMBUS INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,737,300,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,77303,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,14287,7186,NULL,NULL
20080307013739I,07-MAR-08,NULL,CA,NULL,INCIDENT,NONE,NORMAL CRUISE,CESSNA,CITATION X (C750),NULL,NULL,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,934QS,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,2713,1487,NULL,NULL
20080307832809I,07-MAR-08,AGUA CALIENTE,CA,AGUA CALIENTE,INCIDENT,SUBSTANTIAL,LEVEL OFF TOUCHDOWN,BLANCA,BL-17,BL-17-30A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4181B,0,0,CONT  ,IO520*       ,O520  ,1,AIRLINE TRANSPORT,26000,180,NULL,NULL
20080308011619I,08-MAR-08,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,200,SKY KING INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,326DL,0,0,PWA   ,JT8D*        ,JT8   ,2,NULL,0,0,NULL,NULL
20080308012509I,08-MAR-08,LINCOLN,NE,NULL,INCIDENT,NONE,NORMAL CRUISE,CESSNA,CE-208,CE-208-B,BARON AVIATION SERVICES INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,957FE,0,0,PWA   ,PT6A114      ,PT6   ,1,NULL,0,0,NULL,NULL
20080308832979I,08-MAR-08,MILWAUKEE,WI,GENERAL MITCHELL INTL,INCIDENT,NONE,ROLL-OUT (FIXED WING),MCDONNELL-DOUGLAS-BOEING,DC-9,51,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,768NC,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7809,7438,NULL,NULL
