aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20010128002529I,28-JAN-01,LINCOLN PARK,NJ,LINCOLN PARK,INCIDENT,MINOR,ROLL-OUT (FIXED WING),DIAMOND,DIAMOND-20,DIAMOND-20-A1,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,925JS,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,59,35,NULL,NULL
20010128002689I,28-JAN-01,WILMINGTON,DE,NEW CASTLE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-R,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,58FR ,0,0,LYC   ,O540*        ,O540  ,1,COMMERCIAL PILOT,4000,300,NULL,NULL
20010128002849I,28-JAN-01,HAZLETON,PA,HAZLETON MUNI,INCIDENT,NONE,ROLL-OUT (FIXED WING),PIPER,PA-28R,PA-28R-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3720T,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,260,145,NULL,NULL
20010128002869I,28-JAN-01,ALBANY,NY,ALBANY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-D,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,1923Y,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,550,405,NULL,NULL
20010128003749I,28-JAN-01,PEACHTREE CITY,GA,ATLANTA RGNL FALCON FIELD,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-34,PA-34-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,5296T,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,684,109,NULL,NULL
20010128013939I,28-JAN-01,SHIRLEY,NY,BROOKHAVEN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4561S,0,0,CONT  ,IO470*       ,O470  ,2,PRIVATE PILOT,2600,400,NULL,NULL
20010129000859I,29-JAN-01,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,MINOR,DESCENT,DE HAVILLAND-BOMBARDIER,DASH 8,200,HORIZON AIR INDUSTRIES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,363PH,0,0,PWA   ,PW123        ,PW120 ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20010129001489I,29-JAN-01,BEDFORD,MA,LAURENCE G HANSCOM FLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-S,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,888PD,0,0,LYC   ,IO540*       ,O540  ,1,PRIVATE PILOT,400,350,NULL,NULL
20010129001759I,29-JAN-01,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-208,CE-208-B,CORPORATE AIR,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,846FE,0,0,PWA   ,PT6A114      ,PT6   ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2200,90,NULL,NULL
20010129004399I,29-JAN-01,CHUGIAK,AK,BIRCHWOOD,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-185,CE-185-E,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,70020,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4988,3000,NULL,NULL
20010129011559I,29-JAN-01,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,NULL,NORMAL CRUISE,BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3697A,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20010129012859I,29-JAN-01,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,NONE,"GROUND TAXI, OTHER AIRPLANE",PIPER,PA-34,PA-34-200T,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8186R,0,0,CONT  ,TSIO360*     ,O360  ,2,PRIVATE PILOT,3000,450,NULL,NULL
20010130001449I,30-JAN-01,FORT COLLINS,CO,FORT COLLINS DOWNTOWN,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-95,BE-95-B55,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,717L ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,18000,120,NULL,NULL
20010130001829I,30-JAN-01,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FINAL APPROACH,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,931CA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,22500,NULL,NULL,NULL
20010131001019I,31-JAN-01,OZARK,AL,BLACKWELL FIELD,INCIDENT,MINOR,SIMULATED FORCED LANDING FINAL APPROACH,CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,6411V,0,0,LYC   ,O360F1A6     ,O360  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,6649,49,NULL,NULL
20010131005419I,31-JAN-01,MINNEAPOLIS,MN,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,INCIDENT,MINOR,NORMAL CRUISE,PIAGIO,P-180,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,705PA,0,0,PWA   ,PT6*         ,PT6   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14000,210,NULL,NULL
20010131007699I,31-JAN-01,WELLSTON,OK,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-S35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6120V,0,0,CONT  ,IO520*       ,O520  ,1,PRIVATE PILOT,4100,10,NULL,NULL
20010201000679I,01-FEB-01,MORGANFIELD,KY,NULL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",VANS,RV-4,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,43530,0,0,LYC   ,O320*        ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,5000,80,NULL,NULL
20010201002029I,01-FEB-01,SAN LUIS OBISPO,CA,SAN LUIS COUNTY RGNL,INCIDENT,MINOR,TO ABORTED (FIXED WING),ISRAEL AIRCRAFT INDUSTRIES,WESTWIND,1124A,RUSTON AVIATION INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,437SJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,25000,2150,NULL,NULL
20010201003659I,01-FEB-01,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,757,200,CANADA 3000 AIRLINES LIMITED,SUPPLEMENTAL OR COMMERCIAL OPERATOR,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,CFX0F,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010201007149I,01-FEB-01,TEHACHAPI,CA,TEHACHAPI MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-M,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,9120D,0,0,LYC   ,TIO540*      ,O540  ,1,PRIVATE PILOT,6000,4500,NULL,NULL
20010202000989I,02-FEB-01,GADSDEN,AL,NORTHEAST ALABAMA RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CITATIONJET (C525),NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,242LJ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,5700,1200,NULL,NULL
20010202001559I,02-FEB-01,NEW YORK,NY,WEST 30TH ST.,INCIDENT,MINOR,HOVERING,SKRSKY,S-76,S-76-C,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,95LT ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,6100,1250,NULL,NULL
20010202002339I,02-FEB-01,CULLMAN,AL,FOLSOM FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-182,CE-182-F,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,3118U,0,0,CONT  ,O470*        ,O470  ,1,STUDENT,30,30,NULL,NULL
20010202002549I,02-FEB-01,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,CLIMB,ATR,ATR 42,300,EXPRESSJET AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,93840,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010202002829I,02-FEB-01,FAIRFIELD,NJ,NULL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),LAKE,LA-4,LA-4-200,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3ZQ  ,0,0,LYC   ,IO360A1B     ,O360  ,1,NULL,NULL,NULL,NULL,NULL
20010202002839I,02-FEB-01,PARKERSBURG,WV,MID-OHIO VALLEY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-140,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,371SA,0,0,NULL,NULL,NULL,1,STUDENT,55,55,NULL,NULL
20010202005399I,02-FEB-01,DULUTH,MN,SKY HARBOR,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,6065W,0,0,LYC   ,O320E2A      ,O320  ,1,PRIVATE PILOT,320,146,NULL,NULL
20010203001499I,03-FEB-01,BEVERLY,MA,BEVERLY MUNI,INCIDENT,MINOR,GO ROUND (ABORTED VISUAL FLIGHT RULES),PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2159H,0,0,LYC   ,O320*        ,O320  ,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,700,550,NULL,NULL
20010203002619I,03-FEB-01,STATE COLLEGE,PA,UNIVERSITY PARK,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,COMAIR INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,721CA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3590,1920,NULL,NULL
20010203003409I,03-FEB-01,CHANDLER,AZ,CHANDLER MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-34,PA-34-200,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,15120,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,900,74,NULL,NULL
20010203005149I,03-FEB-01,SANDUSKY,OH,GRIFFING SANDUSKY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-172,CE-172-N,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2232E,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,135,18,NULL,NULL
20010204001419I,04-FEB-01,GRASS VALLEY,CA,NEVADA COUNTY AIR PARK,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-23,BE-23-C24R,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,67079,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8200,15,NULL,NULL
20010204005939I,04-FEB-01,RENO,NV,NULL,INCIDENT,NULL,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,MD-80,83,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,832RA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010205006679I,05-FEB-01,YEEHAW JUNCTION,FL,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-24,PA-24-250,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7050P,0,0,LYC   ,O540*        ,O540  ,1,PRIVATE PILOT,125,100,NULL,NULL
20010205009369I,05-FEB-01,MARCO ISLAND,FL,MARCO ISLAND,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-50,BE-50-C50,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3779B,0,0,LYC   ,GO480*       ,O480  ,2,PRIVATE PILOT,NULL,NULL,NULL,NULL
20010205033319I,05-FEB-01,ANGLETON,TX,TEXAS GULF COAST RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-7,NULL,FLETCHER AVIATION,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,741GA,0,0,LYC   ,O320D1D      ,O320  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1150,185,NULL,NULL
20010206005269I,06-FEB-01,MONMOUTH,IL,MONMOUTH MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-161,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,9745C,0,0,NULL,NULL,NULL,1,STUDENT,50,50,NULL,NULL
20010206005439I,06-FEB-01,SPRINGFIELD,IL,ABRAHAM LINCOLN CAPITAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7625W,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,540,500,NULL,NULL
20010207000929I,07-FEB-01,EASTMAN,GA,HEART OF GEORGIA RGNL,INCIDENT,SUBSTANTIAL,ROLL-OUT (FIXED WING),CESSNA,CE-188,CE-188-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9073R,0,0,CONT  ,IO520D       ,O520  ,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20010113005139I,13-JAN-01,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,NULL,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,UNKNO,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010114000379I,14-JAN-01,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,NORMAL CRUISE,BOEING,737,200,RYAN INTERNATIONAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,54SW ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4200,818,NULL,NULL
20010114000619I,14-JAN-01,ARECIBO,PR,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7446X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,185,50,NULL,NULL
20010115000119I,15-JAN-01,HAMPTON,GA,CLAYTON COUNTY - TARA FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,NAMER,SNJ-4,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,299FM,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1488,300,NULL,NULL
20010115000629I,15-JAN-01,JACKSON,MS,HAWKINS FIELD,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-172,CE-172-M,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9556V,0,0,LYC   ,O320*        ,O320  ,1,PRIVATE PILOT,102,55,NULL,NULL
20010115001529I,15-JAN-01,TWO HARBORS,MN,RICHARD B HELGESON,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-200,BE-200-B200,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,877RC,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7500,1400,NULL,NULL
20010115002309I,15-JAN-01,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,324DL,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010116000419I,16-JAN-01,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),NULL,NULL,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,929V ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,518,20,NULL,NULL
20010116000999I,16-JAN-01,HOLLYWOOD,FL,NORTH PERRY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-300,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2461M,0,0,LYC   ,IO540K1G5    ,O540  ,1,PRIVATE PILOT,140,9,NULL,NULL
20010116001519I,16-JAN-01,EVELETH,MN,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BLANCA,BL-7,BL-7-AC,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3722E,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,1233,339,NULL,NULL
20010116002109I,16-JAN-01,INDIANOLA,MS,INDIANOLA MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-414,CE-414-A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2689D,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010116004249I,16-JAN-01,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,MCDONNELL-DOUGLAS-BOEING,DC-8,71C,EMERY WORLDWIDE AIRLINES INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8084U,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20010117000589I,17-JAN-01,PANAMA CITY,FL,PANAMA CITY-BAY CO INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,CESSNA,CE-172,CE-172-K,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,46385,0,0,NULL,NULL,NULL,1,STUDENT,14,14,NULL,NULL
20010117001009I,17-JAN-01,HUTCHINSON,KS,HUTCHINSON MUNI,INCIDENT,NULL,NORMAL CRUISE,PIPER,PA-31,PA-31-350,GREEN MOUNTAIN AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,27319,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010117008719I,17-JAN-01,PHOENIX,AZ,PHOENIX DEER VALLEY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,HISPANO,HA-200,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3179Z,0,0,TMECA ,MARBORE*     ,MARBOR,1,COMMERCIAL PILOT,5150,20,NULL,NULL
20010117012849I,17-JAN-01,PEORIA,IL,GENERAL DOWNING - PEORIA INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),MCDONNELL-DOUGLAS-BOEING,DC-8,71C,EMERY WORLDWIDE AIRLINES INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8177U,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,8500,6500,NULL,NULL
20010118001399I,18-JAN-01,BURLINGTON,WA,SKAGIT RGNL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-31,PA-31-350,WEST ISLE AIR INC,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,27472,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,4100,50,NULL,NULL
20010118002729I,18-JAN-01,CHARLESTON,WV,YEAGER,INCIDENT,NULL,CLIMB,EMBRAER,ERJ-145,LR,AMERICAN EAGLE AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,647AE,0,0,ALLSN ,AE3007A      ,AE300 ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,13010,NULL,NULL,NULL
20010118005069I,18-JAN-01,WICHITA,KS,WICHITA MID-CONTINENT,INCIDENT,NULL,NORMAL CRUISE,BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,UNKNOWN,635SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,NULL,NULL,NULL,NULL
20010118005329I,18-JAN-01,MUSKEGON,MI,MUSKEGON COUNTY,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-58,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3162W,0,0,CONT  ,IO520CB      ,O520  ,2,NULL,NULL,NULL,NULL,NULL
20010119000139I,19-JAN-01,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MCDONNELL-DOUGLAS-BOEING,MD-90,30,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,902DA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010119000269I,19-JAN-01,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,TO ABORTED (FIXED WING),RAYTHEON,1900,D,AIR MIDWEST INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,165YV,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20010119006299I,19-JAN-01,GLENDALE,AZ,GLENDALE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,DIAMOND,DIAMOND-20,DIAMOND-20-C1,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,953CT,0,0,CONT  ,IO240B       ,O240  ,1,PRIVATE PILOT,255,20,NULL,NULL
