aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
20020102003009I,02-JAN-02,CORONA,CA,CORONA MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-35,BE-35-S35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,200BW,0,0,CONT  ,IO550*       ,O550  ,1,COMMERCIAL PILOT,1500,400,NULL,NULL
20020103005889I,03-JAN-02,EL PASO,TX,EL PASO INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,757,200,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,642AA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020103038769I,03-JAN-02,JACKSONVILLE,FL,JACKSONVILLE INTL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,1900,D,AIR MIDWEST INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,242YV,0,0,PWA   ,PT6A67D      ,PT6   ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,19000,16500,NULL,NULL
20020104000659I,04-JAN-02,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,NULL,CLIMB,DE HAVILLAND-BOMBARDIER,DASH 8,100,ALLEGHENY AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,838EX,0,0,PWA   ,PW120        ,120   ,2,NULL,NULL,NULL,NULL,NULL
20020104001569I,04-JAN-02,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,NULL,NORMAL CRUISE,EMBRAER,ERJ-145,NULL,AMERICAN EAGLE AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,609AE,0,1,ALLSN ,AE3007A      ,AE300 ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,14902,693,NULL,NULL
20020104006739I,04-JAN-02,CLEVELAND,OH,CUYAHOGA COUNTY,INCIDENT,NULL,CLIMB,DASSAULT AVIATION,FALCON 900,NULL,FLIGHT OPTIONS LLC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,523CW,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
20020105000219I,05-JAN-02,STURGEON BAY,WI,DOOR COUNTY CHERRYLAND,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-T210M,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2075S,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,310,110,NULL,NULL
20020105001449I,05-JAN-02,SACRAMENTO,CA,SACRAMENTO INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,696SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,5400,NULL,NULL,NULL
20020105001919I,05-JAN-02,BEEVILLE,TX,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BELL,BHT-206,BHT-206-L1,HALO FLIGHT INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT FOLLOWING,2135Y,0,0,ALLSN ,250C28       ,250C  ,1,AIRLINE TRANSPORT,3300,NULL,NULL,NULL
20020105002109I,05-JAN-02,MEDFORD,OR,ROGUE VALLEY INTL - MEDFORD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-E,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2603W,0,0,CONT  ,IO360*       ,IO360 ,1,PRIVATE PILOT,1475,1350,NULL,NULL
20020105002659I,05-JAN-02,DALLAS,TX,DALLAS EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-K,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,231WG,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,3500,2900,NULL,NULL
20020106000029I,06-JAN-02,PLAINVIEW,TX,HALE COUNTY,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BLANCA,BL-17,BL-17-30A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9653E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1100,400,NULL,NULL
20020106000519I,06-JAN-02,BINGHAMTON,NY,GREATER BINGHAMTON/EDWIN A LINK FIELD,INCIDENT,NULL,DESCENT,RAYTHEON,BEECHJET 400,400-400A,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,442CW,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020107000089I,07-JAN-02,LOUISVILLE,KY,LOUISVILLE INTL-STANDIFORD FIELD,INCIDENT,NULL,CLIMB,MCDONNELL-DOUGLAS-BOEING,MD-80,88,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,981DL,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020107002819I,07-JAN-02,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,NULL,FINAL APPROACH,DE HAVILLAND-BOMBARDIER,DASH 8,200,HORIZON AIR INDUSTRIES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,UNKNOWN,367PH,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020107005819I,07-JAN-02,LA PORTE,TX,NULL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-177,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,29643,0,0,LYC   ,O320E2D      ,O320  ,1,PRIVATE PILOT,822,408,NULL,NULL
20020108000229I,08-JAN-02,PALO ALTO,CA,PALO ALTO ARPT OF SANTA CLARA CO,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BERKUT,360,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,538AJ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,3500,550,NULL,NULL
20020108000539I,08-JAN-02,TRENTON,NJ,TRENTON MERCER,INCIDENT,MINOR,FINAL APPROACH,PIPER,PA-60,PA-60-600A,RELIANT AIR CHARTER INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,68918,0,0,LYC   ,IO540K1J5    ,O540  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1480,200,NULL,NULL
20020108001379I,08-JAN-02,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,NORMAL CRUISE,CANADAIR-BOMBARDIER,CHALLENGER,600,ATLANTIC SOUTHEAST AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,833AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020108002559I,08-JAN-02,NULL,TX,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-177,CE-177-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8244G,0,0,LYC   ,IO360A1B6    ,O360  ,1,COMMERCIAL PILOT,5000,1200,NULL,NULL
20020108002739I,08-JAN-02,HEARNE,TX,HEARNE MUNI,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),CESSNA,CE-210,CE-210-T210N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4795C,0,0,CONT  ,TSIO520R     ,O520  ,1,PRIVATE PILOT,6000,3900,NULL,NULL
20020108007879I,08-JAN-02,NULL,IA,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,PIPER,PA-32,PA-32-R301T,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,2163V,0,0,LYC   ,TIO540*      ,O540  ,1,PRIVATE PILOT,1100,250,NULL,NULL
20020109000459I,09-JAN-02,NORFOLK,VA,NORFOLK INTL,INCIDENT,SUBSTANTIAL,IDLING ENGINES,DE HAVILLAND-BOMBARDIER,DASH 8,100,PIEDMONT AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,982HA,0,0,PWA   ,PW120A       ,120   ,2,NULL,NULL,NULL,NULL,NULL
20020109000819I,09-JAN-02,NORWOOD,MA,NORWOOD MEMORIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-35,BE-35-J35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,212DS,0,1,NULL,NULL,NULL,1,PRIVATE PILOT,1200,849,NULL,NULL
20020109000879I,09-JAN-02,BETHEL,AK,BETHEL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-207,NULL,CRAIG AIR INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,91170,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,2500,2000,NULL,NULL
20020109003129I,09-JAN-02,FORT WORTH,TX,FORT WORTH ALLIANCE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-23,PA-23-160,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3289P,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,500,100,NULL,NULL
20020110000259I,10-JAN-02,NULL,ME,NULL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-172,CE-172-H,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,8019L,0,0,NULL,NULL,NULL,1,STUDENT,140,140,NULL,NULL
20020110000269I,10-JAN-02,FORT COLLINS,CO,FORT COLLINS-LOVELAND MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,LEARJET-BOMBARDIER,LEARJET 35,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,UNKNOWN,827CA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10218,4600,NULL,NULL
20020110000609I,10-JAN-02,JONESBORO,AR,JONESBORO MUNI,INCIDENT,NULL,FINAL APPROACH,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,BIG SKY TRANSPORTATION CO,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,27465,0,0,GARRTT,TPE33111U    ,TPE331,2,NULL,NULL,NULL,NULL,NULL
20020110000869I,10-JAN-02,NANTUCKET,MA,NANTUCKET MEMORIAL,INCIDENT,MINOR,FINAL APPROACH,CESSNA,CE-402,CE-402-C,HYANNIS AIR SERVICE INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,UNKNOWN,88833,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8363,4082,NULL,NULL
20020110001089I,10-JAN-02,GREENVILLE,SC,GREENVILLE DOWNTOWN,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-K,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,3671H,0,0,CONT  ,TSIO520NB    ,O520  ,1,PRIVATE PILOT,1400,1095,NULL,NULL
20020110001219I,10-JAN-02,PADUCAH,KY,BARKLEY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-33,BE-33-F33A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,166P ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,625,250,NULL,NULL
20020110001589I,10-JAN-02,SAN ANGELO,TX,SAN ANGELO RGNL/MATHIS FIELD,INCIDENT,NULL,DESCENT,CESSNA,CE-175,CE-175-C,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8317T,0,0,LYC   ,O360*        ,O360  ,1,COMMERCIAL PILOT,4700,1500,NULL,NULL
20020110001609I,10-JAN-02,TULSA,OK,RICHARD LLOYD JONES JR,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-152,NULL,SPARTAN SCHOOL OF AERONAUTICS,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,95028,0,0,LYC   ,O235L2C      ,O235  ,1,PRIVATE PILOT,100,100,15,15
20020110002859I,10-JAN-02,MIAMI,FL,KENDALL-TAMIAMI EXECUTIVE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-T210N,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,561HC,0,0,CONT  ,TSIO520*     ,O520  ,1,COMMERCIAL PILOT,19235,2170,NULL,NULL
20020110006509I,10-JAN-02,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-182,CE-182-R,NULL,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,287BW,0,0,LYC   ,O540J3C5     ,O540  ,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,6200,400,NULL,NULL
20020110007279I,10-JAN-02,LIVERMORE,CA,LIVERMORE MUNI,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-177,CE-177-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,NULL,7559V,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2852,44,NULL,NULL
20020110008059I,10-JAN-02,DES MOINES,IA,DES MOINES INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-N35,NULL,OTHER,GENERAL OPERATING RULES,NULL,80HL ,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3830,25,NULL,NULL
20020111000149I,11-JAN-02,BRADFORD,PA,BRADFORD RGNL,INCIDENT,NULL,NORMAL CRUISE,RAYTHEON,1900,D,AIR MIDWEST INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,26YV ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20020111000289I,11-JAN-02,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9602B,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20020111000599I,11-JAN-02,PHOENIX,AZ,PHOENIX DEER VALLEY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-44,PA-44-180,WESTWIND SCHOOL OF AERONAUTICS,INSTRUCTION,GENERAL OPERATING RULES,UNKNOWN,2158E,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,NULL,NULL,NULL,NULL
20020111001689I,11-JAN-02,PRESCOTT,AZ,ERNEST A. LOVE FIELD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,201HB,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,NULL,NULL,NULL
20020111007239I,11-JAN-02,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-337,CE-337-T337G,NULL,PERSONAL,GENERAL OPERATING RULES,NULL,4PF  ,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1650,90,NULL,NULL
20020112000159I,12-JAN-02,ZELIENOPLE,PA,ZELIENOPLE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-210,CE-210-B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,456DH,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,655,370,NULL,NULL
20020112000649I,12-JAN-02,TALKEETNA,AK,CARL'S LANDING,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-18,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,7489D,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,133,85,NULL,NULL
20020112001439I,12-JAN-02,CEDAR KEY,FL,GEORGE T LEWIS,INCIDENT,MINOR,ROLL-OUT (FIXED WING),MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,9350V,0,1,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,2500,200,NULL,NULL
20020112008499I,12-JAN-02,SPRINGFIELD,MO,SPRINGFIELD-BRANSON NATIONAL,INCIDENT,MINOR,NORMAL CRUISE,BEECH,BE-95,BE-95-A55,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,349Y ,0,0,CONT  ,IO470L       ,O470  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1150,50,NULL,NULL
20020112008529I,12-JAN-02,GARDEN CITY,KS,GARDEN CITY RGNL,INCIDENT,NULL,TO INITIAL CLIMB (1ST POWER REDUCTION),HUMMEL,HUMMEL BIRD,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,465VW,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,78,12,NULL,NULL
20020113000619I,13-JAN-02,WASILLA,AK,NULL,INCIDENT,MINOR,NORMAL CRUISE,CESSNA,CE-180,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,2943A,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,915,900,NULL,NULL
20020113000639I,13-JAN-02,PROSSER,WA,PROSSER,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-24,PA-24-180,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5511P,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,15000,NULL,NULL,NULL
20020113001339I,13-JAN-02,SOUTHERN PINES,NC,MOORE COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6280V,0,0,CONT  ,IO360*       ,IO360 ,1,PRIVATE PILOT,87,37,NULL,NULL
20020113001579I,13-JAN-02,CLEVELAND,TX,NULL,INCIDENT,MINOR,HOVERING,HILLER,HILLER-UH12,HILLER-UH12-E,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,65048,0,0,LYC   ,O540*        ,O540  ,1,COMMERCIAL PILOT,1200,220,NULL,NULL
20020113004019I,13-JAN-02,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,200F,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,630US,0,0,NULL,NULL,NULL,4,AIRLINE TRANSPORT,8565,36,NULL,NULL
20020113009399I,13-JAN-02,POINT LOOKOUT,MO,M. GRAHAM CLARK DOWNTOWN,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-35,BE-35-G35,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,887M ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2250,50,NULL,NULL
20020113036059I,13-JAN-02,CHAMA,NM,CHAMA LAND & CATTLE CO.,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-185,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,9823X,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,2450,400,NULL,NULL
20020114000239I,14-JAN-02,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-J,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,5631X,0,0,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
20020114000489I,14-JAN-02,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,NULL,NORMAL CRUISE,FAIRCHILD-DORNIER,328,100,PSA AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,438JS,0,0,PWA   ,PW119B       ,119   ,2,AIRLINE TRANSPORT,20000,6000,NULL,NULL
20020114000829I,14-JAN-02,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,EMBRAER,ERJ-145,NULL,CHAUTAUQUA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,264SK,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020114002019I,14-JAN-02,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,NULL,NORMAL CRUISE,SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,BIG SKY TRANSPORTATION CO,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,27465,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020114002939I,14-JAN-02,MESA,AZ,FALCON FLD,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-500,GA-500-S,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,8485P,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,10000,100,NULL,NULL
20020115000039I,15-JAN-02,COVINGTON,KY,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MITSUBISHI,MU-2B,MU-2B-60,EPPS AIR SERVICE INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,UNKNOWN,941MA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,2800,400,NULL,NULL
20020115000469I,15-JAN-02,ALBANY,NY,ALBANY INTL,INCIDENT,NULL,NORMAL CRUISE,CESSNA,CE-560,NULL,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,CGJEI,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
20020115000479I,15-JAN-02,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,NULL,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,BOEING,737,500,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,17644,0,0,GE    ,CFM56*       ,CFM56 ,2,NULL,NULL,NULL,NULL,NULL
