aids_report_number,local_event_date,event_city,event_state,event_airport,event_type,aircraft_damage,flight_phase,aircraft_make,aircraft_model,aircraft_series,operator,primary_flight_type,flight_conduct_code,flight_plan_filed_code,aircraft_registration_nbr,total_fatalities,total_injuries,aircraft_engine_make,aircraft_engine_model,engine_group_code,nbr_of_engines,pic_certificate_type,pic_flight_time_total_hrs,pic_flight_time_total_make-model,NULL,NULL
19950111003959I,11-JAN-95,SPRINGDALE,AR,SPRINGDALE MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7481E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,10500,90,20,20
19950112001679I,12-JAN-95,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,NULL,CLIMB,SAAB,340,A,PINNACLE AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,324PX,0,0,GE    ,CF7002C      ,CF700 ,2,AIRLINE TRANSPORT,20000,2000,50,50
19950112002399I,12-JAN-95,BIRMINGHAM,AL,BIRMINGHAM-SHUTTLESWORTH INTL,INCIDENT,MINOR,IN TRAFFIC PATTERN-CIRCLING,PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4297N,0,0,NULL,NULL,NULL,1,STUDENT,105,105,25,25
19950112002489I,12-JAN-95,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,RAYTHEON,1900,C-1,MESA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,77YV ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4500,3500,100,100
19950112004419I,12-JAN-95,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,SAAB,340,A,BUSINESS EXPRESS AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,358BE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8300,4000,200,200
19950112005149I,12-JAN-95,SCOTTSDALE,AZ,SCOTTSDALE,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BEECH,BE-33,BE-33-F33,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5599P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,81,81,71,71
19950112008339I,12-JAN-95,WILLISTON,ND,SLOULIN FIELD INT'L APT,INCIDENT,MINOR,DESCENT,RAYTHEON,1900,D,GREAT LAKES AVIATION LTD,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,118UX,0,0,PWA   ,PT6A67A      ,PT6   ,2,AIRLINE TRANSPORT,4180,280,NULL,NULL
19950113001359I,13-JAN-95,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,SAAB,340,A,COMAIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,340SF,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950113001619I,13-JAN-95,SOMERVILLE,TN,FABICK TWO,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-D,NULL,OTHER,GENERAL OPERATING RULES,NONE,1188 ,0,0,CONT  ,IO470D       ,O470  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,15000,200,4,4
19950113002989I,13-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,81,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,972AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950113003429I,13-JAN-95,STURGIS,SD,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,37670,0,0,LYC   ,IO540*       ,O540  ,1,PRIVATE PILOT,2441,1700,NULL,NULL
19950113004609I,13-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),LOCKHEED,L-1011 TRISTAR,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,719DA,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
19950113005019I,13-JAN-95,GULF OF MEXICO,LA,NULL,INCIDENT,NONE,FCD/PREC LDG FROM CRUISE,AEROSPATIALE,AS-355,AS-355-E,AIR LOGISTICS L L C,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,AIR TAXI FLIGHT FOLLOWING,372E ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3908,670,120,120
19950113005179I,13-JAN-95,WAUKESHA,WI,WAUKESHA COUNTY,INCIDENT,MINOR,FINAL APPROACH,BEECH,BE-60,BE-60-B60,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,77DS ,0,0,NULL,NULL,NULL,2,PRIVATE PILOT,7000,2100,NULL,NULL
19950113005259I,13-JAN-95,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-140,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,65794,0,0,NULL,NULL,NULL,1,STUDENT,NULL,NULL,NULL,NULL
19950113006699I,13-JAN-95,SARASOTA,FL,SARASOTA/BRADENTON INTL,INCIDENT,NULL,ROLL-OUT (FIXED WING),PIPER,PA-28,PA-28-181,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,109LD,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,450,50,15,15
19950113006709I,13-JAN-95,AFTON,OK,SHANGRI LA,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-K,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,1140T,0,0,NULL,NULL,NULL,1,NULL,4600,350,2,2
19950114000389I,14-JAN-95,UDALL,KS,NULL,INCIDENT,MINOR,NULL,PIPER,PA-11,NULL,NULL,PERSONAL,NULL,NULL,5085H,0,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
19950114002769I,14-JAN-95,HOUSTON,TX,DAVID WAYNE HOOKS MEMORIAL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-45,BE-45-A45,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,3111C,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,4150,470,60,60
19950114002959I,14-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,83,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,937AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950114003359I,14-JAN-95,BROWNSVILLE,TX,BROWNSVILLE/SOUTH PADRE ISLAND INTL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),PIPER,PA-12,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,2963M,0,0,NULL,NULL,NULL,1,STUDENT,17,17,17,17
19950114004649I,14-JAN-95,LAKEVILLE,MN,AIRLAKE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-95,BE-95-B95A,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,856CH,0,0,LYC   ,IO360B1A     ,O360  ,2,COMMERCIAL PILOT,1100,60,NULL,NULL
19950114010619I,14-JAN-95,MONROE,WI,MONROE MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-421,CE-421-B,RILEY AVIATION INC,AIR TAXI (NON-SCHEDULED),GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,65AE ,0,0,CONT  ,GTSIO520H    ,O520  ,2,COMMERCIAL PILOT,3000,250,NULL,NULL
19950115001459I,15-JAN-95,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,NULL,CLIMB,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,T.1-T.2,PSA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,837JS,0,0,GARRTT,TPE33110     ,TPE331,2,AIRLINE TRANSPORT,8500,6000,250,250
19950115002999I,15-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,81,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,972AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950115022209I,15-JAN-95,FRIDAY HARBOR,WA,FRIDAY HARBOR,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-182,CE-182-R,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,6110T,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,185,26,12,12
19950116001439I,16-JAN-95,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,RAYTHEON,1900,NULL,MESA AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,VISUAL FLIGHT RULES,77YW ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3500,700,250,250
19950117001449I,17-JAN-95,PHILADELPHIA,PA,PHILADELPHIA INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",MCDONNELL-DOUGLAS-BOEING,DC-8,55F,TRANS CONTINENTAL AIRLINES,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,808CK,0,0,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL
19950117003409I,17-JAN-95,SANTA ANA,CA,JOHN WAYNE AIRPORT-ORANGE COUNTY,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,367SW,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,12500,11368,268,268
19950117003879I,17-JAN-95,LAFAYETTE,LA,LAFAYETTE RGNL,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-172,CE-172-K,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,46507,0,0,LYC   ,O320E2D      ,O320  ,1,STUDENT,28,28,15,15
19950117005209I,17-JAN-95,BELLE FOURCHE,SD,BELLE FOURCHE MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,MOONEY,M-20,M-20-C,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,6430U,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,896,36,NULL,NULL
19950118001859I,18-JAN-95,GEORGETOWN,TX,GEORGETOWN MUNI,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,CESSNA,CE-172,CE-172-RG,NULL,OTHER,GENERAL OPERATING RULES,NONE,6378R,0,0,NULL,NULL,NULL,1,AIRLINE TRANSPORT,4800,161,12,12
19950118003799I,18-JAN-95,IDAHO FALLS,ID,IDAHO FALLS RGNL,INCIDENT,NULL,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,312WA,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,15500,3475,200,200
19950118004949I,18-JAN-95,LITTLE ROCK,AR,ADAMS FIELD,INCIDENT,NULL,ROLL-OUT (FIXED WING),BOEING,727,200,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,204US,0,0,PWA   ,JT8D15       ,JT8   ,3,AIRLINE TRANSPORT,2464,1439,208,208
19950118005229I,18-JAN-95,KINGSTON,NY,KINGSTON-ULSTER,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,CE-210-G,NULL,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,5915F,0,0,CONT  ,IO520A       ,O520  ,1,COMMERCIAL PILOT,NULL,NULL,NULL,NULL
19950118005329I,18-JAN-95,COCOA BEACH,FL,PATRICK AFB,INCIDENT,NULL,LEVEL OFF TOUCHDOWN,CESSNA,CE-310,CE-310-D,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,6744T,0,0,NULL,NULL,NULL,2,COMMERCIAL PILOT,10000,800,30,30
19950119001979I,19-JAN-95,EL MONTE,CA,EL MONTE,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BEECH,BE-35,BE-35-B33,NULL,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,8645M,0,0,NULL,NULL,NULL,1,UNKNOWN/FOREIGN,1410,1200,22,22
19950119001999I,19-JAN-95,FRESNO,CA,FRESNO YOSEMITE INTL,INCIDENT,NULL,FINAL APPROACH- INSTRUMENT FLIGHT RULES,JETSTREAM-BAE SYSTEMS,JETSTREAM 31-S31,NULL,WINGS WEST AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,961AE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,7000,2000,200,200
19950119002469I,19-JAN-95,FALCON,CO,MEADOW LAKE,INCIDENT,MINOR,TOUCH AND GO LANDING,CESSNA,CE-172,CE-172-RG,NULL,INSTRUCTION,GENERAL OPERATING RULES,NONE,5331V,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT FLIGHT INSTRUCTOR,1416,344,52,52
19950119002749I,19-JAN-95,FAYETTEVILLE,AR,DRAKE FIELD,INCIDENT,MINOR,DESCENT,CESSNA,CE-402,CE-402-B,SPRINGDALE AIR SERVICE INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,29MM ,0,0,CONT  ,TSIO520E     ,O520  ,2,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,3091,178,155,155
19950110001649I,10-JAN-95,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BEECH,BE-90,BE-90-E90,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,232CL,0,0,PWA   ,PT6A28       ,PT6   ,2,AIRLINE TRANSPORT,5590,1605,128,128
19950110001849I,10-JAN-95,CAHOKIA,IL,ST LOUIS DOWNTOWN,INCIDENT,MINOR,ROLL-OUT (FIXED WING),DASSAULT AVIATION,FALCON 20-200,C,NULL,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,606RP,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8570,3597,28,28
19950110002439I,10-JAN-95,RALEIGH,NC,RALEIGH-DURHAM INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",CESSNA,CE-206,CE-206-P206B,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,4786F,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,NULL,500,NULL,NULL
19950110002809I,10-JAN-95,PORTLAND,OR,PORTLAND-HILLSBORO,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",GRTLKS,GRTLKS-2T1,GRTLKS-2T1-A2,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,44SJ ,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,900,700,2,2
19950110003749I,10-JAN-95,AKUTAN,AK,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,GULSTM,GA-44,NULL,PENINSULA AIRWAYS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,VISUAL FLIGHT RULES,141R ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,3700,500,150,150
19950110005719I,10-JAN-95,RIFLE,CO,GARFIELD COUNTY RGNL,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BEECH,BE-36,BE-36-A36,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,457MS,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,390,25,25,25
19950111001669I,11-JAN-95,GEORGETOWN,TX,GEORGETOWN MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-310,CE-310-R,NULL,OTHER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,3208M,0,0,CONT  ,IO520MB      ,O520  ,2,COMMERCIAL PILOT,7800,547,44,44
19950111002429I,11-JAN-95,JACKSONVILLE,FL,JACKSONVILLE EXECUTIVE AT CRAIG,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BEECH,BE-58,NULL,FLIGHT EXPRESS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,4626A,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4869,1600,225,225
19950111002679I,11-JAN-95,JACKSONVILLE,FL,JACKSONVILLE EXECUTIVE AT CRAIG,INCIDENT,MINOR,IDLING ENGINES,PIPER,PA-31,PA-31-350,CORPORATE AIRWAYS INC,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,2UF  ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4300,2000,150,150
19950111003449I,11-JAN-95,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,NULL,TO ABORTED (FIXED WING),SWEARINGEN-FAIRCHILD,SA-227,SA-227-AC,MESABA AVIATION INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,421MA,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950111003959I,11-JAN-95,SPRINGDALE,AR,SPRINGDALE MUNI,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,CESSNA,CE-210,NULL,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,7481E,0,0,NULL,NULL,NULL,1,COMMERCIAL PILOT,10500,90,20,20
19950112001679I,12-JAN-95,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,NULL,CLIMB,SAAB,340,A,PINNACLE AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,324PX,0,0,GE    ,CF7002C      ,CF700 ,2,AIRLINE TRANSPORT,20000,2000,50,50
19950112002399I,12-JAN-95,BIRMINGHAM,AL,BIRMINGHAM-SHUTTLESWORTH INTL,INCIDENT,MINOR,IN TRAFFIC PATTERN-CIRCLING,PIPER,PA-28,PA-28-161,NULL,PERSONAL,GENERAL OPERATING RULES,NONE,4297N,0,0,NULL,NULL,NULL,1,STUDENT,105,105,25,25
19950112002489I,12-JAN-95,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,RAYTHEON,1900,C-1,MESA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,77YV ,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,4500,3500,100,100
19950112004419I,12-JAN-95,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,SAAB,340,A,BUSINESS EXPRESS AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,358BE,0,0,NULL,NULL,NULL,2,AIRLINE TRANSPORT,8300,4000,200,200
19950112005149I,12-JAN-95,SCOTTSDALE,AZ,SCOTTSDALE,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BEECH,BE-33,BE-33-F33,NULL,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,5599P,0,0,NULL,NULL,NULL,1,PRIVATE PILOT,81,81,71,71
19950112008339I,12-JAN-95,WILLISTON,ND,SLOULIN FIELD INT'L APT,INCIDENT,MINOR,DESCENT,RAYTHEON,1900,D,GREAT LAKES AVIATION LTD,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,118UX,0,0,PWA   ,PT6A67A      ,PT6   ,2,AIRLINE TRANSPORT,4180,280,NULL,NULL
19950113001359I,13-JAN-95,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,SAAB,340,A,COMAIR INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,340SF,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950113001619I,13-JAN-95,SOMERVILLE,TN,FABICK TWO,INCIDENT,MINOR,ROLL-OUT (FIXED WING),CESSNA,CE-310,CE-310-D,NULL,OTHER,GENERAL OPERATING RULES,NONE,1188 ,0,0,CONT  ,IO470D       ,O470  ,2,COMMERCIAL PILOT FLIGHT INSTRUCTOR,15000,200,4,4
19950113002989I,13-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,NULL,FCD/PREC LDG FROM CRUISE,MCDONNELL-DOUGLAS-BOEING,MD-80,81,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,972AS,0,0,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
19950113003429I,13-JAN-95,STURGIS,SD,NULL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,PIPER,PA-32,PA-32-R300,NULL,PERSONAL,GENERAL OPERATING RULES,UNKNOWN,37670,0,0,LYC   ,IO540*       ,O540  ,1,PRIVATE PILOT,2441,1700,NULL,NULL
19950113004609I,13-JAN-95,PORTLAND,OR,PORTLAND INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),LOCKHEED,L-1011 TRISTAR,NULL,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,719DA,0,0,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
